s0,s1,s2,s3,s4,s5,s6,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23,d24,d25,d26,d27,cluster
0.3563336230683193,0.20558044146588744,0.8471987058460898,0.1853712481466362,0.41669742652805997,0.6062078665484129,0.24991100963667773,0.5596014307351841,0.8512185524681176,0.03477555220996564,0.872655404210497,0.05118214511642771,0.17033583971743438,0.913322149877523,0.3062315791402508,0.3726390683737082,0.5225418028088556,0.8459976652349211,0.4527924266305796,0.4643752841568066,0.3667915306024243,0.9788311715435205,0.7154989686990643,0.13741030747711536,0.3671893433472929,0.16973235770161643,0.8202332856853153,0.9371134204393967,0.18286896064836167,0.385707029604449,0.3901374618826595,0.17268538558908242,0.1476613155309654,0.7358109258615131,0.23764321333567073,0
0.3059664344684522,0.462593298553573,0.741558817527885,0.35321891142379247,0.3584572245688031,0.6902607981751863,0.17869476685714497,0.5089300893412357,0.21114183427865651,0.331767798024721,0.952232175800016,0.9642217897304257,0.9089576158802752,0.08161699502723951,0.06107685720730682,0.6671995745484421,0.16420937726584328,0.5126631248455389,0.5196194759877465,0.6566599638704023,0.2696363059089998,0.8982913430009661,0.10202829556821913,0.9236613810359686,0.5733689444353485,0.45058694402772836,0.9581682436225274,0.3156403634961332,0.5924429248896811,0.2745137350216488,0.05859150189956741,0.6683335070428339,0.38714263463954524,0.42295647734066777,0.8709576420194389,0
0.1513836250293491,0.2691469479508364,0.7078931411158692,0.25735748253984747,0.28738462298298023,0.8527438748866678,0.19825927726351464,0.5642521895721525,0.0808118132863922,0.540855693171694,0.16526077119883065,0.8432016516815992,0.6781439638175727,0.8106638466728837,0.46093013588943355,0.3787180086786951,0.4269165865615856,0.8153475899595582,0.858233691743926,0.07179958701570266,0.13797110253842138,0.14146337415393107,0.100699880792815,0.07466497510056391,0.851286839937176,0.9537254130108415,0.6375093654875995,0.07278596392379022,0.03474610354178398,0.4562675060862601,0.3182458437534186,0.7819878145923302,0.35394992684112525,0.24122439768680426,0.9210650556151502,0
0.2218754483955505,0.37552648121244286,0.7596027090420843,0.24332505119298148,0.2819124702946406,0.7726683987538004,0.41689678968835464,0.10743723104628733,0.30996588818653725,0.22818041240925846,0.16984071648307675,0.8145799563837787,0.5378636765876732,0.801679844533508,0.5453428672530393,0.4618191940866312,0.4887443679084962,0.04030936932244611,0.6929691407086167,0.3910954323768634,0.005226257876059015,0.05734065818219558,0.41565355033973195,0.6014060499027516,0.3706707220033527,0.7724395894536925,0.9717894342073896,0.7354915530683384,0.7440434540131813,0.8224099984307041,0.8775857990166623,0.6813109869631159,0.8971387548189104,0.9143826433470332,0.15588920519524763,0
0.26515346310031174,0.36587176403674376,0.7359596616097012,0.2964816949869575,0.24594152248084702,0.7403002919752691,0.28421242471506575,0.5029379625616113,0.31244048372043554,0.7427056587531117,0.5794334536525414,0.344349832193517,0.12022317371633107,0.3696915874407716,0.20754402604107924,0.6242633145822527,0.5906140285726159,0.40814025222917494,0.14649051937223867,0.20885376570897807,0.0016477844475398795,0.6436981436321253,0.48618472089580667,0.7786673172453696,0.6712139596078791,0.18471359319119252,0.6916382089955624,0.43117960823349,0.39792583819205307,0.5905078391913062,0.4461992606547873,0.7905825394568091,0.08742223841815255,0.413874689413982,0.6305362516824177,0
0.30193362422303793,0.2979303048927007,0.826635012526183,0.28371573966491653,0.22108746974169646,0.6586893749601094,0.37356687616981077,0.6537164911230222,0.46091143071181706,0.7647828374532091,0.8633698083797203,0.5023262918315355,0.592780678453222,0.01677573009066946,0.7694855880552598,0.5143337343585515,0.9279998159455245,0.5130843476342559,0.8850995729219251,0.8583984774364329,0.5236102571011002,0.23881237107947717,0.8279836010550993,0.9974076436447981,0.04637603035084448,0.7039812382971866,0.6035751365180841,0.056925787488894763,0.7972200305993333,0.2856901901995591,0.9557786560798406,0.08217145653701852,0.5609710160868965,0.45594862890317256,0.6482390436256931,0
0.18624679455412113,0.38151155025571254,0.7239142364663841,0.40578044654824486,0.4150574914049843,0.9136885146832127,0.24814784353618557,0.5701407095983938,0.532389448415647,0.6569279776026634,0.06555606722919727,0.2953774251882938,0.7613750948665357,0.8980777344028799,0.10328976174690419,0.16875709695698193,0.571010522078308,0.49558952814694723,0.5029383545616797,0.3805213679457192,0.3297945952840756,0.3567924081488755,0.1306583775185196,0.038464668900317744,0.4924499231343723,0.3419368190923314,0.01168743571334152,0.2228423409243383,0.7846307085500965,0.09289057650600296,0.7978424913670934,0.1508474851597128,0.6438004476648191,0.1553011114742251,0.9829496206464138,0
0.180539159214892,0.3555549089653011,0.7055200643988542,0.2362019805812355,0.34380218354923797,0.8654386176198491,0.21386148797064108,0.505364093053728,0.6683903111727488,0.6560720584849928,0.424658365860039,0.7134021795671932,0.15131764223702715,0.8744505359777847,0.6677222937414634,0.10982528850105577,0.8757028291183511,0.80172142492943,0.4353292845390191,0.15024611151936085,0.6842634786361722,0.2838666806422179,0.6976623095890578,0.14160283682481767,0.09425316978120479,0.8040497569711419,0.5389763689632958,0.6658443822627,0.06995935355312421,0.7960226583005692,0.7851831342632706,0.5742678426028051,0.39111718499301795,0.9930939084145385,0.10521969623855876,0
0.14850903403997678,0.2353048556319725,0.621419111647872,0.3719059623451444,0.1504882085198719,0.5748469658009205,0.1684443734912417,0.46460711338436833,0.8244039629987502,0.48209984865158717,0.3462315298000449,0.4797212472557023,0.42222186908268555,0.19706674173766514,0.4209945040778216,0.8682148309084533,0.9876962749108176,0.9482262315740871,0.7700246791827164,0.8861751635408311,0.6837699751670286,0.39651413059155216,0.649326073570141,0.7989781463420241,0.8311731714030602,0.4058355872268332,0.777106876322637,0.7852198404314973,0.7597924211499862,0.37616595159106403,0.39568899278095626,0.5927244057452595,0.052135678402657315,0.8504191513529227,0.2939381905010392,0
0.16732700423231872,0.31259988053631577,0.7371499883385279,0.2518291582130339,0.054797619870839503,0.6452291090303146,0.38203794502961674,0.8775085938006143,0.805379409953595,0.8587745320316517,0.6799955818912975,0.20939335211563626,0.12334126113613653,0.9905592686936421,0.6555246159851069,0.8873806499046575,0.02985506658566628,0.2831690983727422,0.03590275578511326,0.45500000442980715,0.2768073437257651,0.49602337448194234,0.7039014268089044,0.4705736544627014,0.628530678095581,0.6046734453342688,0.8147380275968342,0.1906650025802834,0.38774823851869555,0.286561135454541,0.15898255075772993,0.3492583806350221,0.9206122281307663,0.340623103446436,0.6167589616529311,0
