1.596113152856454276e-01,-4.174583559634128388e-02,2.729436692746526560e+00
2.109692913293985672e-01,6.134283538601414953e-02,6.703729848777020273e-01
-1.731993220063367299e-03,-1.045416407460207503e-01,9.164349400020164182e-01
-1.092444167808638844e-01,-1.236063435868532956e-01,1.723013152673072312e+00
9.036926752096954840e-02,1.422340760866773468e-01,1.982518587612254191e+00
5.016436039196729008e-02,-1.233853696087185842e-02,3.068897069389336707e+00
-2.462889790434070469e-01,-3.051065297074265215e-02,3.990752271100509230e+00
-2.350038885610823136e-01,1.107576913324959389e-01,2.798225898835087655e+00
3.191615074789085765e-02,-1.162830694586152736e-01,2.054914528156186471e+00
4.188986503235260332e-03,9.728798569698439425e-02,2.843342480265043104e+00
2.169220725388107951e+00,1.998265894446690005e+00,9.009856095402088982e-01
2.176089334585352475e+00,2.033397348661337922e+00,3.903281308123779603e+00
2.111403965362020685e+00,1.850391163878101652e+00,3.593303192259611478e+00
2.091540598385910776e+00,2.078100998283490153e+00,1.990528806335400969e+00
1.962780411440532724e+00,2.064262122783259823e+00,1.424257180931050915e+00
1.996261229818691696e+00,1.927067074537005986e+00,8.068973499107374714e-01
1.839272032057487127e+00,2.099260255390437369e+00,5.051530910923665019e-01
1.979578258846863781e+00,1.898435237814966037e+00,2.775342991984580010e+00
1.922889497818916160e+00,2.039369949927684722e+00,2.142522156600823902e+00
1.900900465568189812e+00,1.919521112069871638e+00,1.776452653963950468e+00
