s0,s1,s2,s3,d0,d1,d2,d3,cluster
0.2928531184042865,0.37549695934891636,0.8908464783404486,0.19590264730636509,0.250097560018404,0.8722710111611103,0.4093999803908276,0.17591256078468176,0
0.15185310701115495,0.39635119224302295,0.8442089538878732,0.23685857325331067,0.12354904980851344,0.37102633040887334,0.692333325010884,0.06400056985259961,0
0.17496644529027516,0.2581945243019315,0.7505929146904504,0.29276525119741403,0.597843887013786,0.33782007481364507,0.8198002436134154,0.49015852626818246,0
0.2686145125921781,0.3568834233729431,0.7826504693532494,0.1796814882536475,0.9593209780050203,0.945525662540905,0.16525196274097165,0.16077012134211588,0
0.2439466415890837,0.3538616757450999,0.7523282402491842,0.08362239614964934,0.34327046936623473,0.5291855537164845,0.4442982042379172,0.510660076816977,0
0.1608737595309419,0.2962899975090941,0.8194881932188496,0.12826422672642024,0.007730921353544362,0.12554153959175185,0.7099015817750642,0.828174536427882,0
0.3309515018696924,0.3962806921342702,0.7610170603989342,0.31278295214024615,0.04990632567423803,0.40828301684062274,0.3062893216774175,0.09666059248171677,0
0.24767221232402686,0.2958246629876071,0.7426278311349248,0.2626109664238007,0.7783514055008227,0.9229894662851214,0.7650011035062773,0.2723964916394914,0
0.25938847783530206,0.37848145304281167,0.7859997063321349,0.11225545957786495,0.43509138658281576,0.16907431332040845,0.5163796713592342,0.5065629811779457,0
0.26863925553682366,0.22572769603858484,0.8943944742006411,0.29377430649167896,0.6074314881529653,0.6300700405780099,0.2524224139219915,0.42910517786109126,0
0.36099712834447106,0.24841401491781132,0.7307974311321817,0.22717701323423584,0.4219990050295058,0.8181563470671052,0.5104446580674806,0.2940137419375015,0
0.33939785052478383,0.2862307961695848,0.7311420857367291,0.4052380861992011,0.3198356447003994,0.6792315145581482,0.12270386497716979,0.4671843496529303,0
0.20039934395430148,0.18147378434956618,0.7253793424942521,0.24634122161635938,0.17694925606874257,0.5315180954787873,0.7728421224349317,0.02785119737893249,0
0.23921802237863593,0.04405839725958688,0.7697358523447962,0.4229922875667076,0.2811822140416115,0.8742924488262854,0.6211100790766292,0.8756899409512223,0
0.2532461209216323,0.038760009840847626,0.62615463021677,0.3716586363085875,0.7753792797940458,0.08925401757673845,0.5768148557066253,0.019358437081401614,0
0.16565963285442986,0.35539282511020065,0.8656778649867515,0.13225688320615742,0.20335962733555957,0.5189956749036013,0.3690969117410968,0.5922592604129775,0
0.28804725464650155,0.3001489349026683,0.8140744669277493,0.13333634340724643,0.9103830484843393,0.7271286976859561,0.04030670529498526,0.9655996192925681,0
0.23987256394158332,0.2765484951667566,0.5887442581723269,0.2095978488335789,0.45766232873054424,0.4402359132264452,0.7806154264121907,0.05227968591273047,0
0.0865186484180045,0.3197261377432913,0.7349470291777762,0.23076638137128305,0.07716665606378792,0.046473378157604106,0.5373543391350002,0.7476538498888156,0
0.2766152378168076,0.18290192748373693,0.6980845309513726,0.30147121016356176,0.3311873167174353,0.9129068564064396,0.4600786280563096,0.27068371086276866,0
0.29342652916541234,0.37299144131002737,0.835246933364435,0.0528555702448284,0.6118846875222121,0.5681372290092083,0.9932646355655447,0.06081632471673171,0
0.27809818378819084,0.3454902181093805,0.8892874685127238,0.13698720277939824,0.9711706264216423,0.4166395477552275,0.9387072590430585,0.9421469098832886,0
0.1961763528075007,0.2696478020974298,0.8461768088446391,0.25682516883038997,0.6529896592107796,0.11031542685757667,0.13994698675502681,0.25115249638986803,0
0.22032472260570093,0.1278396138347601,0.8127486249244122,0.3021567217567776,0.2993838007388956,0.5117253602760409,0.27663978639024234,0.7483078785184832,0
0.18773517102324444,0.20426383768970702,0.8497950766521846,0.2415653955346365,0.9047613103255886,0.9705942325940364,0.3362089747096544,0.28932180639712246,0
0.24738200402816968,0.15577276229129203,0.6350328289358494,0.22634634996675732,0.7631925645409341,0.7557803667672586,0.12226339312388423,0.3419479368730892,0
0.43976109330514485,0.26951595643490905,0.632189550057128,0.2882258558888585,0.30320336546084947,0.46056413707795574,0.9614177299138305,0.13336446281852965,0
0.1981052355387508,0.1807902288286709,0.902466110933485,0.24010354862359612,0.7744129878688126,0.5754984634909125,0.8115199073951923,0.9114295559960944,0
0.24486641891847222,0.32526985151392274,0.9150009741333659,0.2979534238273651,0.6035951208872808,0.47095991367575063,0.8233332645586046,0.05596683081428622,0
0.20369452099282423,0.29818554442234035,0.7844908303204724,0.20965518583028334,0.002654540655421145,0.3833640390011125,0.7245313567722897,0.5266077422724377,0
0.2233877475810449,0.3591256582465272,0.7622673557387916,0.23829502197615846,0.1475177026595893,0.14781004035234235,0.838981897670162,0.6268441832205642,0
0.16219786986727258,0.1681993933025165,0.7289059094484114,0.23641127430320782,0.9421977738266872,0.7575393840646342,0.15531288544192068,0.2620832266232552,0
0.48098421250151446,0.19664287374720685,0.7628868261282935,0.26206144052243807,0.43646082388610785,0.61666181427721,0.03304248813522104,0.8749402259629653,0
0.17533967605334855,0.35239010028561224,0.6622835451764839,0.33373360672049074,0.16839526842121477,0.931976619298694,0.6899369308649942,0.36388553541449764,0
0.20217566903328957,0.3202668173473941,0.7384259146261722,0.32488798540305314,0.46441400495301377,0.45547616558461057,0.764771778554656,0.042399498585694806,0
0.349171133677707,0.38840931824921127,0.7593620633137398,0.3649715288283562,0.777472870730683,0.9748266278989693,0.24129025727644882,0.12814539183609186,0
0.20785976442544118,0.10363614331757337,0.8091470037263455,0.3222106924210212,0.03307139179835861,0.4114166774148311,0.707353474105914,0.03503658402790455,0
0.017782607424620456,0.1789361593229108,0.8170374186266072,0.2682759929809704,0.0629331038126788,0.9570019215211626,0.2988685481121839,0.7322576402452735,0
0.0015378948460341435,0.3679285410387111,0.643495254501866,0.2055362149465046,0.38087991351920203,0.9590463383840733,0.21534120092665032,0.9515336183672697,0
