s0,s1,s2,s3,s4,s5,d0,d1,d2,d3,d4,d5,cluster
0.2071982114499988,0.8071270803187001,0.2056860756600094,0.2999554777060185,0.6271684428137602,0.24181706025265684,0.45568481319265985,0.3870944063486691,0.34246547998820187,0.7842539760995794,0.8053991818309785,0.6077225356080453,0
0.15346343680549202,0.8409674664286089,0.28550398985803793,0.2573396542267498,0.6764090597678349,0.3556031162153327,0.7101093725370962,0.6272639572713039,0.1944669154016998,0.8242909155947626,0.6161990870386376,0.73330969398135,0
0.2388094734116202,0.7826881694653757,0.21303197732225065,0.23382582554140446,0.8097092608744689,0.21638921245334178,0.6635398479393387,0.7792708042481438,0.25814591821936383,0.04808738599340534,0.8029664739272306,0.47193085980830396,0
0.2645386163400639,0.7703806175386697,0.2446749777446304,0.07767206647156724,0.5777493274018015,0.25770989752704054,0.2654821694382449,0.8020870771110025,0.6222070528154443,0.06427406850100337,0.05809559044408785,0.27219777892854935,0
0.25952668495726605,0.7286984522199719,0.28680192458987647,0.22056942701752183,0.8316803326292185,0.14177643484476804,0.25970725584943466,0.12090448703327039,0.6726393246063963,0.4002660820889792,0.35551022555175826,0.1485527471672904,0
0.38946975775719095,0.7277008413460807,0.27505332496612506,0.2927637196965782,0.8015520904045752,0.3402661706318091,0.816834621495338,0.5027741781069169,0.20294322633977435,0.39908629919085725,0.8155375667537197,0.4806839171488161,0
0.2907010496696191,0.6322096240921026,0.27958076647267566,0.15215341410838754,0.9239986249139913,0.3152834909013912,0.3759572893005927,0.19354783851509405,0.5696605787032091,0.5690361706240659,0.964726968290012,0.26818362253310324,0
0.40583815999355843,0.6621944584605616,0.23044065796608143,0.11628263520354185,0.6955311233892206,0.2505532535814082,0.398883745538555,0.785968980200314,0.8555783234389516,0.5741727308313157,0.30633202875819676,0.48889177414644647,0
0.18289258556747717,0.746041351553849,0.30678068767223493,0.17870433626912413,0.8218258069183251,0.3052523873512336,0.3184066812252706,0.5264960617696042,0.6499195088713676,0.9107048868962421,0.10983928684071942,0.0402369217355234,0
0.30277542462782125,0.7074436720208633,0.16197408887915088,0.29218748387696825,0.6879072643422196,0.1604257598773483,0.9331592224026439,0.45837330287281075,0.42776430090620543,0.5568806056358432,0.21534558829909345,0.25270399439095503,0
0.19099908822500627,0.5791695381597154,0.23451608589341344,0.2099259569986632,0.8173934937546261,0.38282110962805405,0.039867115312520296,0.3369924974391427,0.9627360034358817,0.5450553810472306,0.8858365775781094,0.5389660593004262,0
0.3044911898569,0.6786366377046014,0.2919003681082383,0.21709763542789615,0.6516730389187857,0.24367471019853365,0.14952616215858805,0.0999805952383993,0.40856376795261906,0.9514411361652155,0.2975453934562631,0.8693957724227993,0
0.2905376401025972,0.7214263859787874,0.2708268685847588,0.25125024015480635,0.8283253326534303,0.22612570261894466,0.6103484420687038,0.2362258728767881,0.712417633355009,0.05270778647193641,0.8752152070044645,0.9467157918928402,0
0.344714546236722,0.7001443833516529,0.3116165565251284,0.1708295564776346,0.7800082060001048,0.3180143870667767,0.8249882095835227,0.48529990689403024,0.661236365506425,0.14760160542512601,0.8671916707330911,0.6709310046472509,0
0.24631529066735167,0.8371069266040985,0.17944320016445064,0.20922081295524333,0.849757892974123,0.1606931772872703,0.02533703356874617,0.8499376390921525,0.6546656876581325,0.9199541098694325,0.6813478589084262,0.7571866889021929,0
0.29727512908110765,0.699383023048306,0.372221292192252,0.229879403735964,0.7283046973986728,0.11898332456235056,0.835146066638518,0.018164304021515254,0.38472634846610443,0.7306640419366751,0.47112566346001794,0.08472947643458628,0
0.22694591254296054,0.8748850726119717,0.2526207200618346,0.22388454848224154,0.8378689061931778,0.2142905250563142,0.2523639114268016,0.3961159418389324,0.18013628672431303,0.6526339147687422,0.5334817294714881,0.6151813655270162,0
0.3199833753407529,0.895178256227148,0.20436358451957065,0.3112179815127486,0.7278990252026606,0.3320963797321147,0.08742012450235015,0.1223333866490498,0.08686146355559432,0.6658240805303849,0.5845945197263983,0.0710734219963779,0
0.4036543948145077,0.8623095873410913,0.16228412753880195,0.1281926357523728,0.7208597507442762,0.3033253783694958,0.4599452721164171,0.19158021334893438,0.8192698072303037,0.3332839992354405,0.9263666940935421,0.3826582055656079,0
0.3322705433498906,0.732137938125801,0.25666574455913316,0.2673634274242601,0.8090161796228875,0.26241888748369757,0.5417707618939079,0.457720404285052,0.11326137937797287,0.9453106931546236,0.9965090521906751,0.865221245020969,0
0.3344388908399475,0.7909318995221599,0.2813101460275488,0.15792539820128326,0.9029091985261316,0.2579536655106777,0.8650693425318383,0.42538093275909417,0.24471669935648244,0.7390066279900834,0.3273402940574077,0.45199096695284824,0
0.30316909264447417,0.64556292208138,0.23182498481666475,0.2527022646250091,0.6385812301714454,0.32679443877172054,0.8118296926543831,0.00544109259368164,0.48261569319239994,0.07261323541880316,0.939661286387556,0.30117671878070373,0
0.13721212670551028,0.8111341193403063,0.06806379402442145,0.21426267368123048,0.6341096078585623,0.34569300420179794,0.026896660254314586,0.12177455107480495,0.04276598948324639,0.8585943208531542,0.023821160553000875,0.7855654916835229,0
0.21771500700087357,0.724374517519141,0.07772321112380107,0.278498403359679,0.6914447754761595,0.2948080230791837,0.5142319863151695,0.7940738080307538,0.9893359499046074,0.9828940535166741,0.07588629729419638,0.5404389729801321,0
0.3001364394762872,0.8950545083071859,0.2119725234371853,0.4271184646147833,0.7938390999185909,0.38803160317687063,0.38454271214000335,0.21909324792966312,0.5713210898053926,0.9124264573574978,0.2627760733080202,0.09192660072301562,0
0.20769945041885265,0.7186910336948541,0.35501657259624836,0.22065755615841537,0.7014080833282298,0.2621176564733719,0.9296006038445164,0.15773771511726953,0.6739657496577485,0.4196094435131288,0.2775655218189871,0.60146765849797,0
0.22568197551848596,0.7344171717788327,0.30251974275541205,0.09220177040824984,0.8430482115189757,0.1348088278964477,0.6898721827964078,0.38723293270299464,0.7094118437115027,0.46361186023073386,0.5057005796107746,0.2952333912130025,0
0.24002492339523018,0.7623416263644998,0.4166165351322878,0.158829132202037,0.709351022052577,0.200135854491379,0.02816724278293581,0.6427468060490525,0.10847938541618718,0.7491592891575839,0.8715261324371008,0.3760943430230299,0
0.17883107653164737,0.6949838809721663,0.3286698729656802,0.20847133890180453,0.8934129613706556,0.17923737863546962,0.551317371840787,0.909380616821463,0.6209569252541635,0.4280885138902395,0.2813185113823272,0.37725253136085923,0
0.2380662790551182,0.7902207607201549,0.2454696784387617,0.2966205341102562,0.6842331343618847,0.3357729502713387,0.24180812376705896,0.0047602625514329144,0.07264662963362978,0.14229819825573475,0.03885446249189184,0.13776019139181095,0
0.2803266487823834,0.7282416835720387,0.21827798113758798,0.284685873273257,0.7611935138843408,0.37491603553671615,0.45357659813259277,0.017748122278962164,0.8042767992941071,0.6282047104369068,0.309989798319269,0.8636306264697757,0
0.24434566503533117,0.7799931259554042,0.10979276421373244,0.2982684064745677,0.775422741651394,0.3720062936269014,0.5494313489098622,0.9243993255161516,0.5703537574536182,0.7123092030296,0.860549938871768,0.7113515843273305,0
0.17538320574643154,0.8613002874956445,0.43920824093500477,0.18679198117562612,0.7668448025093468,0.1605405072718613,0.32988498791386245,0.27337111028383876,0.9899742855230518,0.9843684771545468,0.3201540819157125,0.9291528082777365,0
0.24655013495214953,0.7220957917790866,0.12395566266854444,0.06426444852352489,0.7910272595284176,0.3490085202417521,0.22569733297546857,0.2141727171392036,0.40975875823426666,0.37985760040078587,0.29818997286438076,0.10213921572492002,0
0.2299067828078447,0.6666258287931046,0.26214529484861665,0.2160979167621757,0.7294109333672387,0.18350995796744035,0.4530513409134297,0.685886577363133,0.7191901276836015,0.6655481228752327,0.04141467301261792,0.2225827227696493,0
0.29360089086174485,0.7723094836304263,0.12899310246335718,0.2901893026280391,0.7105454964198228,0.2683117356560298,0.7498824120986652,0.04345202313984575,0.899199883346018,0.3567174942228156,0.7112510041310036,0.11915056910310651,0
0.25224475036567656,0.8690801761506302,0.2845478227104358,0.3950420128835702,0.6724349753342355,0.17987203042876937,0.7845989679028129,0.8541332283144523,0.30641231724894424,0.5384193535057676,0.12308930048172828,0.22798337841119998,0
0.1799874231790236,0.7832458402134472,0.32665614886951594,0.24631669583612306,0.7554759719335692,0.25772731360361,0.22068124827561308,0.28326428035887286,0.6919751464849857,0.022470783682609796,0.4474988415918576,0.20367985294139035,0
0.24668835344736756,0.8363876660652879,0.014456337640321115,0.3728413156333612,0.7629899389558641,0.2506970071419203,0.8004483742713553,0.01970390024253199,0.011073965131573438,0.3006480632246026,0.8475342500563621,0.5873749957700014,0
0.3171393312326341,0.8034152040653528,0.19263759247692563,0.12471110077392711,0.8621529063613269,0.20628071790104138,0.6880429172405245,0.1398933397538734,0.6761527980110911,0.7390086576025694,0.8759790923883248,0.5750534056409098,0
