s0,s1,s2,s3,s4,s5,s6,d0,d1,d2,d3,d4,d5,d6,cluster
0.27072705988445084,0.7963153722321813,0.11864885477449541,0.33875950214466255,0.7138518676284646,0.2331345407044603,0.6820997417684457,0.7913169340977486,0.9622246953298094,0.7430687580571902,0.9772353048540815,0.11206143865555496,0.853323184741235,0.7894627102826133,0
0.10649759191429167,0.7665680105197907,0.33638813914721427,0.3330478518993788,0.7737173545426659,0.10346193965298922,0.7689410511111664,0.33919388803125017,0.8082799794511125,0.022314775557962907,0.38511790083994,0.2028037189024916,0.4983407191875694,0.9718969616533797,0
0.26523283281781806,0.7313078683716415,0.07589304039554107,0.3293366195180618,0.8984959772712067,0.3073029792953368,0.6596584857777092,0.9149663030004823,0.10721666359563531,0.5504004248656676,0.36223344193933593,0.2571356929181333,0.055216291565926556,0.541604500407373,0
0.21363490225656934,0.6427185447060263,0.2154018275205374,0.3399556560104173,0.6938113712262896,0.32600766679408894,0.7952639698359674,0.4137921913184456,0.8997154345726471,0.26527247371491613,0.5102816390353375,0.9458198281885092,0.44678499460706156,0.5325712612630442,0
0.12401541377681824,0.7364422583857188,0.40362187077793465,0.3155426132140232,0.7602357294951578,0.41452019376614313,0.7968905737636076,0.33687654290021807,0.1717931322421814,0.6121036258270596,0.7657834279642183,0.9846127139844869,0.7056371324832604,0.7002288564505738,0
0.30610231600934223,0.6862724334361967,0.13069088934051112,0.2510343434146274,0.7076350193221043,0.2781723112253263,0.6896820829591693,0.33199536411515285,0.5923807844201722,0.07206536109961659,0.622474724418813,0.04564055461512162,0.4550208750058551,0.634351487085525,0
0.2304473794102418,0.7121324675032936,0.23446237351000537,0.21524540364200717,0.7076608677116976,0.12210188417952114,0.736330393990445,0.9152118358103776,0.44183809029292187,0.5587160644869635,0.12904839264974266,0.6627201903186679,0.43998592751798016,0.004994783987612883,0
0.12375240493120901,0.7809063428210066,0.3249575933080084,0.21662010876295976,0.7326880883535178,0.24576615333709745,0.7361400776012436,0.0653275514018613,0.679738861497254,0.6258951176015973,0.8220004271704766,0.8582647733259342,0.2717872693383431,0.3665512990791262,0
0.23502758209222946,0.6352947981410089,0.12371931391025034,0.1555900973797138,0.8048383017044951,0.31020213007153774,0.584652409000006,0.6442340589693716,0.49125453522593754,0.3733904984088928,0.9822339922042156,0.016336595511881602,0.9633054798632117,0.05982463838476049,0
0.2518647999057749,0.6311867333291348,0.4020161391583952,0.3529740490176919,0.7672303919433575,0.23928249171793142,0.6169527343826096,0.3670469521393389,0.5451513422384281,0.6153127249055859,0.7670466866886906,0.8862213893316186,0.711763320884195,0.9865767812021855,0
0.22789919107905957,0.8637872296510503,0.31246508908785336,0.2326341640473436,0.851411295373676,0.24412765415905063,0.7489202729215105,0.6806555107281705,0.8083875340864216,0.002060644494373931,0.9240078109702109,0.8922628207505165,0.2146303553809057,0.12495318206190831,0
0.47607294161240943,0.7669908599627938,0.30008877588429944,0.22165103149669113,0.7521516588877382,0.32493763476043425,0.8011979710440335,0.07417236677081962,0.539686289436747,0.9732830904343496,0.8666009467373091,0.5874329912786537,0.5676158439969553,0.5377206163827468,0
0.25569147789947977,0.7391105343823349,0.22964250494224317,0.4227898191688112,0.7418042528288911,0.26398377785050064,0.8043206713449081,0.18201829187672447,0.4259580075731396,0.5453351367957349,0.7374806334335358,0.3963716606715332,0.7285977086702908,0.040496897534114784,0
0.18871304018186955,0.8819030387405812,0.23105590113326216,0.1370262465463916,0.7297900371596526,0.29376316256626606,0.7471740262442966,0.12274250463587755,0.49359480162313785,0.0003091976822011677,0.6037213167954985,0.3793636572821889,0.331948709232317,0.4692780308562482,0
0.23023226826652873,0.8064158306703643,0.38560433635495567,0.17865702797404492,0.8307594799489868,0.24165308551756454,0.9210696382671364,0.26977931407223366,0.8478928956785367,0.1519206187773504,0.3723361969561986,0.5407231216629884,0.15031749097149594,0.43938263528698884,0
0.33834094218396604,0.7510264482961938,0.3332773337242353,0.24933953820298146,0.5977355826802885,0.26250576649234647,0.7932042222804565,0.5884144322505405,0.865486444591152,0.708876471000161,0.06608098671238538,0.6459221441091667,0.6319139909440058,0.23885471851708728,0
0.18877820306906143,0.7982999144717068,0.19978301265654666,0.38540921011506374,0.6823421148757431,0.12572101765946114,0.8654456717066139,0.43028282874094836,0.6343803594202145,0.6872220696486683,0.5405543432695046,0.8490891949729985,0.06218086174967341,0.3931577146680313,0
0.18611296079075268,0.742451120283446,0.1825508112346329,0.15318056075006592,0.6861952062480285,0.2461234125647757,0.6118115088818312,0.39486448003276997,0.8464597426222589,0.8491572534273395,0.11041958843037192,0.93436256567354,0.8912860510878532,0.785427422020795,0
0.29876468742607576,0.8323129983826281,0.36371796718351096,0.21248953960534586,0.8107310892675125,0.31328967085533516,0.8151389608117069,0.6865065353755823,0.08154018490115067,0.6285829615498372,0.11771191645116097,0.4287174255693542,0.9056169175724339,0.00016299585822487916,0
0.24012403230143034,0.7719776209640651,0.2355604856982502,0.43207308416235113,0.8025766969049776,0.351269534700833,0.7788522871434803,0.7223203873618765,0.29066940532154284,0.9814418800944508,0.6291221045502677,0.3765304289213244,0.055545240313133015,0.4260902095577973,0
0.1454139306906354,0.6843114081095628,0.2959794956796918,0.37402644352617814,0.9171395388006677,0.29924055947976436,0.6704729129215157,0.8115024151278339,0.9327794912376446,0.7184208716025339,0.8749366003324134,0.6332908913684134,0.43947544734439903,0.6955415000664005,0
0.22774961996857088,0.721869526450307,0.12104164850649157,0.18538347279347195,0.6626057684589257,0.21596840956796642,0.7434083993871712,0.4417677303432638,0.46911592660203216,0.4476005933602778,0.7969316703339943,0.8878741275024471,0.5243318724390224,0.048646937318827965,0
0.10119963282865668,0.7974216129317837,0.21302984887844242,0.19422724704855387,0.7457246906514446,0.3118327167108889,0.7481251673641957,0.4233813260917584,0.312171316161322,0.8324312457856435,0.3003725907420359,0.6622952268490464,0.6553190057179293,0.5888790400522421,0
0.21558679374881018,0.7866782719988171,0.33267066474051094,0.32218162138410344,0.8244014285019552,0.30685871061428227,0.8831023872433524,0.7946859718281047,0.03558693579434724,0.5504176888604725,0.5945729056120738,0.45067515271771064,0.3133798463906685,0.4532345413858595,0
0.37313477684843144,0.8040433151136692,0.22490069219480152,0.3500985245509939,0.6921847603342217,0.24975331536763073,0.7387784569858796,0.15341501108122013,0.743654439751532,0.7595167227842047,0.5126791489390639,0.26425949789888736,0.6933021871714855,0.05776171019014109,0
0.23305471954704718,0.6630836161257612,0.2208793409514794,0.32678875776128924,0.8631526525311811,0.2668278460596802,0.7503390865653803,0.7644326641515031,0.23551535111957222,0.29896691324692837,0.5836448885530795,0.600456547380739,0.025889932478164956,0.6769489605490306,0
0.2693502613433219,0.7669335486641524,0.24512579939089604,0.15672659398712546,0.7236602657082621,0.1861517804789984,0.7029497875384353,0.8529290984577372,0.4072878944089494,0.5110967575889345,0.7841612031796285,0.9588271564068696,0.1936435297874448,0.243816460733021,0
0.4194937237740985,0.6852482600564082,0.30693241929465154,0.24716302149695582,0.6834844696188024,0.27488770864106016,0.7246758282992427,0.7363143048930819,0.2683005734920142,0.24059982843186722,0.9254063778302816,0.46686333590865703,0.06209960056341357,0.9346496923640885,0
0.08373592317207146,0.7043830259890734,0.26685781019043875,0.3985751070505146,0.804454310175456,0.42210138675152165,0.7080031465418787,0.21695117449840273,0.9098625920562697,0.14984563308953625,0.3129122026509856,0.46578968245639774,0.9033356455461445,0.9083165418913168,0
