s0,s1,s2,d0,d1,d2,cluster
0.6942910911032768,0.3335963648873495,0.6568115159143169,0.2576278263059604,0.45299175438753025,0.5500400387101176,0
0.7932666539239859,0.14548709785855463,0.7388191091853746,0.448689657773797,0.5890168287374171,0.26308112422266117,0
0.6552551603243691,0.2391249347444913,0.7404357515781892,0.300395033075457,0.6748337356423889,0.05881602088457183,0
0.7256941957026973,0.23359482938192974,0.7043651208862836,0.549746217495062,0.11984785961255806,0.3720283289947429,0
0.6843723642160451,0.24740057142556934,0.7469517924873178,0.7927376483239104,0.14845265003123487,0.5234147118842968,0
0.7920290233052868,0.21527848812419362,0.7425555784899172,0.7221527851553011,0.07003436884210812,0.36629461633880256,0
0.652948804267897,0.1775614942070486,0.841495243842315,0.09227427391032728,0.008896650901233483,0.28906281270117984,0
0.697939269124142,0.2786455112238958,0.749383398465481,0.5177471571557054,0.6388059605959499,0.028935085052938736,0
0.6598092877269834,0.2800295742595071,0.6862131469821711,0.283124974165336,0.023498689503186343,0.012993230067047445,0
0.7443118361201234,0.29194469369363524,0.604267471755148,0.3811729786460528,0.07683004365491175,0.5678262649542524,0
0.7653362872635329,0.3480340253126139,0.7030391488113757,0.3986417854539338,0.9050426653017866,0.6786461682580047,0
0.8519280298524785,0.17904105608287457,0.7447188435474973,0.11352954706420393,0.05174816728770526,0.08776435947364547,0
0.717626736987931,0.23128091289480118,0.8294381519770616,0.20862357776043472,0.06567305612742413,0.7369938807366527,0
0.7590522809219221,0.24573136659575154,0.7129859220492915,0.10091485713345416,0.6377491594131379,0.9901580811517285,0
0.6162653959582515,0.415539938358044,0.6647002626482826,0.28954946860131714,0.10841513560210192,0.7367454370976371,0
0.6395026882533275,0.4393386189157875,0.7513495989614247,0.4034670620105162,0.8842086604533643,0.9744293291823166,0
0.6276103511404053,0.19551861392205722,0.7554915908734656,0.5472328054383455,0.0803120314414365,0.35520612838331744,0
0.7923479360506083,0.22131880615194946,0.7250929169138701,0.9716825826579264,0.23672623246937652,0.9171809291454329,0
0.6433613404068377,0.265768442542258,0.5627330312606902,0.6706677394156914,0.7734006896687748,0.564518818377063,0
0.807485415707687,0.1951906360902641,0.7867825752696932,0.559986943168453,0.2928444940567094,0.9850326718867997,0
0.8520031879328172,0.20809951485445766,0.7420998468282097,0.16432950089142273,0.08964183833049266,0.5054458278166861,0
0.766231789507875,0.3181588477913352,0.7087235492210476,0.47239204670433743,0.3014516718255904,0.063307614370122,0
0.6880951962974314,0.2601550631271285,0.7735400532538019,0.7427018589690779,0.5230984903674356,0.5042828987738359,0
0.622157247504802,0.2894400900482682,0.7716848783537051,0.414059868958203,0.7392214927350788,0.13609481997987938,0
0.8942457571046699,0.3044234593821197,0.7113239418851799,0.702723112388796,0.0778943830010197,0.4272706665411572,0
0.7953221307568529,0.2743454307605082,0.8122583673546114,0.03914987258710101,0.90675049818792,0.17672683847089876,0
0.6539435024602128,0.24962041857975442,0.8532103916737841,0.7618224670040161,0.950087496677869,0.4915966721596666,0
0.7722592164207643,0.09861219748227443,0.7424552601136408,0.5952644134248497,0.870475035823706,0.9915257712466388,0
0.7449969982700912,0.34020596293298533,0.826957631448842,0.9386882989376112,0.1672400005202762,0.46629433563057254,0
0.7682271319560997,0.35117548837646184,0.7081709210272176,0.9645180134982682,0.8587007640056147,0.27128361590364414,0
0.7164303259941158,0.2999457824353372,0.6352329312718217,0.8061814322728938,0.908113264745369,0.6012906207240039,0
0.812649211296193,0.25011239008617825,0.7691522771478609,0.31396602116154304,0.04479443632139657,0.49054837677600716,0
0.7933990436626148,0.14499477036585068,0.704180169029073,0.17871045326052426,0.16030125698218067,0.82944637771357,0
0.7637615020246227,0.24797700525532076,0.6937141086699529,0.844380767550582,0.18762420851523376,0.7567910408673315,0
0.7690287593201414,0.3021413952330792,0.7561034259310726,0.9140499199763653,0.7893189069124597,0.27455392776500076,0
0.7819574498752472,0.3338464092593707,0.8158846950215037,0.5465771745577724,0.9732729386137329,0.2325131119567444,0
0.7995450719827515,0.34893565986034425,0.7223305687303629,0.7536819750345584,0.9376418951026213,0.6309339503395082,0
0.5996158577052901,0.3104716611413405,0.698880292215034,0.29500290454892575,0.9605914116944927,0.7201575232656339,0
0.7180274960821739,0.296148313013049,0.8084152561148045,0.02989313310946362,0.6517502236105455,0.7995464983845676,0
0.7903778557365848,0.17471341175603566,0.7931106153182249,0.49948280304865234,0.19964806305220406,0.19803733606859564,0
0.8220920980585851,0.159305808438465,0.6656093679991342,0.6339726026104906,0.9039214796630758,0.37175008864763004,0
0.7045620323684819,0.16489450645023201,0.8229138422820368,0.5466250476040408,0.37183677289699646,0.4758154949442467,0
0.7712888475374242,0.08128459552362258,0.7856144073291272,0.8805655805027542,0.09067135167476115,0.40538002489200575,0
0.7170064694659851,0.26315915725393957,0.6936656327798241,0.48896933330391146,0.5797015683329079,0.26255597183655643,0
0.7579007439205269,0.27481974590033864,0.8125557392469525,0.7661454444168968,0.23229801213088885,0.06914972413368847,0
0.8875729029596902,0.19556384211216948,0.6701231665868739,0.8188721463281728,0.03795298750606124,0.14879631066676435,0
0.7362483785701155,0.23348765913373287,0.7913808334785682,0.9400255394428121,0.0607155145717726,0.4729992708373393,0
0.8363722595155114,0.35430351831297596,0.7346896892826651,0.9315959858156255,0.3719607056652485,0.8638159743735461,0
0.8761354199956831,0.3062866642283939,0.7673760045886645,0.44953229865800826,0.12391364499374713,0.4764435156585757,0
0.7577201337511996,0.370446664598294,0.7152469911741317,0.8449485899864936,0.8716623039002785,0.9714286006112214,0
0.8112280934428197,0.38842426019080045,0.8754759363840166,0.6232049258276805,0.6435144489942265,0.7996774612938136,0
0.8302929100745361,0.31867067645519465,0.6742048562776305,0.44106062369846855,0.4960711982496683,0.39383894689598153,0
0.7080397261685133,0.46214458909309397,0.8069168013449217,0.1410607382849166,0.7712601492319668,0.7722750090585724,0
0.7870071955585191,0.3662681734889238,0.6562568093610732,0.29669213796471494,0.22387641401880376,0.7145036825346708,0
0.7691302923332104,0.28906191604385323,0.6278410303730598,0.443444790217145,0.8454775496011591,0.8203431448816735,0
0.7605544836650048,0.27652246130748015,0.6095126645514578,0.10859287790056416,0.02223904155103107,0.005458598495709621,0
0.7775178832027904,0.2765226599057746,0.6293792084754557,0.6468045512997717,0.7325889298910798,0.9871802544949009,0
0.8247572728429415,0.21367472553775685,0.7244907992585828,0.9232032201270705,0.42334958572834547,0.8159110891285581,0
0.8493523246660012,0.25597312124207644,0.8322906984139202,0.6561714866566739,0.7605626629294702,0.7544844792392698,0
0.7626137351917693,0.28702047193392427,0.8862071216059111,0.9724974368583569,0.11538266452331603,0.020789717349410264,0
0.8466752152800595,0.3234844155638066,0.8377329394688856,0.4893402470809194,0.19780152212234992,0.20114850576970678,0
0.8429644882768302,0.15458872499902337,0.8487820261420198,0.8584486643089944,0.974713830485331,0.6526051436523802,0
0.8093267685555721,0.1404937051770792,0.8025916793264929,0.3398522307530184,0.8040566652189899,0.8058259959045746,0
0.6513463251584113,0.3169993866592229,0.7462811325913257,0.3112833943792612,0.4201126363421618,0.0061317281534776225,0
0.7803017103111275,0.26361267694544066,0.6886706176126892,0.8239183535616059,0.18227789997714172,0.45631586555045667,0
0.6322851674578064,0.34956126740729326,0.6952294690323209,0.01605418934119729,0.34021159016105096,0.19393655604996352,0
0.7393966708557944,0.2067526469078326,0.7146395150227434,0.7998679257732242,0.6047866638777342,0.7639275758151067,0
0.7459020184115347,0.3305500014028568,0.7838415134834364,0.818810973794486,0.25278730100115865,0.2387635150481502,0
0.7008713770420639,0.4239663796338419,0.8364466392565082,0.9044648751610492,0.5507088208186868,0.6262893177009465,0
0.537192735285368,0.30427025769540456,0.7939667183803327,0.4591172279009078,0.6920170116804193,0.3592577964922331,0
0.8011706756314224,0.27527592329720574,0.7594499499653162,0.6895542672467886,0.7500721007693701,0.1645728860275557,0
0.6918812969689687,0.294099550988173,0.8469666856412813,0.3984248787841622,0.9161277250264055,0.10661716793574938,0
0.8103743412162847,0.3015399619268054,0.7835437281471468,0.37086503180319497,0.7219313697628089,0.0667258905625483,0
0.8361532481812386,0.24259392544657543,0.7510455366781704,0.5325984450773944,0.7397536055569846,0.7625313693405044,0
0.7912489235396133,0.2172253725817126,0.6080205462734245,0.5343678486899877,0.8949614539567021,0.40523632324202985,0
0.7475303706401434,0.17428554931317558,0.6158510277000975,0.2720888239735836,0.4288620587448999,0.27409316039463816,0
0.6882825238114196,0.2149202582191196,0.6254150484055915,0.14048034152616884,0.4540037843396362,0.8763512646119826,0
0.7982661511411261,0.26149719383709885,0.7457703899194715,0.20613749758654332,0.582163719062504,0.6686124632257476,0
0.6139900101595916,0.16837167564434596,0.7253392684350435,0.42820410775436324,0.42894882950441204,0.4898750070928526,0
0.7202000780563622,0.31513499862281263,0.7576123628738393,0.7601278936412599,0.24380566931417214,0.42723732280756777,0
0.7183072803359388,0.17422026810058144,0.7872685854814168,0.26030749352676863,0.5895692368666166,0.6373091700742167,0
