s0,s1,d0,d1,cluster
0.1738960487927732,0.8189308372181628,0.9940444994298315,0.539129727218104,0
0.32965704564128107,0.7497333006456471,0.9937597671943351,0.7422793947181064,0
0.2886108092105392,0.7394705594986843,0.6944014775376594,0.4520213086444719,0
0.2557909078058985,0.696806044543916,0.1993793658577031,0.5845988481200816,0
0.3035800578225666,0.7977074918949048,0.19929709023290865,0.015508399486171998,0
0.3321929149521966,0.84947401142556,0.30485052305588445,0.1202621260343556,0
0.3022461853590578,0.739645245025744,0.21872852929651532,0.5737963365077758,0
0.2660922841599143,0.7871200807530283,0.8731992050468859,0.3187718368221334,0
0.26501978979929575,0.7317989646050228,0.8081966652275729,0.8609428900740458,0
0.2023131001956543,0.6924222294728973,0.20325001622058592,0.40090798260417737,0
0.3646075781777606,0.7202854928557385,0.45524494697535434,0.34919873114601163,0
0.23778044513156246,0.7484056824600508,0.6818077515389996,0.9749095003503403,0
0.28121570326036244,0.7616574453346344,0.36796526945454555,0.30323710995443653,0
0.1417334109145989,0.6870782124316159,0.22467695207282024,0.9611558304312108,0
0.28478618994708704,0.8169553919245621,0.103727280245977,0.9792883338046318,0
0.2668535880260794,0.7622507287449669,0.6309069256554591,0.6217334324262623,0
0.17093282358371786,0.7905097605859938,0.7922593159192919,0.8409216474178308,0
0.23366474350513078,0.7274424698775126,0.6727546742573106,0.8500211083083729,0
0.2747881512043225,0.7793490510637157,0.534304994733264,0.47997012451013843,0
0.24673328578419185,0.7516863019570306,0.35764874675909686,0.5087895754176868,0
0.2789836318413113,0.7384498534961383,0.8025685585928118,0.7759885587983643,0
0.20711878764003694,0.7330716998328459,0.5867981593084478,0.04051969681595713,0
0.2317985532888212,0.6861013151564679,0.5643741274520689,0.53189287847631,0
0.27195523117289555,0.8215747638289854,0.09065739049591859,0.9273902355489153,0
0.21802721806584396,0.7280457888454355,0.6021480472798283,0.8902259551860368,0
0.22425069510893827,0.7165576777054532,0.8131030479721537,0.6779560062047351,0
0.1677267019437139,0.8189962031072753,0.7908464528505761,0.16118919014194522,0
0.32891388608328875,0.7570017361655664,0.3956278653033366,0.22239933720040284,0
0.24097719341829774,0.7830280151127331,0.42009975617128537,0.6577839780821988,0
0.20121105834424707,0.7962765523942374,0.9761933879203382,0.7284775546796904,0
0.35946138888620227,0.7488751604257435,0.02333889003594336,0.8612043247145758,0
0.25880551303447324,0.7730910746516014,0.0966552717578536,0.0031514706684118154,0
0.27857945888191527,0.7364946961675763,0.30931018655755527,0.9990145448071268,0
0.18932463167811814,0.8194234761543132,0.8032972980956851,0.1706992893762591,0
0.2939604907664826,0.6861267474067396,0.8002462362328624,0.5071466914318332,0
0.20729956410102712,0.7678788337428382,0.7874986741429545,0.06609976849904264,0
0.22609949807587093,0.7877861718974213,0.14210474698527498,0.6221965937120582,0
0.2668766973810867,0.6777464469034705,0.3969452442764144,0.20858653860936538,0
0.25617055603726513,0.7401305474918493,0.6443741359300926,0.5691044442277791,0
0.21432344658370306,0.7370556441099887,0.7631193336587122,0.06117955851117529,0
0.23826355913592323,0.7775404629046436,0.4837984202458834,0.20911619136172255,0
0.22798955809992255,0.6998476398689366,0.048019553013702754,0.9348140830013005,0
0.22660395214889772,0.7699906418286723,0.10897456771929492,0.13493229159211528,0
0.20604947256579353,0.7993242581705728,0.6445458193558896,0.1814095285809001,0
0.13877743947577298,0.7985607178013602,0.479201863930365,0.23578764576027988,0
0.14454653747692958,0.6695223973864962,0.9237577662721181,0.5842332139397174,0
0.2580751561934118,0.7843067912082115,0.33125141504908173,0.19932804291571005,0
0.28931765629299183,0.8023390191067806,0.05851308464510796,0.4975039485715662,0
0.26298098521234997,0.7858055655623596,0.4568644317945294,0.2898801711066745,0
0.30600575526621926,0.7245186497409761,0.2782681704548926,0.9627168803645068,0
0.2715430464884875,0.8149913217548257,0.6879092558364494,0.2862153008191979,0
0.2441671156339788,0.7455975258308615,0.07557381567542176,0.2179193606137757,0
0.2212452701660325,0.8309121077979145,0.3457809320932055,0.6641918454446707,0
0.25502446047960536,0.6651512596497561,0.3468971767351928,0.6756031667344587,0
0.13371020794966187,0.768935774199844,0.09962317553639743,0.835632727826233,0
0.31232473140946476,0.7676571562137974,0.5959863775367781,0.971424965550238,0
0.24618289415477873,0.7451150378386533,0.7768934353928578,0.34290735113335624,0
0.319503765928698,0.778381086452048,0.8489364883604644,0.1125640930056162,0
0.17683400727003154,0.6548486051103626,0.5542629641484892,0.005199954139055274,0
0.13493553913200773,0.7258511587319545,0.1348812197428616,0.29238971376303324,0
0.2032948195054328,0.8041346420636053,0.597796014976482,0.5675714353688658,0
0.265199011797055,0.7330045926053632,0.8832777515777896,0.19337796044636124,0
0.2593734475813451,0.6882441739963585,0.6807150985061973,0.2792177422719474,0
0.20869254643056603,0.7386821227638708,0.3369827343193319,0.15925343475393594,0
0.20772973006940262,0.8254879410830346,0.3208201456896823,0.49464756564278267,0
0.20298780138458758,0.6852423946171701,0.009352883687967162,0.8348750119302374,0
0.2740911179224274,0.7384565482611924,0.6492472835856382,0.34161932289098074,0
0.22410748817739273,0.6287412027496467,0.31453620711848396,0.6880617514288967,0
0.2550604455711073,0.7362139030802903,0.48825826392372684,0.7936717192453348,0
0.24590082012116252,0.7004040212000915,0.2267212696726203,0.6598917175149217,0
0.1602256518720682,0.8178810759586926,0.35519819041204004,0.2532502363995156,0
0.28330945130058977,0.7887116340244399,0.8983454372086752,0.1094135677247724,0
0.21321642274741742,0.71676478058502,0.039499709653545545,0.8319551494601084,0
0.19295086520300492,0.7127452615080377,0.638505216268245,0.6514841111890397,0
0.2758464111597505,0.788439524314652,0.7089526132748983,0.17729266229931206,0
0.23621259827628543,0.7487067524749584,0.6809751078311082,0.15595533561431274,0
0.2635840338147971,0.7129152166917895,0.765394075996371,0.5180043931825041,0
0.3440452568606482,0.8170505761068414,0.9812780750230151,0.9514494681118134,0
0.36431219289198447,0.7486995340375054,0.7136027291736188,0.869443712498199,0
0.16712977859145917,0.8232441097594899,0.7069767496251448,0.048188340168360266,0
0.18887637928256867,0.7162754329632635,0.005995887630415586,0.6059750849403281,0
0.22438448525930202,0.7619316096607925,0.5556805636293636,0.22616888029968873,0
0.34368181135976444,0.8101667425424388,0.6499678870479197,0.701491061906231,0
0.14557665767774314,0.7536388151808877,0.35712774271002423,0.8269446304350256,0
0.2596626874278644,0.7241015494603574,0.11339127852961317,0.45802455865237923,0
0.2626033806150466,0.7833919385937091,0.2692478195406435,0.8004155364859004,0
0.20746398336701055,0.6574666662472717,0.5448558217322003,0.5465685137349466,0
0.20103768466204527,0.7293345577734724,0.8748607106819223,0.4153973586847747,0
0.28616360696045784,0.6717159803343259,0.884718344448306,0.7335039013340514,0
0.3163267076701047,0.6797522491910244,0.6207936800761403,0.45024900367426335,0
0.3480089992188556,0.7278603808540121,0.9316440220919683,0.7049907037677029,0
0.40062772293500526,0.7554844945142569,0.8002951222857022,0.0807495134549796,0
0.25135448546574657,0.7544477862860385,0.879454567295409,0.7532069977880973,0
0.2830710425071764,0.7646395771478777,0.9750993985090722,0.9820692586278313,0
0.2681125229104591,0.713616412553723,0.9821307780154572,0.6784269311883884,0
0.23477015807656015,0.7240019780458969,0.9654677924166736,0.30904514490896084,0
0.20662124939656348,0.75709834021351,0.5581971607074284,0.5249582576276444,0
0.25659460632284425,0.8120199631435239,0.9364831634536095,0.7467698135690828,0
0.316764210827049,0.699477335808453,0.3043021112247807,0.07157941639141974,0
0.2973355242566821,0.7668202881866909,0.6085177669148021,0.07225569107139385,0
0.2306387611377955,0.256350595726177,0.5543382988073229,0.39191224101028443,1
0.25444369289079544,0.29446481298893656,0.3885091535075904,0.9159109982119854,1
0.2918709880151463,0.3296593873279464,0.5665334502943897,0.10039360801889863,1
0.2555805434118885,0.20342644380833666,0.3064895024633961,0.2987226003905923,1
0.21661658225538494,0.27463796762348713,0.38850891128129816,0.26552002395573293,1
0.23871232157675362,0.251189786836744,0.20565083066251955,0.475120223670476,1
0.30778278548732735,0.19581262075642322,0.15468651966226987,0.6610056297955116,1
0.12062746288476295,0.24920963799193183,0.23306007351990998,0.2197734706618557,1
0.33869026028531485,0.3169132677477501,0.09201079624041952,0.4931116770063305,1
0.27610490021127115,0.22396590420403953,0.45901691966885483,0.602090907697375,1
0.18095838192319563,0.18916894989246266,0.4247623060178971,0.38258802931269975,1
0.1664956079260848,0.32683694646600436,0.23853844991098605,0.16334968209308376,1
0.24913410444728512,0.2591695421078254,0.25259060302670633,0.026454064070308925,1
0.29671385451461796,0.18396183803956515,0.053674560725785025,0.31107479573421914,1
0.2998442338624348,0.21635726076360762,0.7553727956605804,0.18716623125611176,1
0.2397454105465392,0.3118109620457994,0.7760288655445153,0.6981821242566604,1
0.22671042762341592,0.3159614601292374,0.008692663470434736,0.705045467827181,1
0.23851487722140835,0.2744071026601401,0.8797608602684837,0.680850522127759,1
0.21377616800107072,0.2790391470965446,0.5156988825678205,0.3937850638406972,1
0.27762576393795685,0.37580344683311295,0.6462124391149345,0.9358088539068632,1
0.2999295506659847,0.2787687613558376,0.10187091833061146,0.36619364279468325,1
0.2885667735171405,0.2720648574884051,0.5504181122816694,0.23253187331983916,1
0.28305577944800164,0.37574684744403153,0.34038937489689947,0.35986056877722017,1
0.27492318262739723,0.23681388029130845,0.290078816710159,0.26075197136358375,1
0.25275793414293857,0.2516161445482461,0.7645219592801037,0.2905336511844929,1
0.3036028356861868,0.2349361431891207,0.7179893960335718,0.4164910809259954,1
