s0,s1,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,cluster
0.143998285149965,0.7995953844933974,0.5730820616902631,0.7079852435379781,0.011226336584265972,0.8339079101012927,0.9737242833270002,0.2800054034434465,0.2978323378521358,0.39089744034698304,0.2512125049983652,0.27881990840227533,0.30559832244094665,0.39551128261706703,0.6729560627494242,0.5353331451497432,0.9560205920538152,0.7433531705803718,0.687239218713103,0.7975677665739688,0.6851627591203443,0.48810249564415387,0
0.2763134036978826,0.7667006408085952,0.32772638591795134,0.38842067686280846,0.714694337619161,0.15673979315147146,0.24533741163755185,0.1382699679749908,0.29963658811920846,0.3234365124896166,0.8141588800028382,0.4027875599577646,0.6467768900620079,0.0706585937115255,0.48857651481513675,0.12024452948447606,0.39017975113943226,0.5762647642225006,0.07461201864212486,0.357120368816072,0.941509182751156,0.2008766073028867,0
0.17974647746463052,0.6950355373150451,0.2127958465231694,0.5732197884662795,0.6360603598389858,0.23126955378202907,0.9452675821670047,0.11221711370425191,0.6464533467845816,0.9246814152425823,0.4016914172455719,0.35000303946915134,0.7896918034905396,0.587047161031746,0.4579665487380067,0.8324697646848317,0.5124856784162132,0.9702224605908953,0.9006280233727652,0.2825910299154113,0.20744319181129856,0.1935415112008969,0
0.26360211359603536,0.7104746201139407,0.2413651967749627,0.9772044718898089,0.3367317988331867,0.9821239832216665,0.860513588417802,0.8717822247179341,0.4313852752263405,0.6117423200357588,0.3034823069454172,0.7516294114853298,0.85644521055172,0.7413004910371457,0.5731669646512033,0.7244953798606885,0.2711285264275589,0.33575001214707867,0.6584150400466083,0.06491171205532376,0.36641562868572286,0.9284355528795906,0
0.32842005236438265,0.767656983604574,0.13981975586942164,0.4160276938622357,0.9777918666429193,0.5918714263974116,0.959207926748243,0.8296722901497507,0.6643411833152145,0.8179013420081079,0.11081083391329849,0.797492888892688,0.644004328421774,0.6087024144996608,0.6870218526689676,0.1682049146770186,0.3595892928503093,0.6348378823355552,0.7568284901851229,0.6930508223219447,0.635938658838816,0.3370001162723645,0
0.3929331756132946,0.7307010231191507,0.3388236256265753,0.38375636182566875,0.9811545235759862,0.988243460472047,0.5725647905132111,0.7455041410681732,0.9669017070918354,0.6871410551104823,0.6908835104631692,0.420165948826562,0.6038909954624098,0.4207352412635328,0.6306735799314869,0.059913941235815726,0.44331322408778395,0.1648399597939122,0.6390301506412048,0.6634264332293731,0.5366080139469287,0.7386606635196352,0
0.15885893351451857,0.6963862673494711,0.8583854757084766,0.07623669918966125,0.3574275596319225,0.7549138068262515,0.7232180213207405,0.852084413310945,0.5498098408996916,0.9170134614559291,0.7800955640430135,0.7129293366167809,0.8984593178950641,0.1798696728073479,0.7166125556906312,0.6333175377653382,0.6521783990555383,0.4530786812464298,0.18183537407571748,0.8127109901923111,0.36829190905997045,0.6431599381707678,0
0.3235831299151858,0.6824604096864104,0.34568588353875784,0.5876860395428282,0.9567885157731191,0.31908883774230923,0.44602390354844834,0.23317189453035592,0.6066983691909482,0.42058162907659236,0.6521447415392452,0.9366235825745631,0.4235898727557882,0.6172707843141131,0.5557108351589825,0.3024902415679056,0.6941722356274517,0.9655164665409662,0.2110935045702077,0.3920778668690902,0.8395647832872539,0.1021241891501139,0
0.3721373374982503,0.7323855650757154,0.5868432345739614,0.15054344241943574,0.4907442267934131,0.9789585874876134,0.4360559648458888,0.026419294387580283,0.6878848747498464,0.915045766018653,0.44654209254478006,0.9028789610193695,0.15263875838742158,0.67146508864524,0.6823933940988286,0.7772930994651552,0.18836381068021135,0.3139300301147989,0.7467839126650161,0.6855452911645413,0.23501486762674373,0.6779583754699045,0
0.2024321673058833,0.8019787337727841,0.08486495407303418,0.17338469015281477,0.6545442993629722,0.9769765438088215,0.4983877685991813,0.690086012727397,0.8383357445995561,0.03504085828524961,0.3408260989234616,0.043830458792911586,0.7221512712072634,0.9775509884264926,0.6450330648739835,0.6756644043562567,0.7924610114875239,0.3573058732570732,0.5397270348658265,0.5656784685581585,0.5951679139147491,0.7521243204207276,0
0.2893267168233939,0.737789329357434,0.2661207605070667,0.7996659561924553,0.8232144226218651,0.17215709118614386,0.8748299206617189,0.2867903992320271,0.8617619718154788,0.9446139627694756,0.6507063943268542,0.23500164503924492,0.21376779328482653,0.9753447816315143,0.06974439660102827,0.8380217006213042,0.0019451583080285495,0.5366016039980345,0.5766792483062387,0.24712841562155186,0.8072309529080568,0.12825347297381307,0
