s0,s1,s2,s3,s4,d0,d1,d2,d3,d4,cluster
0.1694427741950098,0.7909427884394719,0.8004248117579088,0.7913714209039338,0.2795760607563869,0.3813922814164098,0.6407664025122527,0.04329986447085743,0.23239966768200637,0.664430852817878,0
0.15300920339304103,0.9333034143396512,0.711911798487596,0.8337027873957088,-0.032445018460481256,0.5653828896364531,0.6545079726138675,0.2384344748458539,0.24767515397668993,0.2802392978827607,0
0.20871536687049702,0.8796570192063701,0.8319479185356888,0.7562628725914947,0.08920508358258075,0.3158252824367175,0.10096851917044991,0.798003611522903,0.6851885291383203,0.27111714245923424,0
0.24745982206157047,0.7025740543719425,0.7844192632360868,0.6773779001730292,0.012818458630046686,0.6336170589222136,0.1652852806482572,0.9512030992416015,0.4730514694714665,0.6454520292991408,0
0.2175875880794355,0.8139374104674553,0.6733277727368423,0.8504960522471133,0.3476943344299073,0.1732757246179798,0.2976300727564761,0.6507095331643946,0.1447026092321244,0.8004834951587144,0
0.3593114950365517,0.5983791062306469,0.8617213896286026,0.7573215528762581,0.20437871733936025,0.6764313179214977,0.11352772187890592,0.9683088706312432,0.14861898715746458,0.13133890743860144,0
0.30798997921986426,0.7977305785447595,0.7107204942733548,0.6555722481973578,0.13532907745457085,0.8138974697215828,0.9355627275937207,0.2960468325812632,0.6830786643984712,0.8309312528899713,0
0.37069577450460106,0.844713288612982,0.6211165386024253,1.0218812504100205,0.34505123510420943,0.058041345821511325,0.84608135831998,0.3108676837150163,0.08609853554814184,0.6124004822565536,0
0.5518432911773801,0.6511283515108606,0.7709351514891495,0.7557790306659014,0.1392565634332108,0.9201177834363327,0.7082948367560494,0.06059389960115047,0.8773843512997386,0.685285338114592,0
-0.08125798251463423,0.7763797367436516,0.7605470408310329,0.9080554754823871,0.2751222045151776,0.0530573938182628,0.3862423768469795,0.20300381877128093,0.7435280696145502,0.9469053468216105,0
0.23210821470181647,0.4940953902871208,0.6655630560503083,0.7338675783718115,0.26118573935370837,0.2403854937585561,0.3686378929255534,0.0271626173513545,0.0468522939646443,0.27496249796086103,0
-0.06660536643525994,0.5126695443964455,0.7611752366670983,0.8753885508550356,0.18146380600865136,0.6411244028853551,0.8454210963919434,0.7402871298541246,0.748927899596264,0.6863476765171843,0
0.1837790291290828,0.6279731877727444,0.8915484483721731,0.82859176729547,0.32906575419305306,0.8982011646695216,0.6598032812437877,0.6191588169838548,0.9024478201657331,0.8206066818283565,0
0.2911923833762794,0.8422734754893877,0.961599773384616,0.6458643849974164,0.2899987540222866,0.6447237689583679,0.49973818224352395,0.9527920088105752,0.32107285223496407,0.19885890451644805,0
0.31903022020595584,0.6903649969544151,0.6992898739993526,0.778020852576168,0.23430408744686243,0.6066941235380215,0.432513792964597,0.02329530570530458,0.31628312520487556,0.41748750258016554,0
0.3531477540860199,0.8857354223323358,0.7285622168822927,0.726137809169135,0.15998918847510707,0.051059535062335515,0.5610268800917044,0.21824733200625934,0.8220497703905665,0.8009209303715599,0
0.4088916587485274,0.8882871142472293,0.8169848255455263,0.6946899223778256,0.35416438330190575,0.938226229120467,0.4154809966952211,0.527954341081928,0.7411099116923662,0.948958913734948,0
0.3721004594024886,0.7927591900760174,0.8729058626951268,0.8807875373661221,0.1318531400707604,0.5940304390057235,0.7233200664625402,0.3388579823072714,0.7523445811650571,0.09714348230651138,0
0.4387308163022531,0.6474939075524132,0.7824828651507717,0.736880570649944,0.37405939119766535,0.6771001953508894,0.27108594727893576,0.9938180658467792,0.5696711183955225,0.5620408691691815,0
0.27021602473559475,0.6860492297971595,0.5779839118552652,0.7347508772550178,0.36028562430894867,0.320613034569895,0.5323684293200401,0.08640930082641118,0.16538158240252498,0.6263707161675257,0
0.27397805862994556,0.6687051043000645,0.7056222449275462,0.7119142364354074,0.34511199862697683,0.29652760453136184,0.07565350880175625,0.8114357299088106,0.5723076649670702,0.34361076823907455,0
0.23650505022880583,0.560662244962856,0.6102591400879798,0.8383567748348368,0.1516981159297724,0.5174043966160142,0.4323608759794402,0.6835980191554335,0.06679225505226061,0.4581191707247315,0
0.14831836100043044,0.7005775023163323,0.7680591488319146,0.774221655614362,0.2843372945670915,0.7568967388099901,0.18707687437939102,0.6906417477207724,0.6731041688218996,0.4489470351835637,0
0.22183421643148277,0.9352812784937166,0.8606192085167302,0.6037205252458036,0.266520168076588,0.47383422673733677,0.3937766520478788,0.31842913785806404,0.10651754706963423,0.07027639858134238,0
0.09219987660588017,0.7527744196982755,0.7932206951636055,0.6468114725701812,0.40857121997988954,0.3602244367842451,0.3363486822401639,0.7562020786742961,0.8607043594097743,0.7134714303715315,0
0.178284565045997,0.7494235628400924,0.8823975519116054,0.8596668004910412,0.1515495226980469,0.19733066768110952,0.820368683167628,0.7522821878430007,0.10272580268167697,0.9512551415398336,0
0.25613819447855,0.8405427243651804,0.671916639055807,0.8118286288241994,0.11407364773793807,0.13156701410913518,0.5065570466117693,0.09302939102069852,0.5463725770927346,0.36016402514911894,0
0.22753081359923494,0.6807570852253974,0.8199559211730785,0.732878538609215,0.23678574970792848,0.2752611924340016,0.8321732071809191,0.8386000548306454,0.5369450861899272,0.24934249630845529,0
0.31085058400601984,0.6086480846809427,0.6327528451899992,0.581553877250852,0.13474896470095515,0.43010609779396103,0.2588060621250252,0.4364893462310263,0.3528638440112277,0.7863616393367829,0
