s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,d0,d1,d2,d3,cluster
0.3907087964122742,0.3156163366431253,0.10300310098434423,0.3091095397543815,0.23411368720462297,0.16731941729219219,0.28850413559510785,0.11697774506156414,0.284994857744431,0.10937853925560886,0.0798002881938516,0.3081389847295061,0.3187361999074489,0.31255061405076223,0.60971551404615,0.27956664598954356,0.593936994310201,0.8016946722753402,0.14657015411949392,0.0647681755210644,0
0.30568757325478935,0.25278765196615305,0.12910932784429047,0.14046532798079397,0.1957896969331921,0.11847878718874003,0.20373842987901883,0.1576164827253956,0.23165292425151013,0.28153894736667634,0.31558544703469243,0.048760676070941256,0.2440884906733206,0.3736823703754183,0.7434243452568774,0.24164184842955336,0.8331483181122556,0.7878336668053082,0.7375757486039317,0.6337263832224538,0
0.2870900288347408,0.18123389115816052,0.20522030150624196,0.10747480687011876,0.39565438624960636,0.31732419472520246,0.3141273750491951,0.22149845674483926,0.10398949123073895,0.16500872523047472,0.10634658664963687,0.08580093369929762,0.23926133508700156,0.3245890173790669,0.570752656044782,0.3360594228945728,0.9121068032409423,0.42983654873950494,0.3652211889624516,0.8687569544546473,0
0.2865031012062176,0.4479688208160325,0.2747011582616546,0.2725554552151025,0.3234499433123724,0.36846311907052864,0.3554453189912102,0.31967424682295126,0.24596445250191307,0.2900464425080145,0.22737500576132694,0.24052664867360732,0.30721791221063505,0.3120243447916151,0.7235699402347479,0.181139784071375,0.20980559522462838,0.8052953985055197,0.5407054870238384,0.6077120050222047,0
0.15457314289382484,0.2096044028035378,0.24740431257155757,0.26725854449316905,0.22881049572271964,0.34519694578825877,0.32276718058526943,0.18546517931322049,0.11932128758543983,0.07258861479893253,0.385990669673566,0.09995907134787341,0.2983421124500232,0.3525541521354916,0.7266822099478906,0.31795252358861903,0.9297589447665283,0.09468695836003005,0.21388830651110946,0.9106568851476275,0
0.336087008073004,0.2784450893091759,0.030307542424715783,0.3281035227231267,0.23930468551363293,0.1904144374038198,0.21659480482182614,0.060055630692983225,0.18910886303695837,0.24305074060374354,0.3685350656616722,0.1741422400289501,0.024418312353337773,0.17078333769790227,0.8339944562715277,0.16121927972689662,0.6932560607038047,0.204704646621219,0.9238861118600634,0.6982804826600193,0
0.1686567523214697,0.25970305999434246,0.4302038814335758,0.12346413261512479,0.10342859190265172,0.3349713225790958,0.1677228970968106,0.1494490912250552,0.220655812830387,0.13799382130104293,0.31639334098601857,0.3333511294596089,0.3107412646229732,0.20481832068699463,0.7505817916821518,0.32343614398003523,0.9268409496298476,0.2477385964508626,0.13053230915228653,0.8035406397778652,0
0.16305987489301402,0.026542018105543908,0.10295258114157191,0.3203001236870825,0.20299997081110813,0.3651649202688399,0.3472763035954015,0.30089780679746714,0.2509331400520902,0.23794072660819265,0.1366103958080813,0.08952772741113546,0.22218309364951394,0.09035871243723184,0.6987488032306618,0.2502991093723303,0.23299990050586084,0.0570967963906821,0.08701250301499408,0.2093976037063584,0
0.35133338966432737,0.09550368842619308,0.2718160463528075,0.3033922481412905,0.052828722672929485,0.22681398450320628,0.39726926086007097,0.3313353832927153,0.21325194211110612,0.2792497736480207,0.3304257152167144,0.23331909747322288,0.3445328655309148,0.31448073407854643,0.8063057192791304,0.36498407256857146,0.5824853846440525,0.13163973242171534,0.00357518633660292,0.9811819661689549,0
0.15874590553146106,0.3909147588438977,0.2247025912824311,0.2030319739228795,0.1669268042834114,0.2627247687754074,0.09315209135938582,0.32580462210865085,0.2921631669855428,0.4418440558825253,0.10082290985576078,0.3149943404526991,0.08181499598003888,0.17679631140287955,0.6243400418805374,0.1924065822529979,0.6083519053125273,0.7629303663929069,0.8516875876094971,0.4024247172827491,0
