s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,d0,d1,d2,d3,d4,d5,cluster
0.16194463660264555,0.25250736687637926,0.28976393234378256,0.2314786997353071,0.3600753518178353,0.25599338275243294,0.26395637917426584,0.30461264391912596,0.19568057628726782,0.144981904526541,0.28648949985441674,0.2388309784714606,0.2322896694931341,0.2570432610069524,0.2873318795767641,0.2554379943454338,0.27662133326231414,0.3047896866408451,0.27329080305890985,0.19475512096870579,0.7903060989455155,0.8010844047542802,0.2839904944820868,0.24742569986088525,0.21969230787423943,0.4360983118593643,0.8858584585692545,0.7192262308904903,0.6061640523923363,0.7182703422476467,0
0.23007917759637808,0.29360242776724377,0.2697808884319614,0.1610860640008266,0.1997513648553796,0.306268009926934,0.26553518142915344,0.29871731612736824,0.329506075341558,0.2449423942533618,0.2734533747370422,0.1764073444728874,0.2159013489404189,0.2269572223805314,0.28859664930289164,0.23675280016767797,0.3037845044246106,0.2551602755274351,0.25428450720477985,0.2527931796700423,0.8084824717310731,0.706263978475,0.21365915282061737,0.21465479968327414,0.5765955133317984,0.10381180517746735,0.8078263246245868,0.9267829478606988,0.1907221349456959,0.3910868328749344,0
0.3780670353579121,0.168665774628772,0.23645415176577997,0.21654926269599678,0.15743601573329158,0.30316740667639924,0.245798106102043,0.23217128312472018,0.2781415848703195,0.24062537287422386,0.2533120555520247,0.26817330540828493,0.22027599461620015,0.25991992531585556,0.1746607912770236,0.2433219322111813,0.21996174081627332,0.2935897686690553,0.23771892319695714,0.20595806305030726,0.7949133762001749,0.6953759614178352,0.33143779828810827,0.21192688797027773,0.1929735416485725,0.7331575871147441,0.8613193188825977,0.9719871009741017,0.7243571176888057,0.9321247748574472,0
0.27307529372731126,0.27154843634478765,0.18839348049764051,0.2800508163648568,0.2637145977208977,0.3287728860670563,0.3622522005819172,0.3126683536095174,0.29122352005779245,0.2919340015930867,0.2711215264342562,0.24056198320420186,0.3116153159646554,0.3088174204953084,0.2677909106520133,0.2165482240132336,0.1841485170246442,0.2727205133101697,0.26444969188470596,0.2978415271636361,0.7675583292332467,0.7587265810992314,0.23110115280536403,0.2701445724555932,0.055330700347885675,0.15421277486651197,0.8775551654696914,0.38958828849338056,0.8776027122604217,0.4810490469691425,0
0.25460390660387716,0.3546245918359999,0.22274943314961318,0.21763588682881702,0.35641661164636923,0.20159141039626732,0.2824466278874944,0.2670790132842566,0.20337690934736083,0.23319773328669352,0.1855346983371691,0.24269003222354885,0.2905794543490236,0.17339520693332605,0.2976831577197949,0.31627027323214074,0.2551429955875277,0.07955514489486318,0.22800044431100241,0.23387715934011322,0.6732323595329172,0.724680587836469,0.1976276078636576,0.2593882256338733,0.16497776195446268,0.6490129898169852,0.4165155715124854,0.6056111684322689,0.4785370788043113,0.05769198453651603,0
0.23006639278329463,0.23927532424791087,0.2599348995200909,0.18325383193408118,0.2466087052411566,0.255732790183641,0.1967035748804413,0.2702845168352802,0.261999719877332,0.2922822637442087,0.19744801004030654,0.14185450575932043,0.3190347341144697,0.27007999733395743,0.19028579526831058,0.2661350000902454,0.21800844999257668,0.2563025503947247,0.2537275400251173,0.25166231371907455,0.8249333774714687,0.7811055799481363,0.17903874507520595,0.24144896737205843,0.7773773723414988,0.20767273045740475,0.7654000298134795,0.859405711824747,0.5671880097683912,0.625542320842307,0
0.279605352957802,0.31589827856054753,0.21954779030974492,0.25206327992236693,0.33984889293922993,0.27053844281114003,0.21176003608648003,0.29891799051670165,0.21286793122936384,0.3777403251712238,0.3715411245454138,0.25411883882706565,0.25995921697343205,0.15689730913454902,0.2933530116895052,0.26353163691560977,0.23083763439045066,0.19951673695146593,0.19091247596722768,0.1944338978414655,0.7427641794078426,0.7261180938371518,0.2983022187714192,0.2568023568221559,0.47605981615111925,0.23039295724260456,0.2737066361464806,0.39498518113883396,0.7049146430696368,0.7012084740486875,0
0.3207659592697855,0.18260037676885532,0.2675478015933026,0.2647892366209267,0.25698438005249047,0.24293121071800247,0.2627892702730654,0.21045499961235337,0.31983608840603567,0.21684104870058882,0.24897327445584874,0.24701482430283292,0.2627989898185668,0.26053321964053705,0.25313919300760007,0.23511325671516886,0.1859290657365541,0.2529893362867934,0.19650780142710528,0.2781323798257348,0.7154449866365266,0.7817386938551433,0.1915055227970449,0.2307446428080479,0.7873569429789715,0.18989790674936935,0.7697143255641509,0.7640271228096728,0.17766984300541921,0.7864054996878318,0
0.17410409757847478,0.15097484794337446,0.32439917257519857,0.2779150356039257,0.22739075699535913,0.3233766099045393,0.21116792634768683,0.3421367794636448,0.20894244657076078,0.3168028800961018,0.3300367226355256,0.2126475908271549,0.3060986460195476,0.2321789945648518,0.2407614338993263,0.2032290462226135,0.27601389564451206,0.18564562831532866,0.3417113018149344,0.338905576932052,0.7113455217716842,0.6901169120935726,0.26941369449346564,0.17937866789252355,0.2519752007615669,0.19490313750905386,0.6236662329711845,0.5083299799636813,0.787040494784779,0.6041176960152093,0
0.2878767081696509,0.25606763036740837,0.22148195747982263,0.30874989793107777,0.2575080946669804,0.22311624167878694,0.29922926735528704,0.23919431847012185,0.2543899271611338,0.3142852727694416,0.29352795500466283,0.3225263746756376,0.24539498634387882,0.14418599443340346,0.29980623487324254,0.2508305272103537,0.19774224820008826,0.21107953551273345,0.2599796817620429,0.22073774795715662,0.6966825868747336,0.7901315432059016,0.2539784970090178,0.2581558245094076,0.883761106883433,0.7048505212347884,0.4824039836874062,0.22279538732945947,0.3594207988052526,0.5571601146025635,0
