s0,s1,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,cluster
0.793875019550765,0.20992427476825587,0.5937758184103353,0.9573250075757632,0.8140738837019363,0.3782879966860221,0.3625059777460633,0.1847398934815111,0.8459230221246419,0.6935111251186564,0.6425195903294342,0.1113318127673435,0.7581803315677894,0.8350840045033127,0.12918811644368056,0.6464703518247962,0.8646887510452695,0.1293335810780495,0.5756260716579241,0.05610372672211672,0.885852721184155,0.5061735425200403,0
0.7530949293892856,0.27671614708388487,0.8467501767037005,0.7773582385575525,0.60401763767907,0.21767707342822618,0.4457799911595651,0.1713417041995935,0.7118372199178735,0.5496965306374023,0.20022343275797339,0.2796630662791404,0.3160994516169219,0.6828937562969956,0.7017973015578137,0.17718507479963397,0.4023060396512589,0.5071564570451756,0.025480865498518912,0.8228378045637366,0.839485487431731,0.8220214785862135,0
0.8011916036238915,0.19896307999504598,0.7033802832814723,0.599825523021765,0.8176644251230195,0.22290833991006087,0.5088584499256226,0.605930309520861,0.6958301718895815,0.3027921021468043,0.3567744512853347,0.47605786654867577,0.08724639553539493,0.9369317949084354,0.02825628441415262,0.10722095240106544,0.2829538043329505,0.8447752487586876,0.42675156499529865,0.7066845128977838,0.008695937222408134,0.2569380636722024,0
0.8348629655413959,0.21987269895985223,0.9048585719960688,0.9350475736747248,0.07923700958665214,0.7299708897863207,0.7778806348678827,0.7275110010933958,0.21128543769758756,0.9717667464182037,0.5668878773820208,0.19055128654035425,0.7927340674474564,0.7857755203650509,0.42561010971971014,0.3967428102061573,0.6226218970020422,0.03367243595773384,0.3485011485917995,0.403390644398963,0.21021886304208492,0.29449993238658567,0
0.7509149420072867,0.2876256194449945,0.03467221058962344,0.4340843416276272,0.13394427637182937,0.6597560642707705,0.8581724666418733,0.1904802067879916,0.3884906459625225,0.8003469152287055,0.5409139066442022,0.6467340812118514,0.8159810852860805,0.8729551462404891,0.4226392812399181,0.9926197640476244,0.08278919506877003,0.7107461323058294,0.3791112568003012,0.10370113709866913,0.02112390385592,0.6921839489699704,0
0.7776608986423802,0.16276985050165538,0.4872804296023353,0.06384722150963407,0.2551446280259889,0.3749123983712289,0.5422145312530144,0.2347527237876622,0.6876218967029731,0.4618830442589619,0.3113349114735453,0.5886214624447619,0.8858656459843506,0.8477058839985508,0.5381393821983895,0.7848093014029218,0.5404121565274693,0.7022101146061787,0.6557867276845295,0.49570761136246255,0.2459544934397322,0.41177436807909373,0
0.6902531390815915,0.21970565222928937,0.47589975555469166,0.7906288932423616,0.42883485827170154,0.4526976100170087,0.7092792784036589,0.865299889481739,0.2672066521112674,0.8031430905953464,0.7626051860956335,0.7071223246539785,0.5440384626743179,0.29263536928625866,0.6082647965634368,0.6644899096339577,0.2701286757439849,0.53400925443217,0.2542718780569564,0.3772748964853232,0.9951855230071848,0.8610026251983157,0
0.7214411912627359,0.28709345144965737,0.21979202971558232,0.9665358339616608,0.754535489355463,0.3905684979353601,0.09190293699755159,0.6609767635693403,0.22513755557921622,0.551722523522504,0.3999451589169547,0.37725549608662,0.562922139064166,0.002131338728517007,0.6536190021030497,0.22210723485998862,0.3597057969514912,0.45702732906306986,0.3313943805769739,0.4331314385317455,0.8627508603283287,0.2012334078660719,0
0.8026447092445383,0.22511141733400308,0.7519504098226424,0.3930017488079208,0.801617043880416,0.0023846367711091165,0.8348196979668948,0.287454639382849,0.18131588774884866,0.7107332821398327,0.8995970278121298,0.20067243630891196,0.08434456623650055,0.05975331117509297,0.913835156388633,0.8589211590835716,0.508189724182952,0.428370288718968,0.7738754594457476,0.6410343605304571,0.5365736548326556,0.25270865102379925,0
0.8300216631946338,0.2753773112251694,0.022178655198060948,0.9874078374428887,0.6265654134126362,0.42363213349118356,0.11096753131940862,0.19653028223040037,0.34052778085608937,0.5800819259163547,0.8574293151854641,0.9213488473400978,0.8746730607476823,0.25977654214975987,0.8609275065924143,0.4103862291839985,0.6090116802459252,0.9596628837898652,0.8234603775559741,0.6509757520141377,0.980527327451372,0.7762537526416525,0
