s0,s1,s2,s3,s4,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,cluster
0.313461032536706,0.8107691251729756,0.31004575480839763,0.42243807610208,0.7341938366314144,0.1719781476379495,0.7534723485639507,0.3857281004520655,0.45043971348685985,0.847099077716469,0.29119447071502325,0.34432476415743773,0.7354078232863805,0.34424422323275095,0.9364774842244294,0.9394976022283162,0.9964194224254757,0.030605415456901763,0.5812559376127779,0.3680452983836391,0.46874997003186736,0.5749775389907745,0.12123919604285605,0.429789585536695,0.03236003666250764,0
0.391322625107979,0.7865077340574816,0.20584448744566317,0.22852816802929748,0.6533138605062422,0.8460268291578998,0.6570224478978877,0.4534248284578153,0.8234633083293726,0.45009346960660945,0.6779594805940269,0.2681266027503293,0.5725080048103456,0.36909722748914864,0.020853496202039024,0.7040208843097677,0.567199557474354,0.3562676362218845,0.4224581203536697,0.01814304258523647,0.06660217794714307,0.03666177327447384,0.684261769378254,0.7043447397579373,0.8061508207803025,0
0.18949401432063678,0.836335593031349,0.2471647487561173,0.23337335326190659,0.5375392177869295,0.6721106331604925,0.2708099591028146,0.15423924411050038,0.7428784830646568,0.09858038117949175,0.17875803629106235,0.8714639790474571,0.7529973090527948,0.744526356696459,0.5482288600569326,0.8308301148669033,0.6000823231931589,0.7671984286769249,0.2293167465447743,0.7041642278665884,0.8378148304928704,0.47792077527859844,0.036353498357048375,0.7025984642898645,0.11484423686597567,0
0.1805432652100898,0.6629680518833154,0.26495866047949274,0.017181329202843265,0.6359030787208264,0.39092373501832234,0.8239710758595221,0.20309884946327272,0.7127594855171802,0.46110893327390223,0.5763613557294367,0.45823671470993554,0.883145959274724,0.8851855414633929,0.7951046649029536,0.9781325023749708,0.44843123112118966,0.9862116320383503,0.568125842718192,0.1613483892707558,0.23519300979717872,0.9498345045446948,0.9993448006553941,0.8251657918019134,0.1870864045423657,0
0.19070797320598623,0.9203940830055348,0.30203569233732813,0.32159304228686303,0.5840588350575855,0.34766039476120214,0.24811135103128046,0.012673192284993084,0.45709272828064085,0.22692860555544947,0.09357404763579058,0.8545836444028557,0.04663268446851854,0.6597212658857672,0.9547828546320112,0.91376205247304,0.4642671694346203,0.20485538091485478,0.677223333846769,0.21845211597695757,0.5225281839546182,0.9083721824134523,0.28547223144711487,0.3826104793098273,0.480096180085553,0
0.20186488059166782,0.7042116115103091,0.27103240127770495,0.2428826984015124,0.8176074689700736,0.8117888409260713,0.9846752085281034,0.9819673068245625,0.9637866417744456,0.5501323948479968,0.7818022495291794,0.06205828912039135,0.5666931217352554,0.9670620101254982,0.38550479979481345,0.24907331269404165,0.9391510332395091,0.12703413603468716,0.9870796959707839,0.9640596111691552,0.45115279019949406,0.3107221175575442,0.931934666771222,0.8357118634252607,0.26099601871761713,0
0.2522549884507535,0.7551005340564013,0.3902838778497887,0.42503194228148666,0.7397404436088264,0.3971299500252101,0.9488706026180875,0.20295653410682257,0.8915367519836406,0.4366521074345775,0.40344049376544644,0.05394271040909182,0.328052331404601,0.5333823895090901,0.6309100609061831,0.09053294952580637,0.1313661734032422,0.8487370255052026,0.5384859916457619,0.6641853906215167,0.31730623145623893,0.11759417763672897,0.4853499682088055,0.17493283042679453,0.09399377864779135,0
0.20627507397408093,0.8180191127142147,0.321768200249415,0.37305361388299074,0.6107072593681875,0.004774044941083355,0.2876253746900813,0.4830085707255378,0.5316041420559332,0.6013919994167415,0.6266324518731696,0.1431639221222265,0.4044092789230229,0.338865604476294,0.4548575730295963,0.5095268582203191,0.6610797334261814,0.5387618023464037,0.6660415913560721,0.2225133206549097,0.8245327387677929,0.6619568901577503,0.4809509188943786,0.5320684777124336,0.9197748241382282,0
0.23389945214923585,0.8195603818791252,0.42184182267676695,0.21262415605039717,0.7267890085571359,0.47304232425472115,0.7816503585773951,0.852919219390541,0.4630921799507086,0.7286674813155992,0.01762522798091115,0.5423619746627705,0.43579692911618995,0.409248925967983,0.2622846955376438,0.8076446876600039,0.8785113015748092,0.829792026324543,0.27724976532126744,0.5678899986930368,0.39507069322219945,0.9662201565911096,0.015826185425040218,0.3002400268923825,0.43527672927085725,0
0.214570362322056,0.8556022938058316,0.2973818397162776,0.259959057579494,0.7462953686756254,0.317450010908241,0.6144786030503491,0.40640171039043194,0.6930664204221351,0.25044286952857053,0.0626930141317269,0.259826415707921,0.3677877682032652,0.7979792380042178,0.6583585998682191,0.40348157893937175,0.1976782631257361,0.8360069463708883,0.5675361085240678,0.9843146027271698,0.5767472778498067,0.15405063259705953,0.743115835320201,0.36756143751921333,0.15415429227952904,0
0.21280226277013053,0.6355701703314324,0.405517718738415,0.25664912003789103,0.718299239832724,0.6276831871153161,0.19081218150613166,0.435726127590223,0.9826620287733013,0.2778219358924483,0.62399110848089,0.5013744056901828,0.813040406884528,0.9512178095510363,0.9389790442196052,0.13152086387285644,0.9979586505263351,0.18159341054092282,0.8791397500227233,0.11225983491157432,0.962495500137095,0.5960669495778091,0.45013227295850866,0.5483429419861012,0.9748676673632881,0
0.14744474559259563,0.7865334829633732,0.12984296300872,0.2738118994628136,0.9693538580273056,0.9768857746933282,0.05599168466655824,0.15331961824286577,0.8607079446523075,0.0013344999469007135,0.46684380114833124,0.8154573886842194,0.447198739708469,0.4626066014360204,0.3646370168035281,0.5091962223774248,0.7006864613023805,0.3918062144750877,0.3397270262589255,0.9748084014354569,0.8221964840341613,0.01634968560390626,0.9303164189556706,0.28011787279151146,0.12524944391388193,0
0.32073135444437617,0.7549946331332763,0.15829232613794098,0.11824684455390286,0.7807045095855202,0.27419695272187516,0.9493618126007054,0.7403716970530307,0.4927423933145786,0.6889829653837584,0.7071916439059623,0.4009272149790878,0.0299602955784829,0.4619318259718329,0.598796068483757,0.9134758067843725,0.9121623265133489,0.28957463497614744,0.9560406061809086,0.517661671018366,0.263735218129609,0.27051407273858996,0.8104477015565815,0.6885556884526945,0.9737757232703166,0
0.28084876717144636,0.954555767873082,0.18201592886895285,0.34570628451552504,0.7386986219400893,0.8659494606283868,0.8355040471944073,0.03521198906236134,0.7911351373347427,0.9451256396839035,0.8757905200641313,0.3414087498250651,0.5623950951052316,0.3139294899681331,0.01743553811334264,0.6659861929735114,0.36593407014005186,0.45045995918035375,0.020086257779241223,0.47981917003575736,0.5517082822984666,0.3151743889282209,0.7344926380895097,0.3119692806136246,0.5510861653521554,0
0.2749653098844129,0.7136358239767838,0.12135740826465571,0.20620435894822278,0.6324901430614615,0.11538056866551005,0.06546187208116461,0.16049397810753263,0.5843524964207129,0.6930545177499627,0.8750629760362235,0.6012333340719207,0.41816405917961963,0.40022790162898825,0.18818035227005236,0.1504003402791596,0.14585987440482162,0.3930036678304041,0.7507990860717938,0.3493799754187512,0.6595542271412516,0.8648106210030452,0.20117282391514535,0.43805575143178366,0.9664846345921453,0
0.3267676460763939,0.6673526451842684,0.12725665310711076,0.2512968837240539,0.8517453335915616,0.08489415193083694,0.4874302749333089,0.9228851436626698,0.5254445019951376,0.6439404299133478,0.6073383171533843,0.2329942088634377,0.8603436330545078,0.6421091991335792,0.4416145613429149,0.5198379534902471,0.42933135008070067,0.14605709470956385,0.6310642970874711,0.024673272541161806,0.9147484083686013,0.0010636089624029843,0.4062154927819861,0.6373028342414477,0.7236736483390243,0
0.1388328783967548,0.7887176435479883,0.1964511125077809,0.13634159670555857,0.7915006041404747,0.1462598231623159,0.8279433945420368,0.5391308455551358,0.9032773316454197,0.3663378086193477,0.7855578811169028,0.9534600702093604,0.7983235099135874,0.9007404324819209,0.37549223276669064,0.18959496591399316,0.8605265702135426,0.9559185256391158,0.6699862317740573,0.9539888913388062,0.388762038418232,0.4677167007831651,0.15358883138830592,0.47260948961516147,0.532085200086124,0
0.17377928480294688,0.5420454720380483,0.2552029663137976,0.27232098051936876,0.7117017262859807,0.03975883689909465,0.4096051780022728,0.5502785045509799,0.4465601792595022,0.7594496147838059,0.4364203360494424,0.4645785358013067,0.3927073828653608,0.0941438900020154,0.418744853610425,0.8081579041281897,0.16926617432764535,0.6420549738488092,0.11054616849881871,0.534015618591846,0.7487386773659321,0.8469431516556629,0.6353929841175069,0.30884137194508676,0.5298297796552486,0
0.21259706900938816,0.7740975571625558,0.24434891964065766,0.1359767823928405,0.8595370894004157,0.5870312515751863,0.4520719965881247,0.6360466466707323,0.0540329628622539,0.6333249869864799,0.1848819752316626,0.12329420412172243,0.7015698120384418,0.09546332103517352,0.08080502233119236,0.4813290863230313,0.34561625581906175,0.880626036365179,0.7850555567516735,0.9805358800850126,0.18938622592881427,0.8173522756478757,0.7217090788699172,0.5292743931933626,0.4189128725663618,0
0.3438492605458116,0.5901464859442445,0.3203110207653119,0.02571514137113179,0.6966060925008337,0.2433900872609166,0.7331472555069338,0.11081971052724249,0.07441171454001771,0.009130625939370196,0.3211931664585034,0.2507974676970304,0.6972723315887863,0.9051396231041472,0.8010756674276782,0.010450351971225569,0.6762954817654121,0.2104852746760415,0.7779491984499718,0.8818043577782098,0.7401902720189946,0.1022458359836802,0.6227906949021629,0.34283127119634427,0.9392429246080284,0
0.3443553515085759,0.7423414500032943,0.2873785497628378,0.20375955910479204,0.5176762531569382,0.24751177104709454,0.7919263256324693,0.3273097153047214,0.5210135661657008,0.15647864110912357,0.30372757777154713,0.6359140292032471,0.1684161682019144,0.7279905742873372,0.5060525404428898,0.5613318752386511,0.7534030598646779,0.25067254373998726,0.8823613497458027,0.30576180100758854,0.8806422455272745,0.349561125349234,0.01588740086311402,0.931137030539218,0.6379688405107373,0
