s0,s1,s2,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23,d24,d25,d26,d27,d28,d29,cluster
0.7907745681523088,0.2968739501052988,0.2870987455202376,0.44234396785675545,0.33623993034629884,0.6848884128114716,0.24110576797717254,0.9379106316299024,0.09069039625628883,0.3435968248273893,0.6191715350554411,0.12040659646392093,0.8182336877139842,0.9588957452337358,0.7187619811469471,0.5194908467924816,0.6749550172026509,0.4241687739756187,0.01460284240985954,0.3723596397874427,0.8191820174358164,0.8765229543483671,0.2267118020596004,0.7571854618481976,0.46167391393974766,0.324994707018595,0.8862837657572222,0.5348680025557329,0.8922735774675475,0.5433646425747317,0.0027913329282243105,0.18983013334689514,0.554132182742178,0
0.7944312294165062,0.15228455761082824,0.005707954082144973,0.42930757237403916,0.6853416743249259,0.6290395295723132,0.6001570573554351,0.8101239177099058,0.45892460319722506,0.09128065674721819,0.9954227443616498,0.8774148127387214,0.8996589618305965,0.29161861004966116,0.5641366582887042,0.2612190350170477,0.40689242942603376,0.1604258818008122,0.8242663711146853,0.9567230698838015,0.8158004996996351,0.7479302316206609,0.1923416945594375,0.47828949221044703,0.7249913785564867,0.4226534069468161,0.945798660754929,0.6398124649657364,0.39388981955586344,0.05325024957559843,0.7667145546576023,0.9728763614997121,0.25446918642053273,0
0.776572857673552,0.24819193562513972,0.12444296819886208,0.3368070622260989,0.5756957024746724,0.49826388504074615,0.4311312474657908,0.1918246630426924,0.8287282551153402,0.5861607687524908,0.027561067006950712,0.9196757173955397,0.6241789812047254,0.6391437175199202,0.49332469186845185,0.6081342119062397,0.5256082493983493,0.6705231334087748,0.5415055081272284,0.7061774958928181,0.45857666297673005,0.005307017857663521,0.3132356159564422,0.2161728162600638,0.08808510543421022,0.95855095032431,0.8382291971584536,0.5806620056006194,0.2820345968091199,0.9611088269554586,0.6666083658723423,0.5868586290776232,0.6787084715978422,0
0.6979946036656678,0.2530311475067249,0.15733618886969697,0.5688795989488273,0.3894037574942505,0.9446980669868839,0.29386386383457286,0.04550272469725414,0.38817863747859593,0.878395602929574,0.6954432525751226,0.630830002213676,0.2126044289667871,0.8298279249630982,0.8748124954106216,0.3685746806912953,0.5177039027321402,0.5933216171681504,0.051371031378346976,0.05885445320439331,0.21437312888189597,0.4372633876130375,0.6783056813321611,0.2048356514356613,0.6082681913211978,0.5727356454551971,0.13363856051572665,0.7013375763849884,0.6169442827665634,0.05558351169225251,0.8340951716797171,0.060437173460437976,0.06590545822288352,0
0.8423913889380273,0.13262067066940814,0.2978865673407929,0.5369539315062897,0.2729695274062347,0.10486033178173548,0.5099124970011836,0.20003776966945708,0.16673706236624342,0.5302162730410863,0.3718540095629582,0.3281048689384396,0.4981985476748302,0.43781581529560853,0.6357315227361245,0.4168448040150239,0.8767893070733832,0.9930929945768479,0.39030959749854455,0.36429939499813546,0.6407248463945944,0.08903507316429571,0.21038494372867655,0.4890401502684756,0.732586950543157,0.4774413323049552,0.48573365035466876,0.2249318709013175,0.9295145938161459,0.10614502098942158,0.20489918743094115,0.8866072254677779,0.19023787320151764,0
0.7426500328009912,0.11174533183412735,0.24835408557765787,0.5533439143095853,0.11156946432013726,0.16085368369006015,0.6165152299963249,0.16722908907054113,0.3877757577951966,0.0990362884074718,0.7605530814771677,0.7632261910697338,0.40852953169203854,0.3477900528957283,0.005022950107566371,0.7060183082779931,0.1023293707815287,0.5188743523908852,0.9066896974140763,0.5839256526494744,0.6858760594570584,0.42296719659273563,0.6487034563191006,0.2396285137881925,0.5663439406700174,0.3741216484425931,0.32431436929132806,0.708339825204702,0.9332455790368963,0.2688234040421831,0.31992514990174437,0.908157117674109,0.2066219694623822,0
0.6409857846065132,0.19333153484444301,0.33759350632931606,0.17186211662749473,0.2036343583173994,0.3962119995175982,0.4671581818841216,0.214673753277557,0.38160499537290427,0.11079134542754421,0.7532779655726481,0.5250849586912342,0.052436835317781316,0.6447393678192045,0.778055748261556,0.5734453686276932,0.2619014956489152,0.7062657109625539,0.08277343787665625,0.9398404479719975,0.09833265071378539,0.9683149614442748,0.9284482827025907,0.3868670974040589,0.9260689769854554,0.6590207737054673,0.5469571267740664,0.9232009858526317,0.954970491839373,0.48862502351170123,0.7802118298354073,0.535369134425727,0.15947260329997714,0
0.8307754634696751,0.25148211634927914,0.20842799414137622,0.9423755406349856,0.22531283272944702,0.5726659958454394,0.4374794919251367,0.5808908568217036,0.7123247002513304,0.4746862612567896,0.2305849671867628,0.9833168245597221,0.9492377804470117,0.7412553241022554,0.513058570182514,0.12507930479262097,0.5981411635394804,0.6297707400565459,0.7311111322280018,0.024536346183468782,0.2502862119430227,0.5547570490862425,0.3340076732524391,0.75868603761847,0.9641641363032774,0.5597278322287629,0.5634159999649871,0.9446534001918889,0.6710645279433021,0.6930290702247345,0.013063168183425122,0.07759448706865402,0.5722015946946448,0
0.7769107697733286,0.07419458827017278,0.37366327751452816,0.4431244825765932,0.5106529862424493,0.3313662726575557,0.5635262110368189,0.32319810657906545,0.31492831636360796,0.08041572987217949,0.5081648688824303,0.4861862835240538,0.9118976929458331,0.6441860922059212,0.8140983209509431,0.23684925329068518,0.3463045889629359,0.0007479669803336364,0.1081666137479701,0.350353373464363,0.9701275796839066,0.8679622170956416,0.2989040730830702,0.187597822338893,0.44065445410962967,0.8969351771415918,0.8918496323755208,0.6935945267332458,0.7105270677520782,0.9062989549709073,0.6855457491530887,0.754533992038115,0.3144591797391685,0
0.6399366022366646,0.3500080186406561,0.29703927516937334,0.2510946009947217,0.6683563033898539,0.6847140737216566,0.5098438667910177,0.5398378615842838,0.25599508816510297,0.3731438308441617,0.1813569071690171,0.9417789970060798,0.9642527494412199,0.6854992840955392,0.4062243381678545,0.7098419686164511,0.5215129776518473,0.8461775767051685,0.10516407925862725,0.18476520187535372,0.5930849523938262,0.4589243455673019,0.28117679129951256,0.35594425723497747,0.22688488500118598,0.6935490819040866,0.6537898526801682,0.9475103087918423,0.39527564344140076,0.6825436515572304,0.8058308406489867,0.9281264205971761,0.8144927122074346,0
0.8517425250702904,0.18308876276947667,0.2604060262521449,0.9023535535468975,0.06968939036086963,0.4135976227118294,0.9385686526515845,0.33003460809587926,0.2461948618270764,0.008237861052234785,0.8896909148483865,0.8871023928723766,0.24667826591183195,0.13870402599845866,0.4081143493132522,0.13557435669803686,0.7813447214016774,0.9381293627569203,0.8725550014775949,0.7010567184641779,0.5584532856684711,0.17419891524734532,0.5345910772588651,0.0448680124157681,0.5818164025207363,0.2888991692610722,0.760230297932451,0.8061753083789818,0.10352958743873963,0.8005501667885774,0.7266359276387624,0.5691379209461669,0.1574895384055074,0
0.6443044931698735,0.28319919680823014,0.22819769806043627,0.9228072493735806,0.7242607071385696,0.22352471224675707,0.8270626900007519,0.7927868496878686,0.3708618914082241,0.38853976046151006,0.8412562937127286,0.2285008579698793,0.30678262908020615,0.10096219043412791,0.04248216062362087,0.02560618792861935,0.6228982145154397,0.9116850568148288,0.1736534083116119,0.8084914642919429,0.14631416284025356,0.562748223736298,0.5546005932144197,0.6283536302260825,0.09587407761326094,0.9489054104267075,0.4601723285986885,0.8805845454616568,0.5590423339370805,0.6892313408326005,0.554330856884595,0.6723484593530173,0.06649613116551945,0
0.765894622732937,0.2850124441830073,0.25326838703130083,0.9264412492297891,0.7347069123268035,0.5420672545370603,0.3977573767521302,0.7711909818660295,0.9234670134585753,0.2542872963157372,0.13042473308202185,0.9683913323614259,0.8512349081410582,0.9331051554230623,0.6487510321010876,0.6047429540204433,0.8367405802998705,0.3071669269910494,0.7298740423312015,0.6425044843895644,0.4307662537209216,0.9644074777530256,0.8999496489704726,0.9808174320690047,0.3523944548272764,0.718292749487395,0.6636396143098563,0.041989365222502295,0.7826580651221662,0.6408886566530366,0.0647298624132161,0.6923986013588378,0.5276580778371164,0
0.5894048646921737,0.3697593524847961,0.4205772528338538,0.03021149161512371,0.5846460362124022,0.8613030366441902,0.019450356479399744,0.16574963831176348,0.7438619159753959,0.9671050270223803,0.6109162088921669,0.8798450036116302,0.15325285569343572,0.7852110803512549,0.757965895359367,0.7262086983099811,0.33690178499085777,0.1767630260709191,0.7838640123994826,0.0953102710678323,0.1703374742791708,0.57823610325714,0.9358445554947337,0.13114506348704913,0.9369208264502579,0.9402007367144516,0.15459025954412964,0.5496042531784254,0.4014970250563329,0.8916639650657394,0.6723589441589695,0.254824922089413,0.40821463433207406,0
0.8175617662856376,0.2876264923278109,0.3097260824720767,0.9919507808513889,0.5569930346731484,0.6131195783106054,0.6679206264730897,0.1256606001443321,0.9061888114162467,0.047113504316926735,0.32096771168073324,0.746537759014294,0.5571199380528825,0.8810802352111078,0.8180459634652063,0.8474437740524491,0.29873861783509936,0.4281353640515012,0.19761192170030406,0.9997776148503505,0.42599491138602164,0.5984439989078391,0.27925371664998144,0.7787115785571781,0.49110354335868445,0.33036795033584376,0.8970722822983844,0.029716727571972523,0.9530073899469731,0.43274461350768156,0.8377656620556794,0.5392541931466949,0.03377394569138947,0
0.672253877877938,0.29913443974444365,0.37817547492759807,0.2776063017689201,0.46893454679786706,0.6421366984866785,0.138466777846196,0.4848985650939994,0.5146272385333381,0.11493096135752756,0.06135016804278204,0.29201986280673176,0.27668707728568365,0.33492874326928224,0.3855289831580364,0.44486836330504764,0.5687432741629048,0.7797368938611243,0.3361981950913827,0.7021611909623069,0.0024610133381159915,0.823484626565087,0.5170551702634834,0.6994002622342855,0.08688140927349763,0.011303558666418634,0.32053538196966846,0.5774555552061658,0.16434012144054633,0.805822830872979,0.44932830143389835,0.07879229692913592,0.8383474697152495,0
0.7643079017175519,0.21788089105526784,0.18095721252378139,0.1785266153437448,0.1946420586507709,0.6948744630743389,0.8250400726707923,0.2155711664696982,0.9585128472235718,0.37763936610952453,0.6399986747215877,0.37877781109233877,0.05020063399153796,0.40466522405738026,0.08117416749581519,0.6644061288059797,0.5966997154394689,0.21283875944795883,0.42491739560024866,0.535910171998134,0.6987542006769396,0.7709038493700092,0.22142693633122712,0.29917517900658464,0.9882001151570268,0.23984656049473885,0.42267161108903595,0.5073200582580001,0.5528389010452152,0.19958816088042675,0.7642958388019331,0.2260474680222967,0.8635296315062175,0
0.8046400861637238,0.30406187435982107,0.15838387513796331,0.6951637635808695,0.5038303511181146,0.574701135026169,0.3235105215616516,0.7824326518484831,0.40677940614967434,0.07633934006331033,0.5335353109255613,0.6288758520676981,0.5066452168355647,0.6532252252391864,0.14796263992244274,0.50733997565215,0.8269993144185807,0.17478908066427679,0.8988203994069947,0.47928996256316925,0.7171757520556927,0.8127038036860518,0.2023917929939344,0.3047409204482282,0.8114062412607803,0.7379583160023683,0.23240905312287174,0.5739201286265648,0.13056935261579783,0.45003848014418146,0.7616821056867132,0.1523027032622012,0.7141037308226604,0
0.8862965328467389,0.34150294147797217,0.3165774578238897,0.3857682520486261,0.4685578667969942,0.13284477534369388,0.5226033048839469,0.8654240582718409,0.6387084331330407,0.9275994171277062,0.4911322765058336,0.40176349078347406,0.6587734852487697,0.07787258313646206,0.46408812622889484,0.9864303886675679,0.19244239793555518,0.2952015828405389,0.6877109319394779,0.7748542439049526,0.6037931390486931,0.40608992363503205,0.7147149585199943,0.3578178328615096,0.714674440546315,0.5632637949115277,0.8221981954606415,0.580578146016025,0.721877649374345,0.8928124686075455,0.183711825149651,0.4640942195963257,0.02554556409382458,0
0.7739370042573589,0.18122666066432253,0.22735739101428926,0.299598533791126,0.6308543158381075,0.18560037026149567,0.7393074225034674,0.48141005200821263,0.7198745221853123,0.6873394950166294,0.8950461149811099,0.9603946238415212,0.06234502798855146,0.9711062668637036,0.4075113696021433,0.38841009596157716,0.6072921900012264,0.21745288603055557,0.5980679783803018,0.6634553392188445,0.36744168787379505,0.842080256866605,0.2419970721466702,0.8347416925056904,0.6993203383909269,0.8196029421461318,0.7150372773850241,0.9911503098697735,0.2673635102992613,0.9704692392802895,0.3282070889583397,0.3297596896810294,0.3440729113210753,0
0.7120475509825531,0.06930629930396037,0.3166509920895734,0.053723767502433906,0.9992040297452832,0.06275658635544457,0.5115149599942084,0.45387684154316754,0.9775512616790497,0.5608679175575574,0.9911771862065457,0.48096594077375254,0.43122826451861074,0.991228849714383,0.9853225293094295,0.5469142689536816,0.8979863768784189,0.38852928890588256,0.8020656175558691,0.1496192538589648,0.12822812148640161,0.8136690159931855,0.8742139637162294,0.8976086962298546,0.3003222900402994,0.7771834370021812,0.5544079066760621,0.5931899421924824,0.1400254803710872,0.1643360208504726,0.3037563700331094,0.05514843506824718,0.24251402157132174,0
0.9028966853394108,0.4451961911042488,0.15327146733415414,0.6217431990604912,0.5558061282912677,0.22701179343280897,0.5256291141705945,0.5010915910843001,0.2347788675025877,0.2661464201351258,0.786151263404078,0.08384889912764748,0.15902834146209277,0.21401406179816507,0.26124841304812296,0.8320843008902492,0.9399467742094435,0.8850536933212583,0.7016152673879367,0.5394943249069498,0.3449972700098043,0.6636245173042168,0.7540359003299207,0.7900438433554121,0.7318919668291475,0.24903266750150654,0.9259990703360934,0.77812928425953,0.6188865504862469,0.47642342131814386,0.10312190110765573,0.797265164391699,0.09205078704038627,0
0.6185334615478165,0.22381548625713976,0.03584721379009606,0.4758814407704076,0.7440928002489937,0.47023364642521426,0.5581401553588397,0.9645092575570137,0.08462292864775223,0.4227986320101901,0.5953474693377745,0.35249922525575594,0.9561548327113274,0.7767811785483678,0.017124528111502668,0.9756047778229483,0.34443331517067965,0.5121926212404123,0.23093588262091724,0.40731079196244036,0.42092948270149166,0.5164466891768154,0.3897239922456145,0.683407692624095,0.2365229048539096,0.42380160044966686,0.16977999438545688,0.4625126165214348,0.43016957520972354,0.573209103621771,0.39150276624091873,0.8359645118561941,0.36757669197920506,0
0.5680491835264401,0.20777796201374685,0.22727443081793947,0.2664028076647006,0.08032936378170663,0.7084208194166436,0.7593061231628122,0.8177620613379004,0.5795177673860683,0.6840713643622508,0.8733639525563378,0.2630337735870756,0.1866811551770402,0.15224427407137586,0.5826931232648666,0.219418622911857,0.19252783266226192,0.48879280270489367,0.24768418189139696,0.9793299452704164,0.4797124086064104,0.27911249830297435,0.05352277424291141,0.38538106011433504,0.7211533097839943,0.3949201090716079,0.1884047063543829,0.2150365486857687,0.10277406822587076,0.15638006344210365,0.6441656184147658,0.13587235665983544,0.329818712291166,0
0.8521307554284155,0.3701681689666271,0.4314269845169089,0.8326877647511813,0.40346857464598307,0.235887605228689,0.7229778597108945,0.6654478374140773,0.6937493526224598,0.37504593756692006,0.3088802484935005,0.2208320709349212,0.022747977634628547,0.9833918117061392,0.41405927831853395,0.9613634472391411,0.5686695635346788,0.22356911818135905,0.8101331142695246,0.8176839122348953,0.498734485369566,0.669841016901209,0.9526111720167216,0.079263798799453,0.3092889071451721,0.8076826497882837,0.40651607022331593,0.6732928787429848,0.6112258113293866,0.7767292893606599,0.8787034583874298,0.4414321001778113,0.42478015468245234,0
0.8690565949354097,0.4796835782727972,0.3704902524944009,0.5322484842179767,0.5720643922851253,0.3896390836605561,0.2924543969974066,0.4541139050284393,0.9259423425287806,0.8131827416159272,0.03651759762902074,0.8589701379102556,0.34311881855912163,0.9162040370585142,0.4353378546716641,0.43885785637083974,0.23603382787435967,0.09233054938689778,0.5753970881077254,0.9319180856024586,0.0015372151437728077,0.9553327619417652,0.7322489359156165,0.6016264261245332,0.3520838417252379,0.6540862480288477,0.35212850288393005,0.9758531074720003,0.9135213170740833,0.20036710768933397,0.6331748438597822,0.7151265626191805,0.8068154809222963,0
0.8049241487452823,0.19040164248770647,0.3065631383916195,0.6774842532621085,0.35586083282326,0.29554465665200425,0.7868505413672574,0.5215071743274043,0.20053332355504427,0.8312558916089204,0.797192336683708,0.05430931179342979,0.1250075001333113,0.4099177025709465,0.14770221258028948,0.09513828035569549,0.31223438763511413,0.9394056526091625,0.8606286067632298,0.7586781704561703,0.2647012139964633,0.21304617210758536,0.41523594588708157,0.930794886263009,0.061377991284513045,0.06725714593123544,0.4108627794397045,0.20467659520047865,0.7123591539901758,0.24189910397344394,0.016888433132435487,0.2941374517799572,0.6391499909697462,0
0.6571673561172333,0.28260783592864913,0.28840979684990387,0.3447739163797353,0.0068161088572566975,0.3355706005282584,0.3952023753245918,0.9123841933182834,0.843157146853518,0.2309241719113858,0.2516531356173891,0.5692876268780191,0.7218667212732974,0.8958858510572396,0.24339677670956528,0.7897805600104787,0.8119991099768923,0.1282346754505609,0.6168765348654104,0.1952955114625453,0.1043413653248646,0.5385356869789752,0.43590745568493117,0.8361156178259291,0.51451509053761,0.5541599932413325,0.6820112890560537,0.1239968810234161,0.5347633483198848,0.7471186283323977,0.25626912817069014,0.34512982822066807,0.6296295603312636,0
0.7114258894878818,0.18512063983896726,0.4580778151700037,0.8812637401753982,0.6830539840221814,0.672833328211633,0.6505835971361925,0.85650655279334,0.6503287174607862,0.5585684278432368,0.1147659701463205,0.5221869501868606,0.4057844559303987,0.010874469045301205,0.5238922673806223,0.9582030272095324,0.6314884058916292,0.9357422667733841,0.0940824853481863,0.5897511741516038,0.4884967072679245,0.004750074774636515,0.7474487025667712,0.7339645457772241,0.6038793863063795,0.9207272731288788,0.2823707674634981,0.6340099605195461,0.3332080191295347,0.03902812665474731,0.1319715616564272,0.562367685966623,0.0339596657289738,0
0.8277515024896701,0.24730614963905484,0.32967605647515963,0.09419732843870121,0.3822679213106094,0.7655453137143681,0.014136072924890164,0.48058706073560087,0.7233615123565575,0.9064853093684,0.03626268299722146,0.2515422870738653,0.03924574211842191,0.9386521799583124,0.9914955246993554,0.8704456063582364,0.4247250385637078,0.5164754221609039,0.7596768971545549,0.6312661195052548,0.712430384162818,0.028026552526549953,0.702413710180877,0.22361171767087373,0.36116928076534693,0.9570655542987233,0.754596141140627,0.96859236963475,0.6904456726811175,0.5389115399005362,0.4126055892737427,0.2982026916511755,0.8166287254922736,0
0.7347133337127634,0.3320942010151213,0.3906373199996437,0.43950766947750264,0.6125900460191154,0.2020125440362559,0.6871915156677734,0.5410947477262708,0.8343508413597908,0.9452950111350792,0.715279398481985,0.17857246063989796,0.5097142761358814,0.3294281953899003,0.06130247833019731,0.04436816807072397,0.41613145944175955,0.8894113988925654,0.9576975608667895,0.07603487037931855,0.8622624383319726,0.5278545460320152,0.18873292854860502,0.01295887245131655,0.0470479056509201,0.6445545330728336,0.8098499745192791,0.8047476296329903,0.024711010259594435,0.5936500763924352,0.752824836944145,0.8965678055041538,0.7669955756710506,0
0.7541544538995582,0.35797215307973057,0.23577717411341328,0.30273281284860165,0.7716058512622797,0.6763181816858014,0.6574866465220268,0.2088150400032852,0.9766375472397291,0.2540737346440881,0.8440392916446536,0.43067020035223536,0.40407835266028724,0.9031546155468018,0.953085996671699,0.2595471215908305,0.5016542157633584,0.5121637567359558,0.1968573438912189,0.17137014334364753,0.14337148133340027,0.7869877690335985,0.05334415317083052,0.9910753722443032,0.5002605814188145,0.25426719426489364,0.9203709337908536,0.3417710382398801,0.7117397553073701,0.9428636904843416,0.5778712394391343,0.8677774932919454,0.17484083490430014,0
0.8024605928592998,0.3457706296209396,0.22023359588881203,0.8586816704005077,0.9451256583223251,0.08971547383832534,0.5238485207593332,0.18365323016661672,0.3937850235712298,0.8125205358900172,0.858441544524577,0.7213654623532908,0.28605479773856834,0.4473277289512205,0.8234038400014616,0.7915471152254978,0.030237731828495762,0.4714584664626369,0.15264719002449512,0.2946658748707598,0.6845030131544255,0.9142999489158015,0.7303972383820116,0.21997791864108918,0.330256686910696,0.12520540914471845,0.39222673172041034,0.532060918368034,0.05588017634617626,0.37904021528972953,0.35069338053038424,0.6503469272108335,0.41966263786311053,0
0.7091231086825953,0.2643678348350941,0.2883332944921936,0.12606353725559916,0.4319564176423293,0.8568703769836521,0.21783938061866326,0.9308250202402665,0.34548012751722157,0.6272973672658375,0.5632110711753903,0.9224257371557659,0.4625418408110624,0.583772820411813,0.5306211730935436,0.040031840595299184,0.7322209994937269,0.0031716025933050673,0.653216027282563,0.982183298867208,0.6995750517420571,0.46561586886445927,0.9288514987781039,0.3465258712181559,0.6397058728074521,0.9877028523015949,0.3040397851258728,0.4419456811287742,0.3365124258123571,0.5116485494600892,0.20171430558181636,0.7515446347110168,0.3268918516737448,0
0.5011598635885135,0.20226713951101988,0.18997132335511585,0.7932259339400856,0.8306391544653273,0.47374536047958316,0.8846633034843171,0.3029277667063661,0.029601278477945914,0.7123942766003943,0.040812953977720556,0.41286886601463946,0.13956043087920256,0.5041851718092136,0.06663239866024262,0.8800396124161233,0.9304030479356497,0.9566060587002226,0.7200871417747337,0.1915326379804133,0.07416838099266243,0.45542135277214224,0.0006238232315535219,0.08578476196928986,0.40642829362725574,0.17928045446591367,0.40623402556167765,0.9415669004929801,0.04199063724431573,0.8796419417884156,0.17842886172336103,0.29149833277520676,0.7911024749385777,0
0.7086916145152182,0.18851001612399806,0.1952692158324372,0.5405642841125399,0.8362875777388666,0.17752322715517477,0.0036528141540929093,0.9502690916417836,0.6545024797572242,0.841688037364925,0.5820601958837435,0.09175355768309623,0.9064200494791591,0.013447874493892842,0.7834016837752608,0.9442563954089119,0.9703962946779249,0.6025711444522559,0.9032117412539967,0.6667741386682791,0.8240896655849371,0.8847061641297024,0.7518498873794299,0.21351529312877993,0.8570984587744509,0.2694466839829699,0.8180015955263983,0.25292689687720815,0.5624152278886,0.055741691600590504,0.13868686359093552,0.5898336472720105,0.8649447653245393,0
0.8221722651000009,0.39049516112780125,0.447381820086469,0.1956698401482626,0.6255150341713033,0.8405541774176845,0.457392073708759,0.7093397241673872,0.6183046542876005,0.48607649320277546,0.3244061231728692,0.08743290470997378,0.9940263285330809,0.655903785943571,0.8306515131115796,0.5535924098396342,0.7555907186870277,0.005344898728587011,0.603083387025162,0.4195831236833425,0.6156933044943901,0.02295279616527024,0.32352127455664514,0.8271862634568145,0.3828558185181773,0.3156936365296267,0.7663702521068954,0.8714455609026671,0.30329916716258853,0.07547162357866022,0.5809447972895292,0.32082772429269213,0.3745485928466685,0
0.6487102975924717,0.23810176739950767,0.20751636603775211,0.6260669370042354,0.8875393969730012,0.807231049044029,0.1563517127492572,0.9996513122957252,0.08531787151056025,0.06549692855005773,0.12101429731201596,0.8634538623155722,0.8083007579015798,0.06468444471524337,0.8887256222937073,0.21177750665116113,0.880217725667793,0.030715798931560845,0.006160370136520488,0.7776788151685403,0.9909764330451041,0.4703159106880903,0.22388781168017524,0.8104643780567905,0.7671864699540087,0.7512577637981636,0.45259616825637305,0.04171949472807901,0.35312110905918026,0.07712273629520683,0.47428598410705214,0.9761218334333067,0.18944598199731055,0
0.7947651266733452,0.17270972199766177,0.22628056676662972,0.43435262951121223,0.953387990256371,0.7580726686704328,0.533667032080371,0.5611151431361003,0.4465981040113187,0.8321683417343211,0.7417303600449318,0.5523516946442939,0.17589425417236748,0.33757863886324446,0.6488446604192861,0.8397938891251233,0.8977611610371151,0.8846878754978293,0.02508441038169229,0.7428254534847198,0.22436353644567553,0.7641480112873775,0.34580883079218705,0.22927471252443088,0.3763577742114471,0.30191821991002765,0.3976982768299001,0.6352824940724254,0.0638218787667787,0.3396570984627638,0.3512468135908633,0.03801140652919588,0.23768305777158572,0
0.8312032959645885,0.3244696500308791,0.035753458337200145,0.5996982317461378,0.06903748614117289,0.5876548536443443,0.7152293635663649,0.8474699632983944,0.8114309055134046,0.48312331735961744,0.18955426031155553,0.5741781263363299,0.014758799320462535,0.9066469437876328,0.8699517995449718,0.43633765588901297,0.6023010570525169,0.85070073846299,0.34818988163629094,0.6584791067608282,0.0895588861956157,0.263453221677453,0.26713481302192,0.4407113593350487,0.7716449640059985,0.3740663812099122,0.3792269079086351,0.6989396600795732,0.4189087314789255,0.8027222120368703,0.3322933614406678,0.6089597091904545,0.9961647685176127,0
0.8825025842124342,0.24028789423688074,0.34138146054955615,0.8563438841567933,0.5754433064112673,0.19122207067351582,0.9569622705525167,0.8533413258705658,0.09996475587933795,0.8766887999704679,0.1045980486085154,0.40833929955559856,0.8865124279654875,0.6911998452190271,0.16535414524136738,0.27780531785818996,0.5691305588568635,0.522565819518136,0.45319973752590237,0.33039805282514734,0.17339987674840762,0.7000600951000286,0.7938248923475063,0.24846647855506143,0.2311988971237674,0.10373493430053982,0.8327865897815591,0.7109971190973965,0.1054670844971356,0.3864357405468529,0.8223597441805826,0.4677721705004737,0.5230163421380973,0
0.9605545133933984,0.45126586815803127,0.2942460180107822,0.40425718307647085,0.2392486495881586,0.07181168154043926,0.015278303921278602,0.648784092415048,0.8921321170226989,0.759383115539393,0.8196781567537973,0.14039547945205388,0.1350237836698307,0.13574753085385127,0.6957723888379085,0.025816458405692133,0.4542675202439521,0.18401663591789608,0.12988957831062053,0.011748983383889189,0.7825621193547564,0.35040100022462595,0.7261983322625245,0.08722538592953177,0.7309990887206509,0.605445870456098,0.42916341127707713,0.6312260933800438,0.13911788549107362,0.8636544536895964,0.1367519726448161,0.4621625270644396,0.7106916306006505,0
0.7864632393211499,0.15721023138839768,0.26976077828061884,0.5982865510680832,0.24689712125735175,0.7762064284749464,0.46553751010210653,0.13188388052913436,0.4479690111041541,0.11334280451423939,0.7382879526883046,0.0580709266756434,0.4789475667863883,0.565043762756181,0.41268758485762713,0.29777985661544315,0.6274547270927995,0.2641328012254266,0.7010106964992425,0.6353922860733101,0.7260212097313828,0.2585702585566756,0.563511927541517,0.23852979503603966,0.45325692200764534,0.43158099735553823,0.32870596323803813,0.8933667718363194,0.42065917855754953,0.3017532635270581,0.26042319968006655,0.8033307379905079,0.3124363552968399,0
0.8087670028110803,0.08504478457996906,0.2756255982174615,0.07243704068096879,0.15736873095678305,0.03765171374571985,0.020553938685446527,0.5637195205388411,0.11800408757118086,0.9043487916983403,0.9696633191485479,0.847555619760067,0.0407537464586768,0.3492808921287168,0.7953407942334443,0.5523379379566332,0.7586090883607174,0.44785641288656985,0.5716808940160861,0.13571136458040844,0.43817667080222866,0.4290433945398654,0.8350788142967747,0.1499445621845057,0.7000905736222653,0.5246770507544376,0.4360280174695499,0.6086950734709192,0.2517019473355364,0.5953989472025528,0.3523143710581905,0.6770356657577326,0.3924526039167625,0
0.7873327470179274,0.2999274731573114,0.34717720604206675,0.40862443393207437,0.7635902438552079,0.7050757359643182,0.629916735840957,0.35158160875609,0.7028811898139459,0.8426982492500567,0.2885610691646895,0.7494791183502943,0.8724336797783672,0.06626530177007806,0.16112058133812124,0.48325146394315366,0.7239041116341894,0.009261820331899373,0.9134445172787127,0.2874490966052021,0.42720660357513596,0.35132979746325965,0.3870340298794811,0.5278658421881175,0.7158082836971044,0.7207411414608057,0.37515341462158636,0.37745786563918293,0.6183255706108811,0.3698099172502226,0.7579586099703084,0.04808017407307741,0.9248442884281924,0
