-3.899348339595530046e-03,1.230940815022047996e-01,7.367400294046088760e+00,1.803975309108084346e+00,6.897761519554986620e+00,4.681905813942113248e+00,4.048582129093863280e+00,7.610513090251401103e+00,7.074052911838553115e-01,3.980042136008705711e+00
-6.273738422952167271e-02,6.037028863788714006e-02,1.702655206360160989e+00,2.408334915951765964e+00,2.702083217656430669e+00,2.815993425827359786e+00,6.618802468931010097e+00,1.115441551594386738e+00,7.128285420816805384e+00,7.571034342151650165e-01
-1.891468427483429249e-01,5.565108909071873194e-02,1.697579080349131964e+00,3.828509666285570212e+00,4.936068210079112006e+00,6.189072182758665441e+00,9.938362851100865925e-01,7.276731952025641270e+00,5.842742243022939874e+00,2.944774577956422945e+00
1.082673131143958023e-01,-7.376099400303898213e-02,1.056046251883264731e+00,2.967342529672913898e-01,7.206401243157113612e+00,2.684138376309365803e+00,2.579118853035942571e+00,6.521618198601217387e+00,6.497929868334164638e-01,2.199405211628726597e+00
-4.606362098320187365e-02,3.626761282351473326e-01,6.371369089007869135e+00,3.027903324887330605e+00,1.091055988766978402e+00,1.671105780946611219e-01,5.832825677831191769e+00,1.075224217489383349e-01,1.667159052629063609e+00,7.692383985047992923e+00
-4.984167594164810866e-02,8.363780543781530741e-02,6.710752142652163243e-01,2.632650011131639545e+00,2.840171986825881234e+00,5.156663922254014487e+00,7.926807413268054603e+00,3.129125577619346288e+00,4.388645685253304229e+00,4.457954108714750951e+00
6.125949571227712331e-02,7.455448971903333444e-02,1.053033756796555309e-01,2.327503747050013949e+00,5.495257279135461026e+00,6.909865739220949266e+00,1.025807971799967966e+00,4.469114963939826879e+00,5.457366976735098518e-01,3.507858014734891228e+00
-1.554100984506920913e-01,-3.002382225641963762e-02,7.904753674718833167e+00,3.642924377245136291e+00,5.572715687202871138e+00,6.423711860908864146e+00,5.429313803334212096e+00,7.530536128326057010e+00,1.041382037928331172e-01,7.376134630548387250e+00
7.250438919481880240e-02,-2.336348792903597538e-02,6.016336853278217767e+00,7.746678393328394030e+00,6.654569829391889790e+00,6.724484300102614220e+00,6.336886003255779443e-01,7.004759480900037971e+00,1.450918976332289390e-01,5.057657499796578193e+00
2.277744072946470133e-01,8.594469210690813821e-02,4.260299246537536888e+00,1.992106982087970657e+00,7.855034093984621713e+00,3.434932022714546562e+00,2.650293617148062886e+00,1.290185714731070021e+00,7.561325860328929949e+00,2.820732550687951701e+00
9.133993135763962545e-02,8.305440656078019734e-02,3.489328907661608525e+00,3.590017869854992050e+00,5.436561500078655129e+00,4.794523080193449083e+00,5.662090511594349174e+00,7.965484060047436365e+00,6.730997502457866766e+00,5.613221776777873373e+00
1.717437868393285327e-01,1.718114467667139142e-02,2.860944874833232454e+00,5.156631071819568923e+00,1.840411508005623809e+00,7.947921655345192349e+00,6.066203168874299223e+00,4.298869050866010788e+00,2.055304664851161256e+00,6.411143731614953545e+00
-1.838803504510575781e-01,2.413240609842205731e-02,2.359864578379466060e+00,5.544796994541774993e+00,3.462081752837029569e+00,7.759702172485667404e+00,3.469678799675375735e+00,5.338292590763018985e+00,2.527775907344891770e+00,3.218888738425378371e+00
