s0,s1,d0,d1,cluster
0.2498539839088872,0.07346956878242161,0.8669544373780067,0.668953979489561,0
0.4380149795025322,0.38090974402721656,0.0009492893006447511,0.2617219154438085,0
0.16740415715400167,0.3958339989892864,0.3197230860111001,0.027782243052611455,0
0.1127518830710045,0.24278125834666434,0.3831953090977578,0.6031559837653409,0
0.2575449841532488,0.19817019369083638,0.03310779828682142,0.7083478320698557,0
0.11823567543328001,0.1848136103980476,0.4294767300189376,0.932340920345015,0
0.15361632964899674,0.29786305738033436,0.32061356708351607,0.8388081829588926,0
0.3074384528758925,0.14297987131345352,0.35008384264800063,0.9791905956917096,0
0.40873635428866284,0.24076121688546617,0.0206740707549542,0.7150708933332959,0
0.3787432587308945,0.06091915500357692,0.27198793113521114,0.018702145617981447,0
0.2518133219954087,0.3092971508332105,0.2427846242272781,0.4720794806603883,0
0.25890855834180104,0.2391740074272404,0.8427310796013043,0.07284246723216337,0
0.23475784661896268,0.35560048277123224,0.5554057240902991,0.6789876850943036,0
0.3607301166809185,0.14093905105275006,0.42268098142421273,0.499418206376415,0
0.24299775305661325,0.2554314836798967,0.061206972704524576,0.13541780146474391,0
0.38551750512877137,0.18669185568429109,0.10502367814010116,0.9799237547782125,0
0.18069045765557995,0.03207273257163243,0.4794526638355423,0.8370892415763123,0
0.16166877990915451,0.2720589790207605,0.0578941236495738,0.8148548396345565,0
0.2772610273384637,0.309575079253062,0.4712273120376751,0.1654910576090417,0
0.3551914047862551,0.14643055981884995,0.38272076227169616,0.87311919117834,0
0.30069437173020763,0.207925068977073,0.9613587776908107,0.2861033243113612,0
0.2429114882878017,0.21907739363763257,0.5698539036309428,0.2068560116586191,0
0.30340550496762536,0.17542374524094095,0.2804020199811196,0.5300327564234893,0
0.10619703918367054,0.12254601554755104,0.5716548391634982,0.2575984426651535,0
0.19422644395423466,0.19721433438355912,0.6320100090373728,0.9992690751769694,0
0.10544819928468352,0.30331802155085796,0.8678194728800147,0.7840557579820658,0
0.4131398748067536,0.19727091922827433,0.1407912645224113,0.30860225890714443,0
0.3695607506946098,0.3667285930967537,0.6726102167416137,0.43562825170505937,0
0.12814775213048318,0.0659327862076767,0.8113257029678599,0.481553739762411,0
0.06905079766837996,0.13654729475544788,0.8293862726678751,0.14860647657719528,0
