s0,s1,s2,s3,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,cluster
0.22796920921253153,0.7353655987235386,0.7057144765074569,0.18970548761497202,0.8347675362070978,0.6947345506053778,0.3384838058990195,0.7789527946598858,0.36687501468609474,0.4427832720693172,0.03101238743311774,0.8960833244283684,0.27866094123754137,0.3444216382315578,0.9655859934740484,0.6712684540864774,0.10994608560463792,0.05945770917092874,0.15384873853018133,0.4262578331196477,0
0.2439207150376994,0.6606240532387294,0.7422518712974628,0.2565238341774769,0.08779764251675504,0.8287310965962558,0.8893421384514231,0.86511139848103,0.7736627675140697,0.25613636537226947,0.9564174347424798,0.4816187621684255,0.6914979191850231,0.5992904823203274,0.06566763743223936,0.9116687290211019,0.39413611671494786,0.06837941203825582,0.14244446389577958,0.3170384175654234,0
0.22027536326515976,0.7333987856881141,0.7286239389041907,0.2550506431818195,0.5960820187222802,0.12941948017140792,0.22189553408561657,0.4512454186178735,0.394971452431616,0.39307603974793803,0.595904590014511,0.07588834583656012,0.7551157403908126,0.9882880334646788,0.2607208089052253,0.038809864043636955,0.8424340323910368,0.8033908595090813,0.7231396967037645,0.5367351781674443,0
0.2599499252050945,0.755670309592236,0.6893066260272491,0.2212074756338965,0.8907661632336588,0.3422005149956602,0.5902862774201394,0.22834531195045782,0.02098096331246857,0.5688719243673982,0.9634176422871722,0.9871498381241424,0.5357093270148139,0.9226687564739455,0.8653409409245156,0.4051441971139035,0.674026558757661,0.982589973744148,0.5131943860179524,0.5617707005726573,0
0.29676233393451956,0.740593785136861,0.7118941622159044,0.27060783060138577,0.2713164787399044,0.33735055279098924,0.07069028444087144,0.6789054615489812,0.7142259310069642,0.09105779829054095,0.22699263342495613,0.7175932758280894,0.18204490494377124,0.9509118772187192,0.16161625719057438,0.34057864596066334,0.9564026987674974,0.2547681341308149,0.8378256153545781,0.783376595143449,0
0.27511577923780234,0.720016392317509,0.7910067045488288,0.2616853676517094,0.1042643884016784,0.2704775453616779,0.607321235597372,0.9056193601007361,0.06614719673506864,0.8660918083039566,0.13631463581925407,0.7025293183004191,0.33053805227437993,0.09793413560439701,0.851906803114934,0.7904562642206612,0.7849564035725408,0.39621566998020963,0.16664610662468438,0.04871777456853954,0
0.21584967093594742,0.7966890294097384,0.7608794632407494,0.22833347987275543,0.505853731002437,0.2517043718794917,0.33753334410659575,0.6392897122010255,0.4571712218716615,0.8728602344451519,0.29793676747300046,0.7345593124998041,0.7261591104311859,0.614956283040953,0.24377345863367206,0.16157667073621662,0.8927192676214302,0.25016825659501485,0.20830792655448138,0.7993550471978713,0
0.20552417012448188,0.6751867880658737,0.7220907765177391,0.30016491124206407,0.030725575721449516,0.3159077485069146,0.9729305090898549,0.7387101739414084,0.9109846472955122,0.7169700499557521,0.7960214422334134,0.10643740333794849,0.9074162480206719,0.7567138228954554,0.7973523440188173,0.483664449071987,0.3266759151060181,0.5716909088011055,0.17136845212823304,0.3266657927671567,0
0.11596603880447373,0.7526274531180133,0.7061613791937069,0.26278742176954534,0.1270830011053452,0.6326224090777949,0.5848613228310098,0.7305652393683061,0.021535559775920365,0.8021434340482608,0.8173178997287341,0.593996412939054,0.9036040761121781,0.6965056294611728,0.5310518339004745,0.1999041350241776,0.23062947622565322,0.23043655917920813,0.617966548138597,0.3189058579260162,0
0.29342681228588685,0.7583349975258609,0.6601213327468239,0.3242897389459656,0.7242811283289337,0.29045696484083583,0.017798251549768773,0.5918181262824217,0.9927976269601949,0.3522020615540693,0.7101336461120562,0.942139631083427,0.10142114663634827,0.6908623462569364,0.8845622156152526,0.13829106815916747,0.9212559519634586,0.750317814870773,0.9245185389464968,0.5079964895552481,0
0.20524214420189982,0.7742637774877151,0.6873697861594134,0.24256089003699005,0.4712754780474704,0.3751969518579379,0.2420682105439409,0.46938298124632694,0.9174079555518818,0.5782181147184434,0.18268610851412703,0.9476324054448579,0.847854247980931,0.8153366248281343,0.8439117907960355,0.8769812501394635,0.5526351903265652,0.8297288625455362,0.8498493824182036,0.012123646116815823,0
0.21540025582221684,0.8073075417077259,0.6617399548720888,0.23150819540368042,0.6591096987795254,0.925738112890169,0.887869576562818,0.2980488796288626,0.29219809650844397,0.2690286658792391,0.2528027974113518,0.48649571232523203,0.2929153229265199,0.42340039768217774,0.0020714611596458488,0.6865069273228696,0.5131449127277442,0.5661370078347855,0.04546573118699693,0.2633167770876742,0
0.23916326176507835,0.7145686504242283,0.7160068400753761,0.2870637560207287,0.6816993017128462,0.6589274676399453,0.7464603200661539,0.40750084229291483,0.23730590843341148,0.2067715142752674,0.6368273490373902,0.3925552167144032,0.43616362304386513,0.17365068415503504,0.8921579726540584,0.6945176205219377,0.32729385435674185,0.970552545847218,0.7036123706948908,0.3235855410475462,0
0.14617278171474152,0.6856396846508306,0.7400066819840023,0.2664806192917206,0.5524257890351141,0.37815619176803916,0.257542167537796,0.8286216118429834,0.368749752544856,0.7462654648759318,0.2943716101641797,0.09787179843321436,0.1252788550153746,0.7137434472720753,0.3103815379026612,0.14965847463813264,0.8037152415803042,0.9629717537358636,0.25829884788830915,0.7766269168165331,0
0.24986737482248436,0.7297533965730093,0.7123150406002479,0.2378002171204672,0.8433170324020816,0.7711605587315862,0.012461379257857952,0.8527475343076771,0.017814558510722778,0.2100540563274309,0.6818159773415744,0.5127249112596513,0.8210770260974887,0.06693651902800246,0.040779666794286684,0.655796307910934,0.4558923541046498,0.8887544228044288,0.7251014044829385,0.5903585321630003,0
0.22624467770150536,0.7293922046322922,0.736003875128184,0.3007099657472414,0.2790253069477838,0.2642373575529994,0.949853618004566,0.981804605194564,0.43631501642456183,0.5307201128567871,0.9384556412792362,0.5119173649470953,0.1548548896227676,0.8450754477196001,0.39826225498417334,0.09370736824917891,0.816433228437245,0.7911776109713063,0.9992572817592736,0.25854479775296924,0
0.301419907851033,0.7432056946002458,0.7316848320544207,0.2867024622220326,0.012813896109510114,0.7482477532589278,0.8671451306232609,0.9761719931785622,0.016683788264803878,0.5003830255467832,0.13235103829093442,0.9512154039077305,0.2597281094824738,0.27407299636091853,0.666272169250149,0.6738827642371517,0.1625471746981224,0.0633786505257713,0.6654860503203672,0.7151046663140972,0
0.29521310733232664,0.7584554064658526,0.8290163025512417,0.2521225762757763,0.15654577178391127,0.77684890553267,0.5631821824826815,0.21542934450374684,0.6319166622965104,0.503301750658148,0.4340665172890804,0.058916740223937225,0.6809912006702314,0.7252490537237177,0.5672143549083198,0.06231052396018044,0.6080197719360932,0.2129000835677236,0.47089886754214205,0.0597155186627808,0
0.35857109546398286,0.7250126146886622,0.6829767818487696,0.2537933914128175,0.21215325090818238,0.14251312887163403,0.9270724452368274,0.9525270367557704,0.49367463712895143,0.6887067396107478,0.4465832237339892,0.9216769702578591,0.12506291370636669,0.26357691435151964,0.22974708662540078,0.5608978143302542,0.3649730408189725,0.23734083450877108,0.8068759243033831,0.7903676148209806,0
0.20718330634382828,0.7912629020903643,0.7129854772282292,0.29619688357096213,0.4700174984294969,0.4840445866843244,0.8029776032415032,0.9233996841710344,0.7455446503195079,0.8284321445756108,0.8905647490393318,0.2594524625942559,0.6975213260319447,0.5765972398725813,0.04625109341235778,0.4209108441601601,0.9019471447668265,0.08094308314548238,0.030341334501760242,0.9703190644947898,0
0.26160241895015224,0.729052559101186,0.7388358836367711,0.1722058596363244,0.9365191052582449,0.3836441773359879,0.6203261558984786,0.3780532415877377,0.0663029829271864,0.22249529119524392,0.044534499284575535,0.21853265523306598,0.476629516263957,0.6560791695038201,0.8970969789697008,0.053785464906203284,0.902658973243709,0.6161709191069288,0.5232726584283708,0.9141500349263273,0
0.2525588148552505,0.7080314565086783,0.7677832312069373,0.33767045529256345,0.9212346085417468,0.40248643230373937,0.17535798828457794,0.277813386307148,0.4238729337499191,0.14107144386949966,0.16342807611609145,0.6795893212566602,0.37780004356508146,0.20659817535882863,0.4603307956679271,0.1333963121965006,0.46031711360798444,0.34678326171487817,0.4026591145192986,0.11071660010604767,0
0.2378309010086593,0.7289026283793361,0.8480079716954083,0.3306345767610824,0.9136706563588723,0.19931208452340599,0.5130974255731959,0.8321936858423918,0.3200160044157213,0.7010894630665816,0.2475005845982443,0.6910173229421637,0.5642148820875147,0.23826229561107692,0.6902092447481484,0.8206211234979369,0.8744233000374053,0.9310816137021911,0.4463658623670116,0.30904042514088026,0
0.3004706211051152,0.7080584928508289,0.773417759159192,0.27218408231678515,0.6686160407698734,0.24657627241848734,0.06932701925613782,0.4356488304702584,0.23479110637980583,0.05506242102845338,0.1107939559404123,0.6563397044441,0.23259636051305377,0.8841783296212238,0.5873468528914941,0.0360774472394767,0.1575119264457202,0.2828329338916987,0.09496721270676611,0.5291784098649533,0
0.30896095052653677,0.770240832359447,0.8048287585406559,0.1934631761483085,0.1457578030322716,0.013201242916853317,0.3178331862319943,0.9361749226847691,0.8341078984935125,0.6155474671357161,0.18716397807036877,0.9807194524811799,0.7127621124701544,0.38010583838453293,0.464926487855965,0.22960967254371223,0.6420215989050683,0.16610449392064452,0.8071015774479218,0.33208656031131345,0
0.24621364718696384,0.7285367851802147,0.7499309659941454,0.17793269860969774,0.890511771288542,0.9231010066696411,0.25411990817492147,0.3407906183930379,0.5833411409411141,0.5708023090430293,0.4895511867505945,0.4235300415327249,0.7794428970721583,0.4053653255711407,0.07097672198590632,0.3027018629095748,0.3765378996758757,0.6021927167501329,0.3716531833908874,0.8154461036952819,0
0.22228453473159349,0.7494804555970316,0.7245589125202326,0.17949601623785977,0.836695936762533,0.2788011657253774,0.7783733707996106,0.20939202334764717,0.8939487661340968,0.9716462443289126,0.7669110154687551,0.1818955556407389,0.25032037794366413,0.9940174410762449,0.30146305752446,0.3450036997624071,0.9017060213400908,0.4008806329742437,0.46977789789945334,0.21744496814266112,0
0.21284735130544946,0.7111073844793983,0.6591931110182341,0.24770571962860227,0.271075518284582,0.11105838529193557,0.34878119795309537,0.5346086276646383,0.3768333898843883,0.8560878951695962,0.061068542821058114,0.9853097186856956,0.8562628819098549,0.724517311554863,0.8858011906660277,0.16410283977017825,0.5454253728462465,0.8917719846670115,0.3228943201043205,0.08285292091462526,0
0.2459207079332176,0.7519902376378761,0.6364477919705042,0.24905051423243235,0.8961122915759931,0.9436893546953405,0.6207657631006684,0.06386392237057137,0.9908201147378644,0.4406293194056341,0.7034971526717284,0.24168461278759834,0.35789646073447023,0.8311129496036117,0.5124568301707263,0.9840201735441269,0.5392086212025415,0.6236872245859085,0.3295156275257688,0.6730490163173944,0
0.2680916895377067,0.8247734661500901,0.7612852147982083,0.26110257522997204,0.10749252668497167,0.546122396809541,0.6974267772320433,0.2622912923025943,0.48812215064357234,0.3860716456190669,0.3659468761468123,0.2874197871255637,0.08750906133544212,0.07484064702985149,0.8122694094140007,0.46306638314337367,0.7691790929572417,0.3162685498073934,0.5628689877827087,0.2596835651320528,0
