s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,d0,d1,d2,d3,d4,d5,cluster
0.27242445639059454,0.32209180277381394,0.14838763289674184,0.24853751911347913,0.27125088600826947,0.3634712962753367,0.3386110199234961,0.16692244690216934,0.3243197584101636,0.053050216126473315,0.39894905477171294,0.27504765034187256,0.5001569384887321,0.13749692112098544,0.22216297213099298,0.19287754815573271,0.26864139557162714,0.15771707798076767,0.12398039129870048,0.4180546331278764,0.624427344621198,0.08035156386453429,0.750017272618702,0.7462245869427908,0.7909014754967286,0.8782835049382597,0.0469105454044223,0.6270545245355016,0.879990672156718,0.9653113924928095,0
0.2795665636850579,0.3405227341386043,0.2863356228525495,0.07238267666196643,0.06748565893003089,0.2701325308545335,0.21092481838726065,0.2247279299104525,0.21826974248339218,0.3208063781571638,0.1624867688952373,0.33178778297201805,0.24566448974385435,0.19588813335795557,0.23592376501606865,0.400794325795217,0.2693252345539786,0.2452985618060738,0.2745794021779446,0.23103102526488545,0.8535011542329385,0.33667656273085933,0.9574287011812819,0.6762053442092111,0.881428545328355,0.9634191918501298,0.5131496897210971,0.1628277825707507,0.8087998076789512,0.16203709285507184,0
0.22815072608034664,0.4108475745046865,0.2452709548849734,0.43359113993389187,0.2724892442782502,0.06598520555544374,0.15112750897903765,0.21383455098304022,0.29350623773147305,0.2342738465445314,0.32756023144402713,0.2911588004256431,0.31530463073053633,0.18751647890684942,0.2825376627606204,0.21429025496997556,0.25622954340002146,0.31470014972791616,0.40793202708886844,0.25384396115046987,0.7774371605207971,0.16209300472695487,0.893626985467463,0.5727827322623033,0.43859295579763535,0.019840141806276135,0.552544271924451,0.7639659279038513,0.15173030239059948,0.5657812804517448,0
0.28582375845680347,0.13551563493392543,0.2176144129768363,0.19552714701557217,0.19150370912928663,0.10863610605711888,0.4428604380089304,0.30218570779628173,0.35828454100657375,0.2924661475706744,0.17895330341210036,0.2755569516533313,0.1569062494162603,0.35652980493229164,0.263462413604603,0.19916354489324178,0.15667453567851947,0.0932236407587348,0.12549161239232595,0.23574172020500203,0.6041150484821282,0.4086992946695498,0.6035801935470683,0.8942979251206088,0.9689114383564151,0.7619423000600781,0.013542613673291237,0.8168113761407387,0.5819458129770567,0.9738920567967135,0
0.2939944573153197,0.17712233490671675,0.24179793353133022,0.3343831595219727,0.3391275248120451,0.2384248412986129,0.3700592092775227,0.28435527479184813,0.3553997328320798,0.29519203049465487,0.321751740209613,-0.006101238122979413,0.07234515410031625,0.08548436935293946,0.13459623179586508,0.2114795894519713,0.28516636066326867,0.10385313005223498,0.26175648735979123,0.23006085078576677,0.6566763451836071,0.26502431542729094,0.7185389009032633,0.6874526732063745,0.062116431419568685,0.9929273631180471,0.31874483816396415,0.5067875310014249,0.8603753690995706,0.543879545282806,0
0.13586303199227676,0.19956940317554583,0.3376517220986558,0.11413111355747271,0.2125345723790776,0.12237308363084642,0.33500784642379566,0.2959665312534082,0.18533125181760268,0.2914763740139745,0.2895935604834393,-0.0026036176741332517,0.3320108516496203,0.2693406365964779,0.3198045420286688,0.0936803386408164,0.36892898691052867,0.06172401718945017,0.3943183676417935,0.2906482562267966,0.7096538425155794,0.10794555425021293,0.737366944077528,0.9961932457678089,0.8938056527668066,0.06469569971923927,0.9408421710551537,0.1622485510204661,0.29560078697966297,0.4648951777813298,0
0.10500251265512689,0.3354205627873884,0.16495268092492552,0.1461307777934906,0.4125064946250912,0.31376214131973246,0.22481953340530883,0.19614769981829192,0.07659264247368455,0.33986153885798764,0.2816259524923876,0.25312573097003577,0.2612447786073202,0.04157430287330874,0.31784295524835193,0.08883236652701712,0.3075361073839766,0.24054934294668,0.17598080476720257,0.3142161449314307,0.6289679431644121,0.1430821215692762,0.6282765851971924,0.8829490486651994,0.7779552817523273,0.07440551441521015,0.2799272113256378,0.13428993468756523,0.9048962414802318,0.17432117593600227,0
0.19245313487298113,0.1354622844440888,0.3394200812117914,0.28984011646558544,0.2973757510957883,0.27372835654868183,0.25641316592148844,0.17840568363159787,0.30361204323243923,0.24220018381393996,0.21091041260957705,0.3208639515690449,0.3894261553667464,0.3308731406955866,0.2929450234134525,0.38325021212216537,0.07177137330106087,0.3385096754328399,0.23078053571768942,0.1744476025450707,0.9875665216590619,0.1774034422189496,1.0416796140040605,0.6305629700848071,0.7712479877842887,0.09391282109608534,0.5275553266733085,0.5922611316070143,0.5014050213402471,0.7195789658545011,0
0.19865107847291774,0.31004618363085834,0.19485087823087183,0.30502120060616633,0.047594898079371895,0.28516371111921013,0.367203146515031,0.04826741242220306,0.3238478412658603,0.1462175736686063,0.25297488242935695,0.22000420513500296,0.20023703693736003,0.34597209959783676,0.4017014290985751,0.23926080117694631,0.37012978010776465,0.24952019049145333,0.3444803002744027,0.30605936579409704,0.7675308561737536,0.3347412868639142,0.713798781436766,0.9672704415199265,0.06388912832301796,0.06256866396735028,0.486651399967994,0.9054419894190694,0.9119050727672413,0.20719893164652847,0
0.08696744474342749,0.12223541615746017,0.16258964072634313,0.2623252000202538,0.08266299962710227,0.38011709067386246,0.18771741489739316,0.21427119688750587,0.3874635306585946,0.23609125682874713,0.23425068617958766,0.16612908360991646,0.20588398329228064,0.2873764515600945,0.33480322518960914,0.4471439642476825,0.17662078563369313,0.25878050699170496,0.2473306151789716,0.09994044235094346,0.764257785743925,0.1038528780235084,0.6650043681954507,0.7979967812235357,0.2927518852442007,0.6245811650116777,0.5005920253104674,0.6011077701441995,0.8916737445672432,0.977640966497704,0
