s0,s1,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,cluster
0.32675782079670257,0.2983888808594711,0.4235306985076659,0.8096955604265752,0.7949752761975378,0.6886711276279402,0.4587535556479697,0.13146416938600436,0.7016406078614772,0.6438225811904661,0.6830975531320442,0.2274814473322263,0.46815559628626957,0.5769242672978946,0.2865720235912911,0.22385359099373858,0.6480886311396885,0.514453370099371,0.21556865995221486,0.14333541495266156,0.9747362483874721,0.8436779029109948,0
0.29972397490439734,0.23701883705397994,0.9948219234814327,0.3069647303718941,0.9702193199464606,0.09075913162138882,0.09475951348842993,0.346154962417324,0.21840091561668673,0.6373103535101262,0.481495312645694,0.34528077962634707,0.770636033884318,0.0668910128498903,0.25684100367059803,0.8061151377700948,0.30068551386146347,0.5588697171252842,0.756514248906358,0.2362647359911696,0.7439802454897286,0.1091233661668547,0
0.11072856815241167,0.32169254238843514,0.7655358126644214,0.5025016162712906,0.5343133973408812,0.1756266952458545,0.01500108474280315,0.32916537200006124,0.7848809009886348,0.24538409156613394,0.27435854459263975,0.6782468111303344,0.17524433699956554,0.25311254601902267,0.22256367203129357,0.3490624834491445,0.8809039654061553,0.8431012477286679,0.03346692096015058,0.4984712883255423,0.01590567109263119,0.7052060476124721,0
0.15867127819322224,0.2461711478817092,0.19262849765642132,0.13584303213007354,0.3777029390595047,0.9361215977663208,0.7149459670937909,0.9256065966596515,0.5871226631906439,0.9987917534947104,0.41937427887504863,0.6593427954865054,0.24727011092569784,0.9762797573275364,0.9380414255211733,0.1263527709867298,0.5922754494301204,0.7651904871327083,0.5236706782537319,0.7114746091232466,0.6929741809988841,0.7087528158108415,0
0.3640538165266623,0.277229371443919,0.535849690256017,0.6808314949711217,0.4508462974748372,0.19525850952476964,0.11956271924283435,0.6537773875547908,0.7785111315726169,0.08504389175796911,0.6756659572834003,0.6808145776115215,0.6897149877564777,0.5496975065920502,0.44653132190143074,0.8228574865708707,0.657359073037669,0.03225729725350579,0.6310598635622627,0.2005418004061067,0.24936836605639123,0.24392053406401515,0
0.187255511484253,0.4094752214775852,0.7640929350250696,0.7136617336170111,0.3593869996266498,0.45720239654683614,0.5047273929393556,0.8695040798824281,0.4694923544106838,0.06064552779726429,0.4273544235540593,0.029275569366734033,0.9936788226228971,0.62312264417542,0.344266107226352,0.3949508084594012,0.5798574386065927,0.8263344879241205,0.30519466896156666,0.8938078478251521,0.782092763112733,0.6355435241189522,0
0.2784846190761291,0.19093074437684474,0.10840314893381797,0.5043414638611047,0.11029938726644628,0.23271185184162213,0.7223535624510579,0.707726744541892,0.685128305837405,0.7791944763876163,0.22141086057197024,0.3807999348224491,0.021030144923512073,0.22766145572804797,0.34838371958947645,0.48709032860198365,0.5943756363326775,0.18033072549318796,0.9155166927288242,0.08236218695965813,0.6543984072437838,0.5934864171464451,0
0.2880953982426355,0.2510368841092399,0.027054739849473042,0.06575654028978428,0.8434114796238763,0.8872675965100342,0.8071950523560983,0.3032844445000158,0.6070822938312941,0.13456765406877425,0.7630179861699803,0.9420408644082315,0.6986316083883337,0.936959655848164,0.2427409033515685,0.21873931711072347,0.2891542835082843,0.8818645608575802,0.9855312937304349,0.5267724739906313,0.1774546619616898,0.6311091948827809,0
0.23255299466946838,0.2520063506950835,0.9431325964987533,0.29833166111368903,0.9771988227290311,0.958804411470984,0.8762715067253041,0.1289404670583567,0.0610540424762791,0.7359171460845453,0.5763219424074975,0.600793426706093,0.834758068795156,0.4528237244143699,0.032141865619542465,0.7189310431390699,0.09438213601807033,0.36275380930367973,0.937962894667693,0.06122245955604555,0.1308201611553088,0.10289885406664667,0
0.0703022420645493,0.2545526059177459,0.0708434229268744,0.7535058744570566,0.10477488025122939,0.6276498403342022,0.692441423366182,0.02415506938559764,0.2778692226623318,0.6397785901529882,0.38062207191404607,0.031067152102956186,0.5040819073145274,0.8136826979175155,0.4932438982121503,0.3855064988127418,0.5924438413658859,0.8059279202933736,0.6353481866660671,0.054024140975031165,0.06752559821223847,0.643950348776537,0
0.24715973876221697,0.26864426695922483,0.5903808086008977,0.39475815646614165,0.7598426045628359,0.9997097369765671,0.8671288632874419,0.44913778166542806,0.8305978253812669,0.060641217206997555,0.03584581525220931,0.2538125370410298,0.15888344197311055,0.8884373920196382,0.4107386180336663,0.2776533326390006,0.23200993676512893,0.801993713274324,0.8910450343465067,0.21853467960944506,0.12876608949493773,0.7556943263740877,0
0.2661329114975048,0.33135295979625257,0.5951425588636202,0.9493180341154923,0.009964169658702282,0.5693021147117836,0.9583821234162581,0.5857778382375399,0.40159766737488944,0.3587225196152133,0.7011285846754174,0.4749431568253497,0.15989966141650336,0.006442992342695741,0.5664813001562485,0.3212633940995554,0.9727539690922387,0.1277298930707651,0.0011784168002244577,0.5914948931702892,0.5250931325744415,0.3758348152453842,0
0.2682306390551821,0.09415876765586562,0.24657246419358236,0.598655835183445,0.18225247627183305,0.5482237683433465,0.46475969336024026,0.1579767338653747,0.24550611585335202,0.6682485416319502,0.5919149019726891,0.0596167948537194,0.38803903181491395,0.21227001116102517,0.8292411951824744,0.5295218273047423,0.681593186056907,0.22531292049199036,0.08117942471142214,0.5049684098561938,0.4867425107723631,0.8156820846000198,0
0.3001088789399969,0.29298848993031795,0.10983830563285746,0.7758173516862966,0.5645365328922605,0.5598456660785954,0.7980737598005998,0.6404792547930376,0.34809369801062506,0.35443797952884315,0.5850953157314969,0.15867605367999593,0.8826309933369285,0.6291046187876885,0.8976392271725682,0.664936129551545,0.7412077446613081,0.6048036078539575,0.5277777480023212,0.37819714133679383,0.22336658101872087,0.7551619306665692,0
0.42258605370175817,0.12901725779005135,0.07188475873371791,0.9388476339566681,0.1097319772587193,0.7240034072978964,0.22871205866394195,0.4771951688307685,0.3428213037204142,0.46599920825322727,0.6114098128753945,0.49424696969114845,0.5634860295737638,0.3759964065342417,0.23466556021599283,0.15365734749507276,0.9999350523908297,0.00801781608769958,0.8010763078798728,0.6314595992469741,0.3550913647089514,0.01930826893831805,0
