s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,d0,d1,cluster
0.276960656469949,0.2172486286721967,0.2534024584982408,0.2670077409589518,0.20918189611009613,0.23622588508981182,0.34370076937364635,0.21599713097140638,0.24529882846300075,0.21168141998978535,0.34699490663109095,0.2694678250924067,0.8597966767863275,0.249651094199693,0
0.28878767392613747,0.2958875714972514,0.2901596906504706,0.26041760136640674,0.21179821263809848,0.2582664858096073,0.19907716865760894,0.3029945685591207,0.11798892025373778,0.19952706153780678,0.2600617534978353,0.29710698959592974,0.9322821514329496,0.307962695395708,0
0.18725799734738893,0.30670528240108474,0.22828555949633805,0.2691974287091009,0.2988801991060432,0.2270175611879091,0.2561251045032063,0.23630471250713495,0.28427438761774393,0.2958326593011935,0.31363331176679343,0.2054179095216236,0.5692258835063947,0.8765455327540947,0
0.3379323953117115,0.2161566285618365,0.19733332651282026,0.2527882109122481,0.33300246601656136,0.2876787547713382,0.21564175386163797,0.26143305120809673,0.3139245952988202,0.32589419604781855,0.293941844083921,0.15681116559002875,0.7077915169226565,0.21664658300313033,0
0.19738036232057404,0.254436331587678,0.32925405179984524,0.2752880279418344,0.27226398787511513,0.3041913350605095,0.14788443206337415,0.22458096361754953,0.18333815218235427,0.17602112681738658,0.3310063901988526,0.1959923932519389,0.3761152318448798,0.8595615492181339,0
0.24951624226436778,0.1331380733617169,0.19946175675715555,0.2902246718852299,0.21184034270497867,0.24440874170888202,0.24806297547947326,0.26961897860103345,0.19849034892339604,0.2545648238703394,0.29585574949507576,0.2560634454442982,0.21407314506312558,0.9640357073396334,0
0.17382690359408998,0.17752389379728784,0.1976082327403734,0.21242938549016677,0.33339655113261873,0.2816679734176982,0.31866923469241426,0.21382386478063806,0.3455430904726917,0.27640066051720635,0.2606595735706275,0.2235265502234787,0.4252356649113944,0.870596666115964,0
0.29832987838542,0.23490415456891137,0.3094714159330937,0.2989726700680072,0.24188392824352037,0.33150406691350165,0.29372148982165747,0.29421066491672193,0.22432225189798105,0.2353049546932357,0.2490069511797502,0.2307920135540208,0.812801011924327,0.8454166343621567,0
0.2695155331988563,0.2658708895676362,0.2583000150548376,0.22672607906819356,0.3071843471680072,0.22762675302895358,0.23754947122901665,0.24959420185641087,0.21798050455018358,0.2439316767765305,0.21996698541483362,0.29167647652166406,0.17360437219937308,0.14664017443576238,0
0.18371173954250958,0.19579585629635538,0.25257219687782345,0.23263259034463568,0.30650512515392453,0.2668693209550188,0.294830474554012,0.22766504730512893,0.3222386738636968,0.2528710472633539,0.22294315055812,0.29742161277342266,0.356499351580442,0.760839360524278,0
0.24412095798951772,0.25590919300509807,0.35184999557882346,0.28145730036628536,0.2100192354142204,0.19221714862562428,0.33600145282854266,0.36712388903696136,0.18386070176792507,0.13176400267583932,0.19836447366519555,0.20741450763883418,0.2191857314177761,0.7366097385096207,0
0.3261855601666894,0.2574791192223115,0.2760782809982436,0.19885590439482034,0.26099621475034335,0.26735157289611994,0.26233173402781906,0.1615714260219722,0.3155608128282958,0.25459472231650343,0.2694577166160114,0.2028789890789395,0.8229217770830854,0.6355085402404221,0
0.26001862984062535,0.32051475925307565,0.28172459943834144,0.2720920551366637,0.24115515487248587,0.2542218107266206,0.29142001181253674,0.22347405678493765,0.30390125587886396,0.2342333167651012,0.2441921388895242,0.29463829585160467,0.29967109844954976,0.468890380029799,0
0.22985338818485115,0.2897274034935344,0.26421832292402786,0.20659162208250648,0.24042350860880687,0.1586277736943792,0.16907056862778833,0.24663105413483655,0.2604671946922872,0.15507136102238406,0.23582250236163904,0.2978549530734242,0.03200366001824939,0.2989562682629455,0
0.29435138581888126,0.14182231109077165,0.25568505328631286,0.3057188228753642,0.2283021028028566,0.20048205034096853,0.25749636542433246,0.37517504760490983,0.2384933805685909,0.36321408194300386,0.18678055425632276,0.2052677456568687,0.03851154551816982,0.6789389821764857,0
0.185254786831826,0.29164033930023964,0.28201766993864213,0.2669487537996476,0.17783980355341045,0.21563205816527375,0.22318106674456525,0.1860184645916069,0.307828582646718,0.2141149286586059,0.2807155803997907,0.22656086369272105,0.8516720458495136,0.8656837165642961,0
0.2930786295200086,0.2135939847431198,0.24282051831247603,0.33565073733787637,0.2762960468051979,0.18231332877167983,0.30699164406448975,0.22830463147915414,0.28445903243367887,0.31422063320753824,0.27394368598314833,0.34967296009371707,0.3751047506091165,0.8442820069891429,0
0.26033718544428863,0.1806537281780205,0.25647910905271726,0.24437423943760164,0.2631522925914035,0.21888521343185602,0.27265234782850334,0.24275490799259297,0.32699608317081025,0.22806836613134274,0.20887013905660712,0.27695000867871955,0.8044950522357391,0.6606332160123088,0
0.23647765819780908,0.21641724092719963,0.15838629339947752,0.3411622633200254,0.25041408662756853,0.20993443192203304,0.18869009268834605,0.1653859877787321,0.19077128383907138,0.33165089996904457,0.2246368219910879,0.29015355236003576,0.2629898137976152,0.06488479583562923,0
0.28275572813696115,0.21313989826013266,0.23722552106654723,0.2541158909611374,0.3039449147178428,0.2756755307903152,0.24775191349220796,0.26643176390173307,0.24738077569869574,0.2448341144304228,0.24791111707688904,0.32635414355993564,0.14242657089811928,0.027617347441604823,0
0.29606509328473146,0.19445470135426152,0.2385709177703039,0.29603521575656283,0.26585089662030303,0.25869324020993056,0.26245662358968536,0.24384111322603647,0.2714107146015603,0.26859993989691283,0.3159759346274843,0.2069324736602402,0.5714573313833853,0.379331149851601,0
0.2152881772216696,0.2736997848073026,0.17037708455594047,0.2444527294735487,0.20518425474365792,0.2913807620998053,0.3265505388067128,0.3099849948202268,0.3684469033957954,0.24078960514736386,0.2018876054095556,0.2426928223724371,0.3648742252012225,0.9841552590118565,0
0.2064375173440096,0.2580061354910445,0.26552702787430055,0.21677003141442713,0.27154416143549215,0.2161199647076405,0.31626664895569095,0.29042961555402136,0.20937398945020286,0.30024544779431545,0.2605953917993226,0.22933087728274035,0.5831186171516599,0.8344567343456496,0
0.23327870067237275,0.31538957554181446,0.2647349737083816,0.2343030975189942,0.214192434149115,0.23830597151913507,0.14127674050874847,0.2997895844721341,0.1944790707412999,0.1865988411154675,0.19257182735936168,0.2770505765514849,0.5212017959289631,0.18966365184598422,0
0.27427483272654724,0.36605058765693627,0.2782122412420559,0.22081557947908653,0.2786558753118445,0.2491087273142301,0.27117572851180843,0.3548024993855706,0.22972457763472764,0.20720535955823116,0.2646748949579614,0.23514229883440438,0.9086462242099691,0.784858001624978,0
0.16510527659115232,0.20413084181637076,0.16215091970784112,0.20974788667171762,0.24870847948025232,0.19219514288159778,0.30529366921660417,0.25590903455502856,0.20544555257372038,0.2332397511906923,0.24403057939447845,0.25586578831306794,0.36877411938563376,0.49124185847234414,0
