s0,s1,s2,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,cluster
0.7742250949054097,0.16741550992104232,0.3430785786783878,0.594171167728849,0.9087255098286195,0.8091154038414593,0.7979891182851125,0.8815150777003271,0.4411464078330031,0.5161203749764459,0.5456601385031796,0.01618374040992332,0.6690437142290878,0.9609848549230661,0.3465459538291821,0
0.7773540204286891,0.22132198592029168,0.25238068814051584,0.3534487811092831,0.42786415027938796,0.7485522569943625,0.21477397405647758,0.7778789079675155,0.9962246386815793,0.24109519545137426,0.9152232224788066,0.5408975532935313,0.5102815866888113,0.5910205955778709,0.907469520817264,0
0.7130465464449771,0.22320960944889398,0.2889961554406586,0.6332147556802686,0.1906309329643192,0.5350692899555138,0.4852929371745962,0.8495500783503838,0.17738677378010137,0.5603292500876226,0.6665865007562569,0.02500572339985485,0.6146151675857814,0.22335584700728284,0.6779316687566659,0
0.7894909275277996,0.16502065890175374,0.2089631790850502,0.8084503963250618,0.6802966827298956,0.7715233261290546,0.3735030156828488,0.7759392361145394,0.46947644062944616,0.4982599647064425,0.31513399478398785,0.9850837556499423,0.6358679319306768,0.6027520455836973,0.8463632381865921,0
0.7391685632132938,0.255400502051838,0.2104677384849185,0.409195869516342,0.6070768293257773,0.1236842171264666,0.9894392391918766,0.16005076203133295,0.7840250267400696,0.08875272480469243,0.5326516944167701,0.9227753509093123,0.49558973738844336,0.5921934106541462,0.7263786875119297,0
0.753812598553142,0.41962360097905504,0.31971895676661644,0.6482400774784878,0.6643486074360093,0.38295282228016325,0.14649183488107798,0.650657267072718,0.2748698522316947,0.5103961939843091,0.25201452732762675,0.6613626151112322,0.40754784311515546,0.6237449831760318,0.37273657043863995,0
0.6864294865908512,0.257995655526095,0.2247279705645707,0.6514848901099691,0.9634141585100048,0.7528138507805057,0.41590847506166073,0.09441077203716541,0.9347212462008205,0.5730006414340219,0.6108817734821905,0.6672542329969556,0.3170894218365591,0.44668682430981976,0.5370310047991915,0
0.7871577639827523,0.22682076437444806,0.24804427299927473,0.6674623412724834,0.5119172756461913,0.15932764026833546,0.12076723166254755,0.24949543272574615,0.6039865107975024,0.43002218049480745,0.1662818130785121,0.8934833230331989,0.8330895789778793,0.6370152802214827,0.7512643458711509,0
0.7703995349659669,0.26907430614144473,0.11406680988026266,0.6693001591167754,0.5779593400600551,0.03627199198086606,0.0688806770888033,0.379043095858148,0.03396280563476184,0.8876375114142634,0.08442825373786633,0.19475206533800238,0.525918139224711,0.2379990937399361,0.5434722652058149,0
0.7794901189969563,0.36011484716665537,0.24335357291899007,0.05372134026472131,0.3213476756587672,0.05907790086497322,0.8592387548405509,0.07615246086363359,0.23041668274142624,0.14736354597941803,0.35493683788902675,0.7171263029566554,0.6996989689426715,0.030127020492585088,0.6673379854564024,0
