s0,s1,s2,s3,s4,s5,s6,s7,d0,d1,cluster
0.32998830562639253,0.21182806256486522,0.32478199905175736,0.12436202636279711,0.07723389479037321,0.20630951617054952,0.778804195118903,0.23509471013547995,0.14337246546602067,0.13769853623449346,0
0.2469730664092724,0.17565427801054428,0.4237254228747616,0.33758870837554666,0.2924808475659566,0.18989637164806736,0.6144705259628027,0.26097986501322945,0.7910372424064376,0.7007856485170735,0
0.27755591121849316,0.20435218135916788,0.22986942830136842,0.2853549481122095,0.02504563527545256,0.11980673473897863,0.5577957176261581,0.1921439890524903,0.11297888222349028,0.40510304086660787,0
0.225144872810597,0.2954207827136248,0.48219581470460726,0.18054402506589268,0.28104990411107417,0.3336370629444037,0.8943537758529895,0.26524648816033364,0.7406417284017537,0.36066194750179414,0
0.3448048965258695,0.34055670748890343,0.15900464767516875,0.16872285464434206,0.262165505536343,0.35257700940559233,0.9292591967438152,0.17987949361133712,0.8822813163846374,0.3182679595573039,0
0.23633134545741152,0.27045426655150023,0.2670766344350028,0.2831865120106625,0.4041137511451317,0.6285285769171001,0.6891654921307271,0.23755757706163316,0.48967824739627874,0.6235484096143791,0
0.17727853163066715,0.26682975705650774,0.347830452964328,0.273248811184723,0.2911756206826968,0.3043947799802409,0.8444773862611292,0.35097524984052797,0.4078608736894732,0.4335456688030861,0
0.24448353766576303,0.2732191283833233,0.2349430325509682,0.2511746503690293,0.28231561068397304,0.1591932638586052,0.6908066187647613,0.17097586749260996,0.15206510159981934,0.5939248247948531,0
0.22411463340122983,0.3993152862777957,0.2915113788344349,0.344992442745144,0.3085023622751516,0.37411028861367757,0.8527909041506019,0.3062517873674683,0.6749327898451193,0.5241957657813195,0
0.32161837792000547,0.2697946727827464,0.2666018608551949,0.3623671970871737,0.18885501858086862,0.3223844194057002,0.83861436127129,0.29119253326380534,0.6428300675178386,0.3857022383657347,0
0.08380185820309916,0.19669847178284522,0.1684966606740565,0.24138167726223125,0.24634150450071524,0.019659343719374722,0.7108776539140533,0.36477704941115285,0.7926936321704152,0.4118437252600997,0
0.23435720646098787,0.30425288714217885,0.23037887056216613,0.1770090253668566,0.22872349694334976,0.3926313599475779,0.6734470332782894,0.22793242673922065,0.3338257587354836,0.17062627303508437,0
0.2029929015572775,0.01679263566955766,0.23539393602331918,0.1928561655343465,0.23374171963135315,0.29487867802872636,0.5166095375921975,0.15634117531833197,0.8244027643655835,0.4266503496443682,0
0.2207219808421626,0.3187244403002014,0.247695682642526,0.21857769992398335,0.2547852523946488,0.352516721106853,0.7828834164407126,0.29121596235124525,0.24571112913425863,0.9850106378047443,0
0.13044232305424994,0.1835612953100444,0.33024459942638373,0.2553143652611087,0.09041655835830575,0.3558558677218124,0.8165608944667415,0.2734460957965906,0.11819096329884271,0.693761992311626,0
0.35259989774295164,0.22541068794541885,0.3018026629872704,0.31805580281927626,0.27404291924446955,0.2958053583428477,0.7569030517232287,0.17155167722270703,0.007649057203847898,0.5803495613421908,0
0.2103896767153659,0.18154534672770628,0.2538017431636956,0.27205333253762076,0.35488232928016483,0.20339772645655774,0.6159996782207329,0.17450819299131132,0.7879929725318819,0.9798503687760295,0
0.3010328592425136,0.19334080277021795,0.203162891143555,0.2266707144809302,0.3866305794242121,0.1507234316633647,0.6496464832613459,0.06521576638855475,0.08999290667217319,0.2655012547879282,0
0.20565231871640044,0.17948865600943242,0.18303685153378324,0.23704279198026826,0.36025144878981935,0.4609551057510508,0.9722095033946744,0.19122608682865538,0.9601246292480152,0.4637108130136316,0
0.3588128579352171,0.21412188825465073,0.21682231936890478,0.3576955093847507,0.2874165569428733,0.44059053403501947,0.850900376033995,0.2883367857159199,0.6503131170294831,0.7643981232348223,0
0.15153198036354604,0.17457957853000228,0.3343845775200137,0.12942369141166454,0.1463267052702647,0.2005188958998726,0.7766275172514207,0.09251697388152219,0.37301397766407773,0.9735944492251756,0
0.2938411241380622,0.2266921702688299,0.17465190438262457,0.14872209053937455,0.3655455756654835,0.32021489393954283,0.9280392363218599,0.25181755260151006,0.6155771550072813,0.2605974629684701,0
0.42920897520057133,0.32524138365765204,0.28731510790443776,0.14557981342894474,0.12979026783310638,0.14528520611576276,0.8757824264368831,0.18380494952614967,0.47497972389786913,0.9946504456954981,0
0.13573410696415153,0.30215186788213777,0.2637157355217249,0.2565413492712894,0.19918827096158637,0.30758809575322377,0.9014363267411041,0.21314955513742356,0.7469656071010341,0.3127902926936139,0
0.3440787296398775,0.09555572808382023,0.38432904272473833,0.27851636347637193,0.16720130392156024,0.18606799142302372,0.5599585987844408,0.45217602769238696,0.5878933054066294,0.9163357840565078,0
0.09990022043609834,0.14862085365354424,0.14260049210943715,0.23851350314806993,0.35890215637743,0.24861220886535207,0.8544614337555602,0.17940532732033979,0.7413784950837224,0.4936567895984526,0
0.287513803219398,0.08666187165920278,0.18775909496765103,0.26119008247929754,0.3377244425442666,0.09981403050591953,0.7375105117036928,0.2431255058792304,0.6171166848875866,0.2004892064872542,0
0.3669292368636471,0.3331311485958346,0.2244919564519117,0.24886511009631357,0.09746123068610868,0.27245385645240944,0.7717504769796482,0.3828895465589555,0.6500056525157298,0.7928651430904763,0
0.5597232758935746,0.2630827498937541,0.025610705231414538,0.1833825861711629,0.22952151503354487,0.028247548871317862,0.8517529909785005,0.32942314324815514,0.6531338352907277,0.21003138360201223,0
0.06601729296483358,0.19740808206096624,0.16917091577273782,0.11910098817099143,0.22874412786852477,0.14918484114003783,0.6969158466614362,0.2577951779145353,0.459339149809213,0.8921262809568611,0
0.30403495009202874,0.028017997849259624,0.18613197593518277,0.14653366036323534,0.12984619493779426,0.3237229652926916,0.9233217963688535,0.17919379250903994,0.31630113726741294,0.6083732375629524,0
0.2708950214642173,0.096188811292381,0.06342441752021138,0.2838787541355621,0.26811349050628247,0.18021393261042462,0.926131617929498,0.27566397610360954,0.6321683494121709,0.019373221044038824,0
0.29488344575319375,0.40599143436202967,0.3067345573485215,0.1371659709132059,0.24490373624751804,0.1374891040281353,0.7219393451677107,0.16692742021948753,0.6297426294097801,0.12732973798144265,0
0.27139300541678746,0.21576329757255686,0.4453936788657191,0.19138450567467785,0.16504020729731367,0.07241403345048825,0.895553257849243,0.19387825053636276,0.5018914694621607,0.410954598213779,0
0.1556846488446965,0.18854115593856724,0.2789785687359502,0.16827944375488763,0.28418643180942027,0.3368769895007411,0.7257379934896342,0.1966338000413972,0.8481273839195009,0.8251480268649061,0
0.3993289243812632,0.4170996078122593,0.3065344608012404,0.42085792856364096,0.2031903661340317,0.4893728228042789,0.7200724646117133,0.11525604547044457,0.8883106214722434,0.9812105634962749,0
0.2960735012742634,0.3420457691953633,0.27460636705705327,0.270858584849288,0.2745367338214474,0.3493366087793745,0.7714776570895788,0.26618044744830555,0.20645750315243572,0.37751812269644414,0
0.33334183640904363,0.21567940443802386,0.14170060348977842,0.25872014990312414,0.277590627954637,0.2970448722702318,0.6073352181486948,0.1139042006337643,0.8139819286325557,0.4821357733931493,0
0.21949437030339322,0.30164336746340864,0.29899813635377187,0.36807900363232104,0.04953429010570168,0.389883180399143,0.8031134786351751,0.11170050684117136,0.9028179761624463,0.7209590572924464,0
0.2849672133147204,0.2609227020425291,0.22376406450203717,0.3194273904071928,0.26613687398242614,0.26026715784986987,0.8262025653610491,0.14824645707404047,0.6247354461860132,0.5709810507983468,0
0.23645080573154093,0.39883417065883353,0.24865883241320444,0.40173194105001775,0.29852119809091976,0.012014353222542823,0.7294655204273759,0.41454635327029227,0.321491839229078,0.004113575996878338,0
0.08193028738752106,0.13698638136031577,0.10332984911769696,0.34352808625441134,0.18264531673643308,0.27478597085298506,0.9000077011013329,0.2552916169423567,0.35392935948048365,0.5588609892660137,0
0.3584214477236384,0.2062046292728228,0.4216359551384842,0.3786379645526819,0.2559899086675397,0.07190620967857453,0.8093714458455595,0.27164287175820473,0.625707014767436,0.6901201714870386,0
0.2823928024083041,0.16023498347460624,0.2489078764836779,0.08639558297808025,0.12082729413123003,0.324638437538208,0.7171845909966263,0.24566478532313013,0.11142569361386301,0.3558191605285943,0
0.33362910450168304,0.19689713875575202,0.1934024776022079,0.1921475780335259,0.062190294283717834,0.23924819457633473,0.48491385488642563,0.23672515295452895,0.6759559084451002,0.639618676166811,0
0.15695949412086072,0.28220769614714875,0.3518885856812289,0.41658280224652716,0.38404034366011097,0.3809054727401292,0.8513290199077445,0.2664406115374644,0.6308994598662644,0.8938810188035613,0
0.3243990946750736,0.2984600196704058,0.2898187891240513,0.35164827250765124,0.35712376333972246,0.10538218889823242,0.6269952760352299,0.4396867356179749,0.7001489108974136,0.6425525092935777,0
0.14296314109498665,0.24712288944111227,0.24681824113369824,0.23400731493583993,0.2291222106964565,0.08179588907524257,0.8035412125627688,0.2187330417056729,0.4346310104282628,0.8494056820123437,0
0.26290843468713293,0.03977410293006298,0.2652159150475973,0.32347477684261927,0.014551650395136062,0.2256866485941677,0.893185531700172,0.2926279607003267,0.8812625567267486,0.31983081673219826,0
0.23946033223032218,0.29327516104977197,0.28457613802299575,0.29720397823028993,0.25659289748954145,0.14984705265633874,0.8210283418116123,0.19482444010773473,0.507029244920689,0.33453667476815363,0
0.2941822728892384,0.30927213332454806,0.15837086657328867,0.21322223516081046,0.4735901580835871,0.4631229831807335,0.6892748334203114,0.18965683564506297,0.8018211450572963,0.611478613986681,0
0.36241687450514964,0.28680589524650896,0.3007053436328495,0.29526566957568107,0.193697509253391,0.3249357620584531,0.6901507013730792,0.47164055990237497,0.4495171775438289,0.7015607425957311,0
0.2279792813591422,0.46337093459417167,0.26204874482043466,0.2480221352974023,0.23016660659986077,0.464937114588601,0.7137710636485544,0.09877688182189073,0.2906397364471712,0.6350261547802841,0
0.28890742870925573,0.14299608270962233,0.2910842241545737,-0.07556020042177669,0.3467730516445299,0.2054619689778346,0.8296193387924349,0.22426350107098117,0.9511405858903991,0.29953017795629167,0
0.2654295023419496,0.32711120127364046,0.2638501446396662,0.14190221681737245,0.12153139024209489,0.06552609146078278,0.6694960678147611,0.29591297493483,0.38961666350215296,0.04474182498552648,0
0.36669606897404655,0.3337214914771346,0.2979378407167937,0.32915275832608615,0.18717579218153324,0.11545442894681557,0.7854477428329235,0.14108365088057423,0.3374457229794464,0.20888024386679338,0
0.5111691368627912,0.19392117125182465,0.18666764421490536,0.23664011378922742,0.20682273318041036,0.3617810836811994,0.6909028609840749,0.17817442460087757,0.7175719772064487,0.758330597930628,0
0.19616778593285397,0.11632700231846374,0.3701409447823779,0.29311347074088867,0.09103308511180463,0.27492382086948486,0.8593683936979628,0.37864665627602034,0.471427447237172,0.18910249883551422,0
0.23030206944386858,0.15704589835641702,0.2116965610327794,0.1418472962006857,0.25274154590512454,0.35731675091342213,0.7004117183951886,0.17051018955636676,0.8456908382620144,0.12793317028265083,0
