s0,s1,s2,s3,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,cluster
0.2006974643508668,0.22013741184222713,0.8301030303691906,0.003989042745991683,0.8919975260041086,0.4441200687030574,0.9286880897978055,0.055761545487239106,0.5283810845558349,0.19868799627621647,0.23650880220145498,0.2165916648552646,0.8380437750147468,0.9638146792950514,0.2557489540282103,0.9790629699431203,0.832041051738703,0.7439044673015376,0.8095829375992412,0.8892225325254808,0
0.18579626071785943,0.27329053725360686,0.7612401033436632,0.007884299337594297,0.8022688255900696,0.6748757045445767,0.05079034151279371,0.5637379704411462,0.8501653954989457,0.901425958605135,0.5149873343948257,0.9588004321781473,0.18330253211114833,0.15278345111641956,0.061494562647376516,0.4767239313167162,0.4896826725313643,0.6136260326961704,0.3388625676350234,0.08919531685865423,0
0.19847288047955788,0.297924469863336,0.8879542234626701,0.33588136449165995,0.8021499179952507,0.20279303741635424,0.5773744183900039,0.003098745880308784,0.15171231767686222,0.3926576052487364,0.9475969511776611,0.4812771232813249,0.5005700377792935,0.06627981852191656,0.6989177725086348,0.3313561918122989,0.14154380362091423,0.3642948773306114,0.37889704393500523,0.45375201881791116,0
0.24090857236241203,0.324407084801954,0.688789763368999,0.14090373036398013,0.63136001397301,0.23907936406280883,0.3830683218300803,0.3767187913735075,0.6556793695232607,0.6446991676941188,0.8807178445520774,0.6966535336306512,0.32843161971119905,0.3473969176570537,0.8035677648055314,0.07003267410657676,0.023934087509904223,0.520384854772927,0.6420786541115217,0.8772478574843134,0
0.21782773459271224,0.32220162664195046,0.6481700956530603,0.27063098550968145,0.11578678061718173,0.9896174891072537,0.017130352611550936,0.5473541372693869,0.7541684122604527,0.09201902961597841,0.5470860512513434,0.915150879231617,0.559783894817529,0.22463837778592144,0.037551033941012335,0.9656952888148805,0.14265665060231691,0.9705861445562307,0.8251077726084665,0.8338862776194966,0
0.13157526119965413,0.5208899725064404,0.8205743524688269,0.3163989411573994,0.9532774055486017,0.17504402513431216,0.43153892049066167,0.5719099982056419,0.34232636416806894,0.7199665268858325,0.0677674789076037,0.5868826442607958,0.767946722957689,0.8976406132855325,0.7625902522533554,0.518609409277522,0.20883675850627081,0.8829249893780627,0.6260017398524906,0.25583125972807563,0
0.3624912258694752,0.24442818386055587,0.6559298326271722,0.17577634691037852,0.4509497964765997,0.8625828413508724,0.19923446623951346,0.8593347825027708,0.04618177368420184,0.6973592113090165,0.4574443492303848,0.8642246537099457,0.8519741056528086,0.571782217534886,0.3882683973233947,0.5605318717204836,0.7880679919024185,0.46484618797547006,0.38557218256413295,0.6168015835068775,0
0.40649596268158394,0.48681656958892605,0.6144247403496584,0.33302826924008494,0.8540003748690336,0.7689625937167036,0.6639085714935111,0.46242681329088353,0.9226511121962689,0.3997094627422376,0.4958997638332736,0.7738314374448123,0.34454442147800834,0.5812406681055217,0.3704589518735515,0.9102281303990154,0.3325009334925879,0.19510984135364973,0.4378481569043542,0.4140081287755121,0
0.24782076324875224,0.20493884369110626,0.818872255009391,0.21125237168156755,0.7115676588840079,0.422670743306504,0.7540772287642544,0.5713519475367886,0.6692999129660965,0.07608590599302378,0.07708839071919327,0.864525185330839,0.356357387382394,0.3519617449614898,0.8863180580274549,0.6751866294080885,0.005458532094054891,0.36122632232398866,0.2981742215545944,0.11576549700781236,0
0.4126385323286218,0.20041349583267265,0.5049194779731127,0.23233876621078903,0.8075083546056833,0.2673929707683025,0.7792582666038587,0.03050767221731787,0.8655153807097944,0.10921527416968924,0.8874430422125599,0.7445072228273099,0.2087866094815588,0.47075466969532254,0.4164891565250921,0.17235927662645878,0.16028392264716118,0.31833783748308886,0.6778245945636868,0.5444023693676652,0
0.3038357955223386,0.16512629071393775,0.6749284761309651,0.3745785445703896,0.9797850676659116,0.9628226012089827,0.8094179835815362,0.4506978987667536,0.839719196724814,0.30275280096370016,0.6146054036371009,0.35864705352378656,0.2265897602516136,0.0034560663579470408,0.6047517084294604,0.9269254537428301,0.05655298592968694,0.47487826936823063,0.36057377678191105,0.23879251910022947,0
0.3525767385545041,0.2147255706626542,0.8224581066797921,0.17475891825207093,0.8192742850589879,0.6544199337949729,0.12194185987037454,0.9631943847028828,0.5871786936398453,0.4319192243326696,0.1014877990301799,0.13875327463366038,0.3778060994319249,0.46866075584025857,0.9955980060733143,0.4329727276888281,0.6786527941309958,0.6557469912667873,0.3797747547619301,0.8633633202296418,0
0.27026960693136753,0.15291423782307156,0.8320643359856144,0.49772101056586215,0.5223666296587095,0.28565104972408106,0.2802146809636371,0.2842326744181338,0.9198904480591389,0.18748704569005037,0.9207351435394591,0.6673291452827289,0.03963170356755452,0.4810760634967276,0.5406133326340283,0.3397873654402672,0.17220088123479238,0.9556236440933081,0.05145179052499904,0.20892713051010336,0
0.17568582210135228,0.20130566480312237,0.8722499919450942,0.1286470160054362,0.3841863066602934,0.5214409654350637,0.7990970292563293,0.9178847369621446,0.6838604217245962,0.8253913417607714,0.3626900412593336,0.5310894311410517,0.8992079626601114,0.5373002466579718,0.6486376648278576,0.5285477247923046,0.1605632786947625,0.6851523785396677,0.33669699045422596,0.5131302023178091,0
0.16745353875826888,0.23663853507066174,0.6691304918166197,0.23676874819905394,0.5039305005125906,0.23212998309479282,0.9799589350030443,0.05007941563281593,0.2671683567313964,0.21331410338247858,0.8707412658169672,0.8486813288314491,0.09275118316004838,0.8494003904663672,0.38409525312836734,0.4895390028745207,0.0528886891703243,0.8924976196861514,0.6325914111439527,0.3332067149061645,0
0.2719784232295556,0.129428652197154,0.8287438268059472,0.3810867770735136,0.05403592707226912,0.6296813981311572,0.8590428243448487,0.7080709543003982,0.31977699688176797,0.490633078670773,0.5210643690519223,0.9106067603792686,0.024812357492838943,0.08216849307466434,0.1290101989810999,0.5727210046788356,0.5052075785768378,0.9676698455876792,0.6449423896372395,0.9370299750709364,0
0.2784568485255682,0.3095608489582964,0.6433867683849407,0.1791898147113764,0.6349439073882123,0.2427526586262846,0.1187428176078702,0.4812723832505983,0.11860379765348161,0.9579578195152624,0.31722638904830236,0.01583911392208337,0.06582076306787654,0.014235320581036937,0.6295776588187426,0.5369864991282278,0.7178254230682208,0.6063565981651358,0.840278379392298,0.05365970502778106,0
0.3743957472062479,0.17029987654724604,0.7230070761949702,0.1053115513597919,0.7664343100155646,0.004097661861968138,0.12859150588428736,0.6546682729590865,0.16773055370059686,0.009760244480142899,0.04878915438582576,0.9635296827559792,0.23979923679532045,0.07206795368143726,0.659744928085962,0.4339010302741235,0.25258147707468315,0.5356477867311886,0.6450333601840538,0.11361149146399308,0
0.1094393409317301,0.2301936931162323,0.6643451996125243,0.5494251311525962,0.8182085452214458,0.852889533306662,0.6151554689939241,0.9872420528591458,0.7096018679919317,0.5704438406740542,0.9924142990527224,0.8645542025948567,0.11437265073248282,0.7594422753747663,0.4302365099473193,0.2968309447720432,0.7531514463303661,0.9219162549006599,0.4273511978278526,0.7363962769552597,0
0.3310836025144586,0.2881655140747742,0.7844234764737597,0.2223587428063736,0.47419762552808475,0.21149428914763957,0.7519671557471611,0.49046697684680585,0.38549723728488416,0.6488074134940809,0.2159933164958494,0.7843681626840736,0.7458103009154169,0.7709649387986898,0.34681953971346524,0.7859344466031121,0.23628602801179077,0.6931221938388845,0.08051678979416832,0.15656566148652018,0
