s0,s1,s2,s3,s4,s5,s6,d0,d1,d2,d3,d4,d5,d6,cluster
0.23717203697239164,0.31307077124422744,0.2986315055282363,0.7917859854155064,0.24785688386680196,0.6942360880065813,0.28811848592205325,0.9524756991151947,0.42095253627468343,0.25823767263317576,0.7639629346878923,0.7519855368847091,0.9813534427122967,0.04592440707977741,0
0.33054553232660266,0.16155520142374089,0.3352770776646712,0.8624496411459199,0.3616568024119768,0.6711289230769121,0.1691486310755805,0.5733755742401481,0.7434106451836484,0.15066260713517832,0.17798563648132382,0.32530187550285106,0.36115930043613975,0.345257269636409,0
0.23195231887191758,0.2035357024161043,0.20179933437598907,0.8417157489048978,0.1544211699639591,0.7371681170166393,0.2822472909138388,0.5475602762036437,0.9058866586715363,0.5279117341279678,0.2159657243371259,0.5791150844109026,0.9165862207814574,0.23150129834344557,0
0.23461758517329195,0.24932568570684358,0.23152085995356358,0.7805460765743204,0.22609182004312223,0.7599788322784553,0.2673748120701658,0.2242850562943116,0.09055792096296522,0.02852925138165263,0.755953476260438,0.9263443538916913,0.16190147078129868,0.6946805312276848,0
0.31478924051451984,0.2908355681649622,0.23543492857043538,0.7820035394946778,0.23892700990309648,0.8396926736462671,0.18485449825305217,0.6151188931808169,0.9905681193578286,0.1353937618432277,0.3780915043368671,0.8693207492280414,0.2498491972840967,0.20872707406965751,0
0.34431240044270284,0.2437920137231584,0.23978580912091357,0.8156052305144725,0.16868624125797815,0.7993600144619775,0.25266935565928045,0.8041351546072596,0.9122862983790024,0.621887506515261,0.4275936583353026,0.47720371065698697,0.030557895011571135,0.5119037284189588,0
0.22067222961399566,0.3255928609515584,0.3118797989349072,0.7512340897787824,0.21065523730026448,0.7677570222702892,0.18911302996617063,0.7722762950038021,0.03529969683515277,0.17149263056858866,0.30936598141573146,0.15469795739995484,0.779114898172975,0.3360374096297093,0
0.2767392211676671,0.20673600967456363,0.22371481655470288,0.8058907220492125,0.22980412709504208,0.7454726643380118,0.288848094336812,0.8422581380259904,0.4573769600963754,0.30612126856448874,0.014247523572793463,0.7700607502648067,0.9498132184909942,0.750490906877262,0
0.1628863480065325,0.22413485530693372,0.25564965818774155,0.7631287148732884,0.26712992682221687,0.7422185911871303,0.24211703056999173,0.20331611219981804,0.45506792508021554,0.8945698184299826,0.47883961877685755,0.2704931997158734,0.8989275390137074,0.8934685956862651,0
0.27336113475044976,0.14881188793695177,0.21973545733434705,0.7853932610275633,0.34557792812239296,0.7301833746299201,0.24635208194539154,0.4436973750599196,0.9620630250052018,0.3860877324362343,0.7833712155022846,0.7820547478813238,0.470816585003761,0.854944777164282,0
0.2338065181277339,0.2804695665438768,0.2532033383579463,0.7608880044059122,0.24011737488116433,0.7196224975622438,0.28011567670688714,0.4923709180638308,0.37778920789174364,0.10732404784759642,0.08210891220674221,0.6354535069945363,0.5611119594237313,0.21246093523357334,0
0.2109322796742,0.27934639946555573,0.2213787051526852,0.7385371151394112,0.21407837425806836,0.8883827594792076,0.20515312173235892,0.5386824719418278,0.033126077727101744,0.2742797400006396,0.8382600444321938,0.7821475625328533,0.5805760023864923,0.03341715122946376,0
0.3066562120282854,0.2725954706252539,0.2262682996547141,0.8142822488572323,0.19833480353726612,0.6779772264260451,0.18037625522384992,0.9644148375454182,0.5985243327924624,0.9173490660875759,0.9913369446860529,0.08490164728204752,0.5621203109771412,0.7455960707863931,0
0.2051598779552246,0.29150804976006794,0.19862154947882327,0.6898259530592505,0.19885843879438653,0.7641644505894154,0.284543290860908,0.24842047072505336,0.3274367518798238,0.880613473108771,0.9007798517374566,0.5428641970080301,0.6656492939112254,0.41266039356839124,0
0.2999226402909495,0.21294462957964636,0.2589515935367879,0.7581083765042996,0.20950658575022485,0.7746519033405126,0.21713219634436426,0.5971981985695084,0.27431631958849534,0.19626678731072356,0.9965682794945968,0.46831777592510526,0.14262455886909542,0.9238546037678482,0
0.1220412123509208,0.24854942541942995,0.23008222791276586,0.6913810544289734,0.3234888490582387,0.7823588376089989,0.26407623956838294,0.5140298434814342,0.8815437400691698,0.049890751485143325,0.2304314688695227,0.6942440688822625,0.42116977649081233,0.7684121205917831,0
0.2122340514367198,0.3060481845875209,0.22880303525593607,0.7630218275263756,0.1513520325245682,0.6582048496011254,0.2046252398131115,0.8972147005975861,0.5354799853583251,0.2824133612895302,0.12414873840839302,0.296100282985567,0.5696603925524047,0.9173100534561468,0
0.2585555136048647,0.1767846380993935,0.25123904798875396,0.7932380980933602,0.3093657665196339,0.7397331652171689,0.24693262148411393,0.5733188066008249,0.19650405941511895,0.8301720974793029,0.2545590251896559,0.5077157653024749,0.2829617062098493,0.11956814406362071,0
0.3094597277249277,0.2681682524563015,0.25706080194896436,0.7959047513153579,0.19305071749786923,0.7912834224111366,0.34668366492637026,0.8412571269834735,0.2475670808458157,0.21742390765050357,0.8787075777969137,0.859010618699886,0.5206169290317889,0.6395953036329725,0
0.22836128735320116,0.24103199957293497,0.3125733548579506,0.8320056966000562,0.2532612051885472,0.7892321921531315,0.2729556628389242,0.7918025650764945,0.3032968960473601,0.8559894433442917,0.6067016238208258,0.03186232476803652,0.5165147243971067,0.15994590647772955,0
0.19714966988193183,0.2956464340185311,0.2625563817260935,0.7976557569259419,0.18904882669768558,0.6794619225939836,0.16080985869104403,0.055239373910161316,0.6351695247254556,0.5773638246814797,0.4992860482602819,0.6229374254842869,0.5675555932302878,0.20174184669596362,0
0.20538961213377765,0.26713148670951953,0.24093995506183533,0.6964319614342696,0.2273277067860211,0.7665415157414392,0.29619196585697977,0.18488742189296914,0.054074461696474896,0.2675741434018879,0.04930775387568298,0.5567498285910693,0.9195156535919395,0.45521207149928933,0
0.31453012602002417,0.23248926630661815,0.27387961176056064,0.7616907729077627,0.290450981767734,0.783418112096206,0.19571079751081077,0.5740324801592378,0.10773408636811199,0.22177400723116825,0.3271188756019676,0.8206130442390303,0.6606290638739982,0.289109771664827,0
0.18786343712347028,0.27195852039050883,0.20423682821246117,0.7207891007115947,0.35681491540262006,0.7284847372484677,0.28331878132240984,0.9498283004447651,0.40627057538281797,0.9910034214850707,0.7873234609937282,0.38978812301201304,0.04789678728019342,0.8695823782699847,0
0.21510587597757427,0.23948677879557745,0.16949877393956342,0.6575577702059286,0.24265359479939647,0.7445536869145821,0.252825046227563,0.2585081447621371,0.2040548791613217,0.31427121064260766,0.46695824408240283,0.19494642746789148,0.3488001401067581,0.9320398925828071,0
0.24212957951625777,0.2123735236026514,0.25501065810996815,0.8039411041264449,0.2711797165425798,0.7835611648834245,0.2754447380022352,0.9584758994372182,0.8127893639598817,0.532050247996908,0.7177157140387326,0.9128249616409002,0.3532410005172416,0.055406238608246894,0
0.22049677979885463,0.2611483555282261,0.26553975314325395,0.7666657528991268,0.18094355712233684,0.8546517227353349,0.15386082672609558,0.9091700198074084,0.13473465205660617,0.8497067962994758,0.579723429726649,0.9131407106217094,0.6288150562605604,0.9268212253081942,0
0.20365890419025456,0.20442201046605185,0.254086715324595,0.7707572187939856,0.32480910044224715,0.7499699685106921,0.24456253163444777,0.5870363546047653,0.9723866704742498,0.20325023246927454,0.4882276443344823,0.263910722481447,0.07733779634943139,0.17988335568476788,0
0.26696431424904105,0.2301282170185865,0.2264975547918988,0.7478031329464501,0.29718942612707605,0.7330317864610691,0.1688398841866552,0.45382397439882294,0.07216866437062419,0.44947058537173545,0.9304575657290124,0.36445037795066604,0.26004594095915456,0.9787423310528828,0
0.28736944745816523,0.3221199409547955,0.31330618437100505,0.766302851839162,0.2052871100889169,0.8398729606167801,0.21366014748544054,0.26727807135428727,0.7974094498991022,0.2523978598812783,0.5914335533946397,0.2555486011326745,0.23944483115602155,0.2049337571229335,0
