s0,s1,s2,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,cluster
0.3460389019103811,0.7508538767060099,0.25023676437173764,0.17555222571623663,0.2589973011788389,0.7142318722947316,0.06042864168731965,0.14809717360708563,0.46028671626765594,0.012169158431508786,0.21982217809371252,0.9025714654190486,0.2426565949062256,0.5650722504306135,0.6826720426850357,0
0.1951788723704958,0.857424070675927,0.2404283202884202,0.6018558181011409,0.30749390054547066,0.7395728141441572,0.5709092776352562,0.16208838415039195,0.9453695315557853,0.0056397594724226785,0.5409025476714125,0.8312467447492217,0.2741896037918178,0.025252728296813354,0.6737013331694106,0
0.3582967331393545,0.8051379637286943,0.2113727117529763,0.3785869141160879,0.34588933886862394,0.32691651157100565,0.47226852140863373,0.8707202269519978,0.313631251356018,0.7660725039451883,0.22363425316884455,0.6180141077370389,0.7557743227198302,0.7825741354572695,0.9887241710962078,0
0.2588589877560887,0.7935142323637216,0.21278382881076907,0.2898451098262371,0.7909342418572194,0.37265751269847125,0.8555024680447045,0.5775442641858585,0.25123998008148873,0.420656080704341,0.791849030222569,0.5532243154810108,0.8791711883452809,0.596289140536728,0.8674854479442055,0
0.3200395536493778,0.9436411155100929,0.2704052631850313,0.2123313462514964,0.8365595039197211,0.2325292405359689,0.468416065853138,0.7497443116777385,0.3991469863191808,0.47724487200294885,0.9559742812224576,0.8738045106566381,0.5918197525472736,0.05233187540745665,0.9053358257221057,0
0.35992782438303034,0.599442125101083,0.22849171130688467,0.6511108608329306,0.6542014581592961,0.9156298601488356,0.92385098690373,0.711534268889367,0.566801513849948,0.14527645837688818,0.3227834051225079,0.20369571886691895,0.35779745383872963,0.31027994485744825,0.6157642404967073,0
0.2642405859392725,0.7592134798912944,0.1657747606365051,0.853078072853566,0.11544310575047068,0.939921615423702,0.06604493011113033,0.9168819620862977,0.16227801332993264,0.2193951051609534,0.042246440970632126,0.3435295362590278,0.6528507157472414,0.6249480189036798,0.8668370928285234,0
0.2823064874066987,0.7868642957692337,0.2729753303049434,0.23545444859484532,0.1730162568421707,0.8065457656259483,0.28336279250251173,0.5162800676887863,0.4058878179318397,0.693286179681941,0.556087854853597,0.713642068063275,0.8861100098342731,0.609860284587806,0.983178333809878,0
0.3604700643862947,0.8367146883665748,0.243176788356519,0.9281635775888607,0.9087266911060522,0.6464904094274688,0.8803958551429137,0.5867203967711692,0.9664306718683825,0.07432619968094722,0.36238844734169207,0.9924390947182324,0.5446767712423748,0.445713684567536,0.34091562688135624,0
0.2885145488621095,0.7029328120474844,0.33006872975612317,0.23287655693049247,0.8709472831622312,0.8701418918699229,0.9719838502026984,0.40317879377715105,0.7950967754314147,0.7824915622989324,0.3680568869391022,0.21474249936869105,0.4898772754241537,0.9417436439813998,0.8897099022502767,0
0.17380193495001645,0.8407888000466104,0.22855483891722095,0.8042714092444602,0.9260227892796483,0.2858987079983112,0.04306328587012476,0.9863379362143954,0.1253696972270424,0.12058843505361017,0.018805703450535893,0.25188283744979023,0.34264381956394385,0.9558442476372143,0.5914430331984698,0
0.2754773366927562,0.7459628086338499,0.33104795512659135,0.7573816389661728,0.8886054582268271,0.11617536001234885,0.7809915645079565,0.7738907596243788,0.014230084696690404,0.2167496864377152,0.9558894622566976,0.42979402266561983,0.614771754699152,0.08759831936490481,0.7908938932565304,0
0.22291257428904884,0.7684474423946099,0.2362092895363153,0.6706844699610179,0.8877318558342305,0.22294308372038651,0.13783995943634164,0.6876850231008822,0.5671422177133378,0.556775689505251,0.2690003949281702,0.13138853101788384,0.7678476025231651,0.8063327388564124,0.2524391951593087,0
0.28467073442739044,0.8368191955577116,0.2761897584723463,0.2729493572381799,0.45974621862046927,0.5032121845417292,0.46654252594380785,0.4209842478112015,0.2601156423852601,0.2271041544440484,0.4449511184552546,0.021279373904774412,0.30508443994258994,0.4860216225683761,0.3262227073433476,0
0.28655963349757757,0.6323003628788794,0.23081400253484569,0.8517196918880225,0.9602065168496364,0.7185356895196866,0.6691652236752657,0.4920038904075603,0.8935808306751936,0.5331281378290281,0.2718906000430066,0.30469428309227464,0.727324422721471,0.7683260860202538,0.15304977166918476,0
0.1926278034716068,0.8491321590946306,0.32882675081681073,0.7609709802699489,0.3940953339570207,0.7707641634699729,0.7856436655388037,0.9084132167070457,0.5192461264085402,0.8326196851294255,0.43361668861233305,0.7028924264964743,0.6923558604740039,0.0335328758969381,0.5378148684319843,0
0.18626987273609433,0.5274509657231138,0.20132930230847587,0.6481028786178482,0.037211810005316814,0.3753055392974317,0.5634379839855955,0.5494210673975112,0.6692290847456367,0.15962883280530682,0.1181800583002558,0.7825592100577186,0.9318720360446643,0.3190351147880406,0.9467153207864962,0
0.21723809413134537,0.9664977293855563,0.3086423868927592,0.715616082502228,0.3990555249653531,0.3690386477105685,0.2202088257796182,0.6295367786606126,0.04687523039421859,0.8855649680625,0.11288552778239691,0.07285048835026486,0.4483562842605231,0.23624114604665614,0.8199202282515672,0
0.19368190209440517,0.7934725954777062,0.22964783439786268,0.6123844618317722,0.8094594470623863,0.9060863230618623,0.5585869534189614,0.8333005988153301,0.4552025976094485,0.8233972687381983,0.8386775491805529,0.910891154721037,0.2553944593230818,0.5086632769575281,0.9025832988488759,0
0.20179002774006072,0.6801521327061636,0.23113261977104843,0.7123471132101855,0.8039037908996187,0.0512793879054011,0.46395567535601334,0.9593730197074571,0.9375776459548163,0.9826254431336352,0.6316709650699762,0.3766242685898259,0.25021514168688064,0.6878642513779879,0.9966513173943279,0
0.19905873164719828,0.8755134070518799,0.3545124915094484,0.30530624853070654,0.2697642025131439,0.9570211738695048,0.5209448927208897,0.9551945893009193,0.1624305041363816,0.25971709860184733,0.03091296818755418,0.18032614164307825,0.4897503258906186,0.4867154327054888,0.9984672973703123,0
0.2930834453605965,0.8010338005810355,0.25585893557846556,0.7472338456747543,0.2477499099642856,0.5733138765267268,0.332338552610582,0.28263157765102254,0.9223122602419033,0.8287339939615609,0.24799076223445293,0.4540066245430284,0.06240007094316147,0.32681283030698693,0.5679650497401652,0
0.24899620870436145,0.896324689336236,0.17343308317923123,0.814102603627847,0.019930529915931694,0.1159263507060242,0.1932621195069386,0.8076539021548562,0.436379907547488,0.43308082137179693,0.23670079330997384,0.35739733243159266,0.11029887097923008,0.42474977614462395,0.6480299522200046,0
0.3497951347228401,0.718306392727465,0.2582322921189047,0.47004121438244617,0.6245749779845932,0.2539201808745324,0.9536092824488602,0.05907536182692619,0.1501601411181599,0.9601362918183276,0.9727936003314929,0.7930945941332163,0.23854626702238557,0.7868918544118718,0.06719400788371277,0
0.2300013427807463,0.7972414581150886,0.29197415982788316,0.057007428774331736,0.7084122522265592,0.2820916844731297,0.5282816153017272,0.5474137667645949,0.7727562667949567,0.9575157645380978,0.5508091025225761,0.663398371892137,0.42598822643414147,0.7188000206381124,0.8323030560595274,0
0.26555519378297,0.6885082424077904,0.24193405268312482,0.09956698859820401,0.23139022939754927,0.9055783896070636,0.5360726041441402,0.2418015238929676,0.663273304094781,0.878259655248591,0.6237572132346753,0.37936834844156186,0.5605881896749562,0.4336393444153195,0.1618214655438781,0
