s0,s1,s2,s3,s4,s5,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23,cluster
0.31690535852640184,0.8416828926677813,0.5544897996598365,0.31068011907941395,0.14588589803896843,0.9218851987118475,0.9445268534529635,0.6611039312973745,0.48851387793413803,0.8874040405381569,0.7546926762669318,0.2044481609089953,0.8602070345220579,0.9862352893489559,0.4485893452211125,0.48893445169889027,0.00961174340773907,0.9328787302067061,0.7163995867448122,0.5555580135814361,0.776250141602048,0.6408123740278321,0.9419079715546148,0.3534935034503227,0.9523703709420738,0.7732971805721776,0.3932913153423885,0.65070875493526,0.4334150959286317,0.5701872355042295,0
0.10022906759208933,0.7284809680446489,0.9953433538803328,0.20703249044332867,0.3834422228732492,0.8730374647969716,0.19995894277138937,0.8701593638411588,0.20555300453765069,0.653522568508585,0.7841726715518971,0.14643374451748647,0.8925943923240858,0.6804301867984893,0.5504871517727732,0.9962277713348263,0.7615751528213639,0.4504361060408598,0.6192402639838563,0.05699822941671118,0.5078374089223994,0.23048894531922937,0.6339544614482898,0.30641933614929007,0.5634057750601669,0.26488461025426746,0.9607829412227656,0.3045857802466605,0.36795157281198865,0.8602751846160338,0
0.25126899362195415,0.8929596884595411,0.7604634470540176,0.3116787944374798,0.22130070307383204,0.73966651428581,0.8370052158034805,0.03165833360053161,0.315980727123637,0.41802110416405636,0.06809640155507324,0.7412266259552602,0.5956854631270748,0.33419204175705186,0.9582219518718559,0.17454065767634974,0.2653696060175902,0.8056592813913056,0.16961407755406854,0.9245072151701945,0.7920047875340693,0.6957779572140453,0.7758453778570533,0.5312265497387272,0.2302660612741606,0.9140503697609267,0.850798498237102,0.9689177253340256,0.9062182443341928,0.8078462208246528,0
0.27285394672011587,0.7862877068669992,0.6145075639551693,0.26494043073384227,0.27781746424996423,0.8379550864777945,0.9358189839908643,0.5922693025390166,0.4932148862479727,0.44311547124910056,0.22917830895642377,0.4865078458878658,0.5766479425403923,0.7307982579168649,0.6307273269554883,0.7192446323584973,0.9604006358662754,0.1320899692422397,0.3300306994412122,0.1974618181869342,0.7509309861411785,0.20050661159944627,0.9537903307735562,0.644540370727595,0.1706668474049826,0.07829944077322581,0.6959490751912986,0.7719228132308815,0.9064888912663859,0.6313781626774932,0
0.1293769616293844,0.7190255003785155,0.7059297039632716,0.2013536759535614,0.22394267499917192,0.8727598152251065,0.7671173333494982,0.9842689939760183,0.8404532281769281,0.35351512848722,0.8455409913279992,0.9193722916105043,0.5997583793391962,0.13483895534117074,0.2858025116516115,0.01773346958127242,0.38556520723944043,0.9640362346856877,0.8121344100785224,0.12347771874770697,0.4031375875131138,0.1913611822304745,0.13398767554370994,0.07663360312720569,0.3247051378646324,0.671974284513814,0.19674945827240886,0.06096622648490324,0.1368354751516132,0.26148444543628035,0
0.2767294525507842,0.6789610511767664,0.7626828990607927,0.2772862681110174,0.1315380477900439,0.6288836583028125,0.04953081431949502,0.8931449331601321,0.464664876665256,0.13156121963234058,0.8536775165287175,0.8247639549878478,0.8049000649426125,0.5448143536342983,0.36390065947293304,0.3848395931003594,0.0004616313912219061,0.462940803389014,0.032820107687572375,0.4577645078893876,0.6206611688688635,0.012761832044322574,0.5846066383237258,0.7199364623199284,0.9894621249488218,0.8716419921294293,0.06955958851425148,0.4944546805251431,0.8452771162149214,0.8760454858748465,0
0.18475221843229733,0.8646005395434022,0.6929682147382715,0.19490199910275977,0.12902790694283367,0.6867548180088863,0.8965995826216617,0.19788682690618475,0.7167195998295898,0.03798202390730565,0.7069493719605383,0.15416482555777133,0.07540269688398726,0.13194968466636725,0.49412897796372424,0.6937949777536916,0.6702878662437902,0.19550045039849795,0.673530185986297,0.07153115702763824,0.4637293492322059,0.4601409135788239,0.6181439531261897,0.8013514317529796,0.5058899314368344,0.38271775211890013,0.6470796340781175,0.8447697080832093,0.5818097792953689,0.470215071043233,0
0.4511829252102315,0.7793049694667896,0.780721774834558,0.09794742802149153,0.23863886586460495,0.8127525365944381,0.5854462444427854,0.41641043509156994,0.7303845012254563,0.5289188729502113,0.5007217555482399,0.3165885201136416,0.04767739871316734,0.3614285979535664,0.3183359527653137,0.42104813082957515,0.38883582467776834,0.4923421325879247,0.5613380992169027,0.21847859830377503,0.7576645841451936,0.044918873708455376,0.9161751497912645,0.8785123247345241,0.4804471706251796,0.07704042518525389,0.4757572606523802,0.2745704706066301,0.3450495450009152,0.8546911352081118,0
0.10646164285863902,0.7175005736668777,0.7775794220509789,0.2548152528762873,0.25558473912410823,0.8427585727638459,0.3358650746563835,0.8989085557440972,0.7638183224699981,0.20372643893080322,0.7908356944278362,0.8321616684962125,0.19331272985534542,0.20863568459242088,0.2722201281110146,0.7992060692597205,0.9472775732290016,0.3276243070172219,0.860402160127209,0.037064314958922706,0.5420899624047645,0.01632159884066131,0.175534258923273,0.44981188940901917,0.4960474907814558,0.7655767657635391,0.9846399085760034,0.8779337824165451,0.8472507036151042,0.29459621953153214,0
0.1812394971888655,0.7063144704019833,0.7517594034073893,0.2482030065162432,-0.0031440426302714597,0.8193097133289853,0.9809468826097426,0.28184454385817836,0.5635007484203165,0.7659769895854022,0.8154466032954845,0.9199566049336085,0.6054460793742635,0.8330044839381048,0.7852418909591145,0.33973152109197724,0.8928953581253438,0.15840277229160893,0.4678756337668166,0.9207756962961862,0.21452674963725837,0.019200274666064998,0.6765598342014808,0.11375468450699044,0.9081117181055472,0.7014750630184684,0.002940287307581002,0.33965704944576636,0.8638495700256212,0.17316825884920428,0
0.029925610850879303,0.7575563719944908,0.7214230540064444,0.29537566633039825,0.3112505567183337,0.8675568374118985,0.90816866504115,0.7468061692750884,0.22584917459638254,0.9287550099361052,0.4519210065130179,0.9389867918109392,0.05273649679515435,0.72297626403083,0.37330848330669675,0.09879617355499959,0.09316565428547652,0.4723680546372995,0.21103710883002913,0.9759031123089047,0.2892406765309472,0.5418587816103172,0.05168381719344384,0.8751310514694285,0.9479590591734699,0.4117960286095972,0.7765716173446433,0.9624679566987264,0.8797596068314043,0.5165343706092453,0
0.06129960876895685,0.8095107611957216,0.6589226881104882,0.28340029052355703,0.11583825305074333,0.6763000498165961,0.4003605336684116,0.5576623353818574,0.08725703577783361,0.4713673639435907,0.6722531428038802,0.6455942606688366,0.4061337162955705,0.6796108665327951,0.15049092240278983,0.8143074639957755,0.3241384179809472,0.978800978546162,0.755108003795261,0.6928890016846739,0.43092926033904566,0.1455366603707483,0.0746809354278567,0.3444748239875286,0.6756110197015295,0.09472872152782563,0.21419434199449072,0.004983551407393483,0.7703515841303489,0.10917058274313718,0
0.12242748467549588,0.8780385934219941,0.7998299220866765,0.26782388550656216,0.15379136249250347,0.7594451506003458,0.2746706345319262,0.8180346842379654,0.09464770017364532,0.4683882384475694,0.3075273756585791,0.5177743746819773,0.057715526151049246,0.8979413143919069,0.8347671286690832,0.06375619627659268,0.13241359690331234,0.42311215047209194,0.384199659388892,0.6773262237465685,0.3581505602600884,0.2519320156737571,0.3077425163398585,0.9382761730406708,0.9517495134118396,0.7471528147388992,0.6080849722504766,0.6025067960756295,0.9064571806706809,0.19234149042491067,0
0.24235044878574544,0.72579646818095,0.7490951519045392,0.34716949026305816,0.36239793475837073,0.9151897383539673,0.2537363962009658,0.8539792756534388,0.6478834770160097,0.3823458024731189,0.7176915690728307,0.6974368544342104,0.6342708695177638,0.45433966059632613,0.7797745546010593,0.8153289547198992,0.17162319242006607,0.7501917930916957,0.2790229906548699,0.6685213164852613,0.8280968360939067,0.3096033328346395,0.06700926271938756,0.10801102214166847,0.943261613470015,0.7682922132854902,0.25236086977995364,0.6429423598421152,0.9747851777500922,0.34068125567498586,0
0.3084961551433669,0.7166084367060338,0.552235838207809,0.2744629460628552,0.4633308556021527,0.7794075063621746,0.9711981086627998,0.7636131633360884,0.9443250168094481,0.57731036867012,0.7128629678380928,0.7675282022257259,0.6808004250701257,0.5433427556279342,0.2160606290265742,0.6838755228981818,0.00828415698783691,0.22353540498152824,0.9695962068484768,0.8597981555219992,0.24109101191372717,0.2657825260648502,0.15453491494688731,0.049369139986174204,0.2758320781280623,0.2459135500438796,0.3303592039592316,0.8188329528563333,0.25774147407976455,0.7336930015359094,0
0.429984698140103,0.821132186167367,0.8762445452307357,0.23529480616132553,0.25862978212771437,0.6056922718933027,0.7182326268838831,0.6052411034252819,0.3594536235649882,0.7637907067343369,0.3651988882861962,0.5506914691461398,0.382244391270824,0.3845171406148359,0.36018839714260775,0.8610150188338607,0.821710097754708,0.4139039503404728,0.8651756678724856,0.7806322130265279,0.2382411478304659,0.6849464152988538,0.4873202731394395,0.8792354820106334,0.9285762534547812,0.5733078036022793,0.701580188247813,0.7529758365023377,0.5853450794532143,0.7091090353644248,0
0.2478012965298312,0.8135288182738631,0.6621049929269811,0.23392589579220263,0.19201574797938803,0.777295376902334,0.05127826495608068,0.7350408892287011,0.507635020103766,0.511218421115195,0.05085797498017974,0.9169821654107161,0.023525911388366127,0.5375242548462742,0.40444074233092564,0.9331205070955727,0.7489629643809205,0.33522162856337223,0.9640005250895043,0.747916062728531,0.5237156053059414,0.8787399844321675,0.34966042774283324,0.8176590363716462,0.5588624200888644,0.2456838210924337,0.4610737136817483,0.9288580340662094,0.5864288646103133,0.3761572836519447,0
0.3260930340415994,1.0149964686082575,0.825923934379899,0.2229369864108181,0.12874910415180515,0.8196553804497696,0.7133533534517764,0.27636136997476446,0.24040354965055621,0.4474409811858001,0.24117588883668473,0.7551443430637095,0.17309933934166166,0.307149430540395,0.5898709928424469,0.3031035582821041,0.6132232990845254,0.8259528964508143,0.00815969255714466,0.20048469570667937,0.8265293305510675,0.5318216392661292,0.32500787623655913,0.636621908321071,0.7290455573793648,0.3588839320129189,0.6235142290920709,0.12466437539031194,0.1104294030389873,0.4430169360277669,0
0.221786790699797,0.7049476891603983,0.6648106944492587,0.32811798142023807,0.015716590467892422,0.6129993420154161,0.9139116064089634,0.9748675002761367,0.4508932470200756,0.04640423655400183,0.25731248039003873,0.2645806794198249,0.9070788972521586,0.5351993153129154,0.5483496552915134,0.21503507711755743,0.23747697150185865,0.1480230943896994,0.004923646615938915,0.3966055772701843,0.9384777101109387,0.05434474507984799,0.8813712412925199,0.45660378580472516,0.8114533988432031,0.49536972070206264,0.02775754162696531,0.10697566067994346,0.4241531408820023,0.6166183279734968,0
