s0,s1,s2,s3,s4,s5,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23,cluster
0.14337468669673342,0.6336149971140067,0.2627338047006384,0.2367235468575042,0.761028792260558,0.2630477876520221,0.6837754008037733,0.5144245106805736,0.7842090420124155,0.458556320046407,0.5606686695136833,0.3225494346471227,0.9478797165528162,0.3692325590899983,0.14690230296924633,0.729507112569392,0.06287546657417775,0.055589886382534925,0.6394066686017892,0.525414870215335,0.7132677338354505,0.07421080498111732,0.29396210573304327,0.2803459612768274,0.730059360309171,0.03834428584049332,0.30004484844876744,0.3752381300897212,0.9704604866147132,0.7495731730665576,0
0.15244908350303638,0.7047883858281075,0.3183573756734388,0.23693465506649455,0.7201020552218883,0.24045228575643507,0.7160277645576325,0.4879456306067118,0.07068668616635398,0.7419482527303237,0.49907773957915547,0.03784830697011288,0.5931853775884244,0.15523975266524137,0.12503973863719753,0.5837940819154552,0.8308266001814705,0.8892981942559941,0.2526313841712753,0.18455464587907544,0.683600948297323,0.12963533722861065,0.03779054807023796,0.4474695532084716,0.3212348458899622,0.9381990633334489,0.7121752122743407,0.7495747770724315,0.44131827215165986,0.6294562351602607,0
0.19929899754755154,0.7127640442699228,0.26831717501160235,0.22084309423921367,0.7017182841476367,0.26524188972739193,0.39736229230800657,0.46347278789113944,0.2679679827254273,0.7292670990523625,0.149675791872521,0.6048446696070559,0.9108107938011596,0.8177177409862394,0.44905170289325425,0.4914840535939434,0.6109010406049222,0.575725652175599,0.8233308947366001,0.05018769021167879,0.603025236028363,0.6977661297738561,0.32459156765028263,0.40822821469879655,0.793578453764706,0.7313294309871439,0.7681917029280554,0.03682317631036092,0.5111930759410532,0.1434241599167163,0
0.2432972406155383,0.7089699986896179,0.258349136475915,0.19995414757249938,0.8023162347201188,0.3240391403624579,0.04632714587282438,0.20016748180672783,0.5593018601232518,0.3801768720157145,0.3448183543367447,0.8611965179402536,0.2898653536742146,0.04670373678204953,0.47226695051996037,0.4668511007390812,0.5634998658173345,0.5571267688105256,0.8520821522326975,0.25206410239517674,0.8478826144246202,0.9469555575624873,0.9310445160313593,0.9259909626096481,0.8751401031689152,0.5132105868279219,0.13723476596954576,0.6095283911441204,0.34168695987914544,0.3445880990425827,0
0.21497047493193575,0.757302257480333,0.27404662753365583,0.22364769890968567,0.5813581390215905,0.24288248394487597,0.3942516735124325,0.3981621121502027,0.986690173408858,0.6587251834396909,0.4021958421977887,0.5752323336290357,0.22444411039762113,0.6141269997289134,0.4694150457918863,0.8554336631189203,0.8415474877555322,0.38711696116836747,0.8426072395342861,0.2983531933809278,0.8596422737134854,0.7450844276463257,0.8806234075901336,0.7655296418374454,0.12296559733567392,0.3569694279997676,0.8941363083069603,0.30041226604534166,0.7874980724644091,0.5814290288863692,0
0.20919512093996204,0.6585402166828955,0.21347827328477062,0.2672317403154906,0.7716649961926594,0.3428273823572967,0.7499367455712721,0.21019793587536284,0.22605269903686365,0.8617399680653814,0.7254913908706787,0.1825036821555024,0.7061295953094991,0.00466239567183846,0.5449575609731574,0.9613513828283546,0.01066240214486358,0.6713602593296761,0.6841306026846361,0.29657579314137494,0.36782262673022437,0.43496198835739386,0.5865563552565645,0.529275533495533,0.6670800116794269,0.06535263778944511,0.8432851544478731,0.13143072778656084,0.14365381367045937,0.2876873050305915,0
0.22996010794095648,0.7343064922745125,0.2701823699303786,0.2526772022692845,0.7182867654473718,0.21401022091267086,0.2091124588594534,0.41916793526065876,0.622661388090118,0.6182396835355143,0.8480945907170758,0.22031180398384564,0.07244564678663379,0.9392805780951952,0.8046478352773704,0.8077407449599564,0.3905888973861671,0.8793100527976762,0.04505072737832194,0.43642316467991893,0.6474567677887503,0.426330366471138,0.7599126496619226,0.3044302381870845,0.6068021285426661,0.2321043824170086,0.0024817297853646503,0.20018713270639388,0.7753950979327904,0.7449599964134367,0
0.18680247719053708,0.7585499465605022,0.26591024218217757,0.27169926582957654,0.7104556293079864,0.3449341158425156,0.7156020304383329,0.9388050112314025,0.2339412276574513,0.7060991397195837,0.9947413222789719,0.1416195417182492,0.7745609569330134,0.2992274813197934,0.5519006950098001,0.04569900705621932,0.5344866030081284,0.8038079632483996,0.19384373587853565,0.5320923238199271,0.2732083591167179,0.6658070128103981,0.4856282107765302,0.9403347297658629,0.7358864242584653,0.34997264268400896,0.015251862632284507,0.8532292974471702,0.9988685357666796,0.45710632814823327,0
0.26036007025657365,0.6621228206845574,0.21446759117473246,0.29903453790897067,0.6986623855692093,0.27464176088588443,0.28198680624868655,0.8382464282143993,0.9410782985594406,0.011071652427540823,0.08362298833154025,0.4195728728613666,0.31087908598031366,0.12750610244255067,0.49752279269871014,0.9547040163640803,0.3238208034725244,0.5450622200092649,0.2546421468614891,0.8300187430325155,0.4358714786357305,0.4479061250808992,0.5071807829261843,0.27422994324455274,0.4262528000636019,0.9214313803349431,0.8336612273771157,0.9733691950081826,0.6126479278919866,0.8985663706442791,0
0.23917396446539524,0.6817370454289392,0.16245656583161677,0.29903721318348486,0.6623912808197535,0.20284811314166706,0.42837514870794713,0.8062991058567932,0.4025075618969671,0.3566621868317369,0.07875495599027849,0.6172403779779732,0.4201223696404509,0.011136389900412214,0.30057051739075635,0.24167726827072922,0.22891836280884104,0.5307451895151075,0.7742356553801483,0.11179566271918939,0.08422867803872502,0.594241373244729,0.4220724886485384,0.1437764763712469,0.08621923810276833,0.19881878832653144,0.02574403554736615,0.7280384344821863,0.36348213011588504,0.25159531750404274,0
