s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,d0,d1,d2,d3,d4,d5,cluster
0.2688527643502114,0.2515960193900437,0.22714656077189085,0.18981884350535577,0.26067923777940216,0.34940859040454564,0.15572654243539302,0.12889806826001998,0.37804166515368165,0.2533172191573502,0.2447565272788159,0.3476187081585467,0.28030693723265476,0.3276170284499662,0.3100828345730628,0.2375729865660155,0.3366037663835302,0.2579246202777635,0.1695168998931062,0.7738025667161886,0.25562900851445214,0.8765281970642524,0.8503025652877754,0.104639668999231,0.44877986606618736,0.7690282550594131,0.08755872896164163,0.9432752691252068,0.6997233441875536,0.41390609221046293,0
0.27928604681741315,0.2488608549983716,0.13285080998071316,0.13906025131509553,0.2756457431494518,0.2650682809868474,0.29469370186273913,0.24135435628357738,0.28421428288662176,0.33641547230683744,0.249570024757121,0.23419714590430935,0.24243057150291525,0.1253870669850206,0.25949545042282013,0.26170225529742636,0.24537037062759803,0.2680081004079686,0.11124222940832229,0.7873016022771301,0.1918462652715468,0.7283544267554312,0.7549113162026396,0.23468710987367217,0.6043309673037798,0.39210288226794665,0.8353960100259427,0.08770401210132428,0.8159343497421191,0.9342501552250904,0
0.23590548725934857,0.22725911991248307,0.22830278889309097,0.1827371942296936,0.24567508868828333,0.18293939666845735,0.17956262766971676,0.30395118524519416,0.2536562891979413,0.3215462037429311,0.2292677092349522,0.19457223645584754,0.18838219836395928,0.30197491136216614,0.13890795888770802,0.19064540228694538,0.30866334405846246,0.33183281219083866,0.16391129198838664,0.7616721343775359,0.08919629744045718,0.5941209094714426,0.7282881792643301,0.3599716906584506,0.22213986265867836,0.8038755863022485,0.6579665706143929,0.8600889276268178,0.5229525815400637,0.10524746328088885,0
0.23454955869411442,0.15550743216515206,0.17201329776777302,0.22988901262358513,0.25935941717979843,0.28371758887771303,0.20611935580671856,0.1257258358481574,0.15981534282281268,0.26989596589656045,0.1911213596814886,0.40033813765060616,0.12573104150303577,0.2554850637308502,0.2532396397563343,0.06804562268053035,0.12640067480753958,0.27259159170827335,0.3142908289336069,0.6769459554499365,0.39293518649819315,0.6720003938767531,0.8765171521203322,0.21699692691488234,0.4048902068993908,0.43394249525766126,0.4571736227610692,0.6530250589510793,0.861299022732437,0.16150603232456506,0
0.21572612404211364,0.2116687600420766,0.23201140169189927,0.3278289716239532,0.19575157293839598,0.14019223565123107,0.2542347689606448,0.38602950347692155,0.11060038756699667,0.33440644544997367,0.32062569309885813,0.19649113276891536,0.3066044255533633,0.22477520907144322,0.20910971245895382,0.19012140462843852,0.33671651634562827,0.3560602731997047,0.22260371725586883,0.8229395404854037,0.2918779983402446,0.8594725547044647,0.7070909360331111,0.21238617570460983,0.7678790967896043,0.47289304785648945,0.013211853039464927,0.4291278437487668,0.9458354632475852,0.17410285267971637,0
0.2004019050850747,0.1840199794720861,0.2806066029809224,0.2030205108617071,0.23794908935516848,0.32655824872498757,0.2806060864002785,0.26315920378786306,0.16608992721051574,0.12062109114979061,0.20025873685835652,0.23639417409634744,0.3221484271786724,0.22778050416537712,0.3186385882693519,0.2366662515452182,0.3000875852308676,0.3690642837056397,0.27752252161617963,0.7374551457353409,0.1487101160394027,0.6308342887667004,0.6961280601163378,0.3014584371296089,0.6270710838447314,0.8278320473890363,0.6723728822696845,0.1283223974857718,0.5455958241040116,0.7646292898708604,0
0.2745099438173095,0.09179039724177132,0.19289755487322463,0.38453641764734925,0.18304124843579297,0.22252759685241544,0.1946733436149512,0.29041337669160844,0.3036270033401432,0.4201583049686505,0.27332214070270805,0.25510660655833917,0.18298475792519794,0.33457592760382415,0.4131030319979543,0.3587087985006929,0.26932565782337364,0.21301103367953883,0.2866752355694436,0.7749624817612176,0.3286509995688865,0.7693481778287061,0.8234098834586803,0.21559869853199998,0.934841313382579,0.979715065898262,0.027280897073348354,0.4716729414092665,0.1550537807272595,0.04199164173831371,0
0.36503715537927367,0.3371061370867323,0.34088431130460867,0.2759137766793355,0.19578062069093308,0.2608158115452117,0.38064881760929675,0.15594760111520173,0.18736921697117043,0.37930873778635965,0.29818608410478,0.18334815002190485,0.2934541502414204,0.3591043570954124,0.21690304621154838,0.31029604328072025,0.3247502079698128,0.26526541691505556,0.21506253988880045,0.5877241009998747,0.3253825096728006,0.8772502470273755,0.7690157447009174,0.19562654775261776,0.4029651370939743,0.6984530859438268,0.3363254251261161,0.8682565807914161,0.9379119816928375,0.7746110609403205,0
0.16708213023589125,0.21405573544148745,0.23169699568628027,0.29691828937684434,0.36557622890895136,0.2532220406504929,0.2266515494634343,0.3047247417716118,0.13785747109459617,0.39290193782915184,0.31958684726109443,0.3163662656583312,0.3852131011073907,0.16651791599217725,0.3414713500482923,0.12005269595561807,0.17345488277767318,0.3395101057159139,0.2583573629512907,0.6978277189039129,0.11049904187049442,0.7381243593052259,0.6549879020085724,0.37059321277118884,0.10465757132496889,0.8883053387183814,0.1729188892409762,0.28853920260976784,0.011770723794191307,0.818900372030855,0
0.4072918005985616,0.15618539385626967,0.21270084583441343,0.24594325436629566,0.10870520761241112,0.15757992083554656,0.25457711250334164,0.33580665084670513,0.17075270986889518,0.2503588308153674,0.20259380353159523,0.22635138968397409,0.2268945211054337,0.24342381130946755,0.2147196502232689,0.23467595665054078,0.16900623796793202,0.18892271790094894,0.23806361601133652,0.7330504507215697,0.17171732070570342,0.7331735686805191,0.6974292631680201,0.33723883866131,0.9061487276722303,0.29798335968976775,0.11623978928177647,0.7730008984474991,0.9742826681948911,0.05953510221757219,0
