s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,d0,d1,d2,d3,d4,cluster
0.26213698598506546,0.1250983005858911,0.3422233314618854,0.2683553411932473,0.2193413657618143,0.20445617683762807,0.22865531884325316,0.34343729982908167,0.19606486017593583,0.283030272023758,0.43305070795181067,0.15314857880323074,0.0927887684479701,0.30340219993222584,0.3481668288858095,0.38193196464007956,0.2742874299053563,0.30105460053829314,0.2749190666157276,0.8547514095335154,0.3235377934212137,0.07196707415554515,0.2925569640702683,0.9021890650283277,0.6694644026998678,0
0.28752467069956755,0.37451952663215216,0.3069566963812969,0.4636614905999418,0.19663321098231798,0.17601067605404347,0.3681698508037018,0.13048011546691696,0.17919362818015228,0.29372001746021514,0.2244957988398836,0.44306379093661863,0.2708494423022634,0.3757949401413838,0.24951594399331795,0.12616548986201376,0.21884440595357396,0.20498332549616177,0.22890619688612385,0.7623834185552819,0.31980268366857634,0.7163975492770785,0.879402855095268,0.9611062902142243,0.8799503307465587,0
0.17609157055306862,0.2656592881785931,0.18346490220946807,0.21515396453948515,0.37946690615666634,0.32156277782746345,0.30672753375352696,0.3354282773783459,0.17443354696490174,0.06030167180812748,0.14351936580354557,0.3120389500351351,0.19502181703344482,0.3121657967044833,0.14884080283133572,0.1490958698287405,0.17848083832255218,0.2996392472294008,0.09631955850564569,0.7437110092408769,0.346829276834838,0.8681981871461069,0.8681001926214211,0.08512733146521378,0.18657019867882696,0
0.15645749635528156,0.27400983819754304,0.29840526249792954,0.23901343258714713,0.2163149087959175,0.24303584261447714,0.27817929197032026,0.2999490223872432,0.3683680277715729,0.28369782984026,0.35188232309484946,0.2858606261733729,0.23088871350526427,0.28022503912661134,0.27067318833120674,0.31472855284433765,0.25372745799849855,0.3413876675347733,0.2834413215239754,0.8496253937722406,0.31908651791405573,0.6341394062087856,0.590472992916256,0.6591288927321922,0.23518283651202931,0
0.2645109396824251,0.2627958552579949,0.15452357574747938,0.1339034987141997,0.07571616623805644,0.19446473685754675,0.3339585801358396,0.3820578526152267,0.25201269420982114,0.19183437374322387,0.1132410338477744,0.27746585676923796,0.2924152750499198,0.17004580357708074,0.24966094885808418,0.2742830136689508,0.3095900881789287,0.3155218778829181,0.2774852525350608,0.8491715765471959,0.2995362514938531,0.5720936484469398,0.6153228151756411,0.6476987797629935,0.712671693402224,0
0.34285392247377944,0.13963356194814386,0.2356487566703854,0.24202089351757025,0.22933776770834485,0.13164369361508788,0.19745475313025387,0.2147619939064639,0.19928922762418358,0.1477062496225401,0.28289079065707334,0.2920557918168542,0.24736703575223143,0.20950139094174047,0.24485852872611596,0.11159288085292246,0.2514063887233827,0.18359716913609714,0.1665636308315232,0.7402651400893154,0.8552907188322639,0.7876913197639889,0.7288826094846317,0.8474096107184216,0.7226480613835214,0
0.2774052207157913,0.2345469146933512,0.3171177557285549,0.14735956750144374,0.22371353605844138,0.3583270353978462,0.3741869000206418,0.33132468963663575,0.2357199021339793,0.40155638977708846,0.10476745192202169,0.3120208434241236,0.26678933479444417,0.2598687571441041,0.33936738272476386,0.2735740928793719,0.05218549165198649,0.2718059066898024,0.1277892147784727,0.7975396124506453,0.7014529515816332,0.9609978947850839,0.32773879237527703,0.764622696804819,0.6598721633349206,0
0.25879375038468877,0.2810440447508188,0.2574097112866949,0.4480963287475469,0.3716630990979468,0.2226599308048035,0.13583832517832906,0.25528043739897277,0.18171431478737474,0.2731663339108821,0.17518951943525846,0.17447543715357594,0.3228847036905527,0.367124110391831,0.39545355962336814,0.3490576903273005,0.28623769162504703,0.23978238614105934,0.29503628236463675,0.7612936513129617,0.8372613469357771,0.7167783035433869,0.4996058565201412,0.8725234110379467,0.8436818721656776,0
0.22100681959929525,0.16274879095502226,0.38040621974949235,0.3798380466320853,0.03490357350677348,0.33864136081984014,0.3527979719909324,0.11445604594562836,0.24475923718223067,0.20691779753485537,0.25954065975173063,0.23738236737455062,0.10671197936669166,0.3278113157773768,0.3589952673297559,0.19556897933116088,0.2552792349692099,0.22740181792998795,0.05211401283438358,0.7588135689204268,0.867696102205507,0.8740390708625184,0.33569342374035827,0.2414189099971834,0.1257889713783642,0
0.11123989271494705,0.33552665683046745,0.1852057949341519,0.2587240054774971,0.24147991156615808,0.22224559566594998,0.334232386220454,0.3006678356153403,0.3690587768922713,0.22906759587091077,0.12855703661081558,0.24173105273865242,0.3751792249248501,0.3031462919274166,0.18857474456656725,0.377134407997887,0.17695153723726537,0.20777259008436685,0.2069652342645656,0.7710933908466189,0.24194635614031978,0.9164948370613093,0.513784734828759,0.37391619769304196,0.3525594596007271,0
0.29914984195983524,0.23265504576480744,0.3036531297238057,0.280434655150638,0.19452138016634127,0.23531946925389302,0.18788595138509867,0.2275888552875343,0.23881389718738305,0.35298871038179247,0.26330436256137707,0.2364414694611851,0.14565568605876372,0.32604603783293584,0.41459884636414257,0.2554200025867797,0.1886571168247892,0.18567048563398003,0.2770218097667857,0.8431232479815365,0.7161081310602639,0.5840334666626479,0.9202107572062536,0.5276912620365638,0.7881558011405154,0
0.18838472282345894,0.2927087484948701,0.20869211629034357,0.2254889205322239,0.2915502718804185,0.2967013100755919,0.35422078109134875,0.36293115355187794,0.35327768508325424,0.47368806833312327,0.21352108034276895,0.14015063597802463,0.21992003086360523,0.14359513535537424,0.1377503138993263,0.13482632048921778,0.2356111824368652,0.3838663246442606,0.14575838543155223,0.7788336362010165,0.5669056590714587,0.30769162883754075,0.5838422197442229,0.8228250271818839,0.9713377115840148,0
0.27734574277758406,0.23580279376788488,0.18793799500260025,0.20710700358924825,0.2879417193231163,0.2855554337979282,0.21958586083840254,0.20063523889240975,0.1802222394031262,0.24861277304589216,0.4104110124890519,0.16170365921783642,0.303229579286946,0.22504083159117833,0.34989278411597663,0.15653756478509268,0.17360341358614845,0.18302387425629546,0.19483912577311496,0.7750986665851812,0.40026897619946344,0.09840741105233997,0.5660410794602283,0.8009090278598372,0.3124010961047926,0
0.16454182267247197,0.351010954855387,0.14009052466043054,0.16727032031446937,0.2883634253873396,0.21833781947124942,0.20241209345495242,0.3465783481794502,0.250940876434165,0.18039937771657238,0.3072574467770466,0.15342933959427163,0.108127280367665,0.3525390414247956,0.22123325316143583,0.3490994445835446,0.2246332487036953,0.19973013121901315,0.3851864878050649,0.7098779481702411,0.519270477433967,0.0308353937543403,0.0018315365343084533,0.9513490259162242,0.6707080207158164,0
0.18164948851370272,0.22553948691127906,0.28440609170897313,0.14707263951718264,0.16441096086208118,0.3767189250790259,0.3428419094548288,0.31926906668620186,0.13439578034863647,0.30693255204106895,0.29037514105820195,0.13212552789401025,0.22491020253270594,0.2946967898807643,0.24964116974223852,0.19760774027024344,0.20933095868052978,0.21764657341774588,0.3120794649305488,0.751473086330479,0.7707647833063108,0.525204296847128,0.2744226654462275,0.3859352577920375,0.9773639055180798,0
0.3500586474573455,0.23355079371316867,0.27180233981285684,0.2274199442543538,0.2888395637490663,0.2778763812658087,0.2689441534358734,0.19002494006361867,0.10086973629940352,0.3509903373292548,0.2778496045747819,0.2488031087508171,0.3520883638430504,0.08562627301012779,0.18739322211095918,0.3567209115570572,0.24171979742835903,0.2658009454644825,0.22706893831784014,0.6522187495041354,0.11370703213435251,0.06736214683233133,0.584464644343745,0.5511826164753326,0.24891536478620413,0
0.18446112403694706,0.26348609899121234,0.1815652605681863,0.25335398652828217,0.12252895052736157,0.17679769927056294,0.15865654393284223,0.30395615834124157,0.09347461046929575,0.1390556695874906,0.23087419364289258,0.25768647795585936,0.25487030686538004,0.23628492175540486,0.19416396814120665,0.15780947200916845,0.24040163152873145,0.14060707287782787,0.2969442728862009,0.8067432099781437,0.2427450848474526,0.6962216597020867,0.3042841730672746,0.6962444380849364,0.14892660883962083,0
0.07344248837469236,0.21527945627255685,0.18346456124007404,0.29800881448535127,0.26257809663364357,0.17225390737402435,0.34106383926440925,0.20711306256197898,0.1887811067123318,0.14568144201253325,0.22318794590518914,0.2341717104260443,0.21092890755399069,0.19616033968441776,0.3469826711102551,0.2625724826255369,0.2060584479646151,0.24635774213842873,0.26399087961783035,0.6710233417089353,0.32965091331974405,0.5553533472362183,0.2883853138605651,0.03167751060841084,0.03220950323919258,0
0.09496664001148192,0.46518829856021593,0.24358179670104046,0.23737142013092866,0.28725337247098276,0.2063263003695614,0.2741017842350668,0.31657391770509613,0.12381102891662976,0.14158629067254036,0.17400542705841837,0.19879882791057019,0.2373387484772459,0.3723016012274941,0.225202620324868,0.36647798869670567,0.11465501514388998,0.19596691088879337,0.23253204910834174,0.7586237738108119,0.15885110275739156,0.8196905270924247,0.6191463257875968,0.08684164260320548,0.631120446936973,0
0.3113958548281474,0.25797664579720625,0.36486940522641953,0.18458822739777628,0.3431607272128611,0.2431210464125105,0.17050583906109207,0.2840529683750964,0.09943250582173901,0.2929426442429073,0.15496472372855025,0.29843933290479774,0.21246188389812035,0.1769463038213927,0.1987383207775506,0.2859915299180626,0.12420001188149385,0.16529320247171814,0.24368458023595158,0.7681456436824846,0.8344230156893893,0.7711518611368652,0.7751202491232702,0.9186905594994585,0.7258570458294,0
0.150966110194664,0.25525727613528987,0.17535307647635778,0.32784330284931135,0.20541743853111155,0.3080031372777862,0.2704919704238344,0.27162020443819984,0.2636662423534536,0.36572492730550876,0.22481925123239985,0.12572635258611875,0.16408646975712415,0.21591310450416096,0.2779479853030754,0.3616212217836819,0.451538424788377,0.3233297323990292,0.16516838604966158,0.6731067843498927,0.5393028239937941,0.49012221988060667,0.7561885033791771,0.28037580637951776,0.9294347488682551,0
0.24684236794535053,0.29023674640648883,0.2481619802075214,0.1899257931097357,0.2585737717766492,0.21300971523641887,0.18364967529986537,0.31914589346735245,0.317382137988536,0.11678578973460452,0.18596929440316554,0.3671224380540371,0.3421836529471852,0.3662196923058247,0.25797667258945134,0.19538417837244004,0.2842139384150769,0.21216529309862492,0.26919052904235213,0.7345513163728549,0.02562214307207844,0.3265015838292308,0.8049196849847076,0.7572412308148714,0.25689737806927715,0
0.32138675571872255,0.19679392753024655,0.30998443454227753,0.24568465170571765,0.3741383859318389,0.32492976268006757,0.15834398481132303,0.2939659516474068,0.10605496940874778,0.28450325603454946,0.24966436995540156,0.2601595669416571,0.3214923230388839,0.3737601557123884,0.32787392674736243,0.3504195337324848,0.271796962920527,0.3244679327210949,0.2859775339430554,0.7512079563840561,0.024649349587463454,0.8683112117808359,0.38838194478180366,0.6899871118379894,0.3957690319893955,0
