s0,s1,s2,s3,s4,s5,s6,d0,d1,d2,d3,d4,d5,d6,cluster
0.31201941343573236,0.33226729082775686,0.347868366979019,0.15288516832421656,0.8015504746298222,0.22614609346104508,0.29522393343111564,0.44990390046714523,0.05597862161359335,0.8782339010584357,0.2487037833956559,0.006682140845358786,0.22932983313596378,0.8420276124600218,0
0.090570689981324,0.3056123711135464,0.26189886493012976,0.09666082828481432,0.5130802920385742,0.2890599631045093,0.32963019679505595,0.8797148821097389,0.8971637242468276,0.6113398712039363,0.4098078627722378,0.9953293307264968,0.09595562211812247,0.8752194707349737,0
0.07834107998264361,0.25698255848589296,0.19474422797718874,0.3402950334752475,0.7937221036465244,0.2871809133522374,0.25813381123232315,0.4537130084065615,0.07805521914804991,0.5498648845481722,0.5411858902222759,0.05778455928533033,0.83168695879357,0.6642602919681665,0
0.21041591156453443,0.4651666655658486,0.4656426008837387,0.29903165268933773,0.7392657208123056,0.02580468472498651,0.2575350863766841,0.5754781809365324,0.5193685094811932,0.652468843389958,0.9008145825655657,0.7426082194035324,0.9497060396882179,0.09895284844805363,0
0.06042126256818342,0.18828106209429807,0.2617413335713702,0.2340287328187247,0.8304850783594235,0.27341838939713103,0.2696818805181497,0.4249357313427162,0.5109199438398226,0.46429642856356024,0.6763449340999967,0.6360036010944555,0.9206836107541071,0.7695204909314248,0
0.34251928329676035,0.3270752620923074,0.2939835791727549,-0.08634094582285967,0.8482795030255423,0.2573370260257117,0.0830149730168506,0.46804788499078787,0.9021132692850211,0.7735264050803606,0.08221411903395592,0.5411114301122136,0.9464455467003097,0.5721878804456069,0
0.42661478050249946,0.19877490758904398,0.27119737829235496,0.31932611647319464,0.7192073639000538,0.1810539409943938,0.3185493564409863,0.062982665647494,0.06434769107718741,0.8977497321916086,0.5692100038329517,0.3395164254035371,0.2849550274246111,0.4624202056358694,0
0.30787532763595515,0.23443912041113507,0.044267124765723614,0.4167560089605933,0.6469869089952174,0.22838600763635586,0.2085246779611586,0.5146912066522473,0.25446982563055676,0.9449711729309538,0.2904958187693364,0.8036083595131598,0.7200811376967305,0.03736739797262123,0
0.21536755977362962,0.28177082964693667,0.1230181930116642,0.29830553610912286,1.0114068034734305,0.248756550383712,0.3198194638778502,0.911793214983432,0.002751286332981051,0.29160616909535964,0.5682324796744125,0.6727386847810479,0.0003375008070231056,0.4835984695863934,0
0.06987193722352428,0.3439460493639909,0.18513840215874805,0.3079600867174459,0.9110988057584617,0.19796788192748202,0.2875092185640009,0.5523991480489036,0.8677066277411083,0.3046336928762675,0.8649567104312749,0.4703802537934312,0.5838264300737377,0.4385978440306326,0
0.25596953485035484,-0.0472751814933417,0.33752177446235515,0.2855870251636833,0.9905979574608906,0.3465747549925851,0.2358440493952842,0.03310641636118994,0.9885341543247094,0.387084360154049,0.9594740731102882,0.9957077633553971,0.3017020673487444,0.7441240092149796,0
0.01826743096211536,0.1785166138258611,0.3231583195581067,0.25662972037877696,0.75572908023851,0.14054047052466323,0.22103860514063656,0.21441556775915982,0.18188867466190461,0.18675209766445489,0.5285885431313243,0.653203293824086,0.6453965562952845,0.34768372184581275,0
