s0,s1,d0,d1,d2,d3,d4,d5,d6,d7,cluster
0.21612976640257586,0.6136041324227113,0.9899538745866907,0.37492084656590785,0.5988338605037044,0.608827552415901,0.8868923772713305,0.24670400167969464,0.8826541108430028,0.8237469577739934,0
0.34997082415141206,0.7673869620352107,0.19831146649077425,0.23176908189706524,0.7094016407382485,0.15076261250371048,0.28761900698943876,0.45831446868835535,0.09377816491861113,0.922680599042146,0
0.17989305981477266,0.9251536287994967,0.766150804362686,0.35883652163550495,0.6173818946838445,0.5336331390098081,0.8234925588381132,0.07669363423554154,0.28432809425966554,0.5483911781884436,0
0.321486671058503,0.7872292109043466,0.9755761834268729,0.8551087656810068,0.5563030392552226,0.4842390993336342,0.7740023340605864,0.5427429422716818,0.08533126688084747,0.9479429065075813,0
0.18268268561022372,0.7614881775774736,0.6576892660563451,0.07795109550447965,0.8506259690262922,0.6158082207435678,0.2705583244871621,0.6611517803429657,0.6572231728794733,0.7621966110125018,0
0.2289224825005501,0.6287006863920144,0.2039916271426817,0.7557556314570313,0.3926447418595346,0.030792769250396423,0.8195074021846545,0.25283719543817573,0.01232074107341774,0.30987295349465505,0
0.22610765256509952,0.7275076113657821,0.8617226414456903,0.08169735820038404,0.14621207209245257,0.02965836002178801,0.4146378218565713,0.20303211267813392,0.9565574584297254,0.4645964976858319,0
0.30367577446178884,0.6093656005584488,0.17422797715285987,0.8889059075770683,0.8731748517422474,0.03327717665790164,0.8277826511065904,0.4933315776688567,0.2719584133301727,0.41774833752509877,0
0.4570623930598243,0.7631861054488529,0.21102007822978885,0.5312343483798261,0.1561804941795093,0.969982146396741,0.7527545190979777,0.8510770746072356,0.20660887803924755,0.27711734348571504,0
0.1513033153386215,0.8852589087670898,0.5701490510542496,0.12653321653182514,0.2187296959986441,0.8012083532764867,0.6171370724557905,0.010291790746280505,0.2725873634672521,0.48169224186080495,0
0.2867929926094367,0.6791949492759285,0.0704827035670833,0.48889858894111204,0.21029814945009073,0.42713774398621873,0.36585954676129406,0.13223001980675553,0.4688754215802189,0.6458407128998748,0
0.2971387122307678,0.8200570982621351,0.7046313097490945,0.49432672359925567,0.9870538713345092,0.6746221647054091,0.2342933528158172,0.35629622743632705,0.3850922078129826,0.90208759433273,0
0.408960767508417,0.8261868221113672,0.7556157462977646,0.6205928292931234,0.9119853725018985,0.29612300227143606,0.3032629563762531,0.5703632264748795,0.5188111411679232,0.3719584154227443,0
0.28263727926739013,0.8238104261034683,0.5124598853349699,0.4821663954679133,0.3111225186617751,0.9786493493275399,0.4339457086741164,0.4131150099430625,0.5470025436645048,0.7116071932663376,0
0.14410108466912872,0.6243926808106244,0.40031093993719014,0.4185464684321314,0.10561852188775733,0.9479144212407082,0.6591343824464095,0.5987929491877244,0.02699593142136003,0.6087633345396967,0
0.26527787078959697,0.7502470166236644,0.8400354861035026,0.8407512960978928,0.16745157030658342,0.3032810817900402,0.6941501423156279,0.4106518576229049,0.4914384964335391,0.42321076920627365,0
0.19606061306480807,0.7489099540395363,0.5306514777104316,0.8399777284862775,0.5573987166278117,0.1984482945642423,0.6799319380927165,0.755619070355794,0.5961619597351958,0.7333083599111776,0
0.2309669697353099,0.7852040894731255,0.7986438555479184,0.5000984624137299,0.4485897144598686,0.37973758701170934,0.31275251694423867,0.6320809674620702,0.04707644410412637,0.021258237560661697,0
0.4078899111172105,0.7472428008644139,0.021067736692448102,0.24805438882850483,0.6663279961484477,0.64137152643879,0.35064003883397965,0.8732613287607662,0.7082327000401238,0.21691921023897953,0
0.1884369310843234,0.9039387288033206,0.4320654528665048,0.4567788592275398,0.6451076029768898,0.112062740111186,0.43781657800478946,0.005761365733706003,0.9090173853480495,0.7454303661973299,0
0.2755117928451147,0.7093807683489988,0.9277916876786619,0.7593497639360416,0.8780207070566587,0.01883923060563597,0.4320956056970201,0.5145306626420292,0.9427928945480809,0.7317151698640274,0
0.2849906925879589,0.6498793330767226,0.9690422914470619,0.19089605378817687,0.48366894545146344,0.0183761215877134,0.3234103284158589,0.9690787354832776,0.9620473619806126,0.5876723754856554,0
0.3239962034611518,0.8642046920615282,0.062154321057843576,0.9431847893768187,0.02644038714965591,0.4591005508442737,0.4150959639925118,0.3978555908643753,0.5962300440651943,0.13068627560754142,0
