s0,s1,d0,d1,d2,d3,d4,d5,d6,d7,cluster
0.23348426752079934,0.2755603882879385,0.9994044787485998,0.3001253908105397,0.24087365848724385,0.15990900056557777,0.8243050628292579,0.30916474908019775,0.90772637892105,0.7793899751144325,0
0.17868844156606944,0.29799969497163215,0.3924891272149792,0.7352942567119346,0.12004564238548521,0.7633519530073908,0.5352188195285225,0.18114946191003123,0.2651696072196773,0.3428807091172933,0
0.2000562744405272,0.13210321658436536,0.19519881114208504,0.6630820699590216,0.007392915318809701,0.2779696069415388,0.7321635748557027,0.4279773748318759,0.9716987070600291,0.10230335857389827,0
0.29435666444641606,0.1661408209076487,0.19201925086123384,0.8383106749926288,0.6064090539215159,0.9462323340299148,0.6890616606886503,0.5857898026339936,0.8337124069432457,0.7719979234893434,0
0.13053928625209335,0.20929774563261627,0.8435856065197941,0.2366374440559138,0.3569888898310718,0.6820227881360785,0.9825345218932218,0.7194651327309646,0.15395334208233458,0.6561615154719114,0
0.2689274141940736,0.21503123762945295,0.37948126535667137,0.9518146672151827,0.3039021758949171,0.058102339822623916,0.593776637668655,0.2446187783908247,0.23448772686472075,0.5878613088281913,0
0.21000545465761045,0.35440345989609046,0.9110555238108511,0.1883113701785435,0.25478665744757545,0.2679360380722935,0.18334926924734396,0.30909359205299203,0.21389325715206953,0.1144902480934511,0
0.27257353504510967,0.09294351079947757,0.7313823306077476,0.5642126476173474,0.5817960298982431,0.8155664043366636,0.63939519417276,0.6824655045162751,0.6844284955093006,0.8326978075173065,0
0.2335367799619982,0.2401659884293125,0.4669373057197199,0.4681120180394256,0.9541342567145795,0.9964111781319824,0.17076193491061575,0.6519380662406675,0.3376221925260363,0.5162698492489565,0
0.2384752571656479,0.28091380145654776,0.5664219621663716,0.41885428349199993,0.8547145197863373,0.20207478423740743,0.9560801600151844,0.4229853207998605,0.6077582067758049,0.7081812255080768,0
0.3040852888189849,0.2188995993666935,0.7648946420082526,0.8533724257841098,0.04686648309759911,0.2055232800987371,0.15476621896793197,0.5281522968685746,0.70926362448352,0.8213564263500283,0
0.32594265609698914,0.3750950274250729,0.8155073572399062,0.7165928683890471,0.5861119372918445,0.7114294776517018,0.04710396791738436,0.9986293986240836,0.7579085863123484,0.19534819052637842,0
0.2719053906946384,0.23322365493683966,0.22587867454128396,0.9220763058236566,0.09733778576023311,0.9318052206633112,0.06653255422302462,0.9264413522117665,0.9435909505659631,0.42565890139778195,0
0.321961785949562,0.27209834356260637,0.661877360133372,0.653486287632881,0.9041819244186688,0.9660885240422623,0.15944807168208552,0.5015311221946103,0.9205844052951143,0.7030748066274617,0
0.1915312364600032,0.08148221491881899,0.9106816084572624,0.7354933082657537,0.7013750029774264,0.7917129196647095,0.835918303432936,0.0644948253061356,0.2597305298195476,0.09132137940222373,0
0.33431562742704324,0.14700573114573284,0.019032227222430143,0.7230162192543992,0.19759771290957107,0.9203351879467122,0.3712049918590753,0.603210537431923,0.8260662698472124,0.01750409030560718,0
0.2773753364807557,0.3212771587619232,0.4968689131214392,0.8663815518110407,0.04525334953751514,0.0010114384372950092,0.5671443979865022,0.7640902769948609,0.3180986763375503,0.08280012973844708,0
0.24610813501369594,0.2329877333476974,0.49726784785871847,0.002271436018988271,0.7851357584342799,0.9899738044366,0.24286828963868168,0.5844512313399898,0.4060299990624151,0.5495247697893678,0
0.22414600555543204,0.2685254558501388,0.9175154506057057,0.4057188299050186,0.3135926765539827,0.9211296862893591,0.674668739095981,0.985909284260681,0.30412652704548226,0.0552387666290568,0
0.1611815689621569,0.29297782238333203,0.37522170499710383,0.6049788410197242,0.04907171162872459,0.48138701365410685,0.05365213891497311,0.6919516900554737,0.6080435502238524,0.5449855978786806,0
0.17304905505643037,0.2845866716093527,0.9652026814727095,0.3254206565264234,0.4378777805238765,0.6867996965830029,0.09659080985176038,0.9191981072500779,0.6841255493427152,0.9374691803431199,0
0.17846090571588535,0.27567118742002383,0.21079822140392435,0.8003171814174819,0.6609610659315657,0.8581814638590719,0.45848479245270113,0.455455908892764,0.3658376004291196,0.633546686036718,0
0.2877908438426068,0.3711514504515807,0.07381504083933854,0.11263360296955782,0.7294527751054858,0.4462373155160705,0.7109765670695875,0.3463228153980139,0.9823419844725015,0.4347800751527656,0
0.1820467576466775,0.22997958470029733,0.0011555673249065146,0.9330871147041155,0.5779439405693024,0.23287326144527531,0.5334438634118276,0.25088663187195726,0.7786842355113154,0.5638787171416928,0
0.3255400729726974,0.17499846311310813,0.08665077716428848,0.24263411489225672,0.9564913812421167,0.8433962569860296,0.7929050229703921,0.3277238434751131,0.2553892977805914,0.16359357977035083,0
0.28369411302658915,0.21099204649118902,0.2825012967707343,0.5257888318556936,0.659002428410284,0.10276115096325789,0.5902953430126404,0.6101851138169793,0.4830168331580732,0.63866513660116,0
0.1855907213465585,0.2923762398397005,0.6334772346773461,0.20930555504166348,0.010305742958722108,0.4311609654375259,0.024753515910275192,0.7187711377951715,0.19568921439343134,0.5222251352204643,0
0.2893437167975248,0.2471138052927906,0.6522468348198825,0.7146235452035377,0.827453060132597,0.30744595545903775,0.715013204216038,0.9850088905690759,0.748669233501372,0.9453307657226273,0
0.30641878636862807,0.31766208693622794,0.7760509788958664,0.5689507933916961,0.08047869692176035,0.851111240810866,0.12050297023788636,0.12456660869883096,0.3297613265625955,0.18292448358309987,0
0.17310091846277065,0.24642917886503285,0.8300635897320505,0.041734243583906316,0.9041185243025358,0.7584229383019313,0.9485126881454078,0.5123767362126492,0.06924554921658488,0.6125821511939933,0
0.1668017166997034,0.3942039405293693,0.3748356458651112,0.8627304732382965,0.6818892722126413,0.5101861471078937,0.5012890372858708,0.6169338990488356,0.570628444205436,0.06781757822071055,0
0.3545447392228195,0.19394601490934663,0.18975189267249393,0.5932463691534768,0.6568134144379575,0.26373952833992864,0.3505671388474322,0.40218802656102925,0.6625179971813715,0.039733430131592695,0
0.20574297183865875,0.17455036758383685,0.764894260220689,0.09227925052427677,0.5977852362692084,0.5338436600658044,0.931354691577851,0.32816638217496796,0.28988356470840926,0.4228098241300542,0
0.1793610710970031,0.1248014148921835,0.9668141997048406,0.18755829147279646,0.8349148429525364,0.879808700009151,0.016212276220522792,0.48642086857476763,0.40296728026284134,0.8104776758966188,0
