s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,d0,d1,d2,d3,d4,d5,d6,cluster
0.0499865804843187,0.39684555694507095,0.18992120336324095,0.13712863309521134,0.1009323365416494,0.2584929747943352,0.2933425913737251,0.14496917749362975,0.4062787254711131,0.19935180214622772,0.2198324936473854,0.18676749012055888,0.15112130851169125,0.21074755128546707,0.2766971151533216,0.28887493433515654,0.2065480004368205,0.361485194596017,0.31872848919261587,0.15960857646839444,0.3067626315568478,0.3437049381406218,0.21847487727254303,0.7650221276731571,0.6497082907508833,0.06887752398148658,0.2731179443640211,0.11062130141757662,0.7241498314903081,0.5595015338992215,0.13304760773616064,0.03200252424906236,0.8287440457586,0.48756555962638326,0.7050055578835257,0
0.22856935817850177,0.1700221839335792,0.43868260477044907,0.13512826767167607,0.19786234189131874,0.26742829836272014,0.2845058035586479,0.08641176205447984,0.2730745758062845,0.2576059453786519,0.3413475942116351,0.3239485949766576,0.2971953505400193,0.23769997379294774,0.2763803271694105,0.3132026116925504,0.1395055516044241,0.18746710310413656,0.3322927965092171,0.246469342282101,0.24815682757845017,0.2467755430163967,0.3382883366896838,0.64434200784915,0.7329130612707639,0.374175070065529,0.37267610958335806,0.1520592251997172,0.5359014745348698,0.8169444970399471,0.012656263309342553,0.7112210394064228,0.22526935361319023,0.5068082296679194,0.9332054266922952,0
0.19667188193810461,0.14175945208518254,0.2583203733544354,0.026352786759224228,0.19582734576513966,0.23677896122371983,0.21143804139133898,0.23770724001126847,0.10475453005738572,0.3389932894997558,0.3400977702124447,0.10741079415683136,0.24479225314524924,0.14227495571024507,0.15311570974669636,0.14024205738552953,0.24931251730301254,0.43486222758043247,0.11751525782075509,0.16023503718618348,0.12724640475404325,0.2835869453122918,0.24501793785991433,0.7934537127943712,0.6250139046967964,0.3198170564779277,0.1986689922177065,0.43352206305841895,0.7969150988684559,0.46347400835052066,0.41120391187961747,0.4297104577215062,0.3812018435948352,0.3205249023523542,0.5364392837910099,0
0.2587027502252939,0.430822524284759,0.26501884004904314,0.22965005094228502,0.44095726362894,0.24646067410671704,0.2508451030934205,0.2163213629955635,0.13601778913696966,0.17526514980763636,0.21680223270936574,0.3118034506753949,0.12108187184283459,0.18416120842990996,0.4247119407691159,0.3562957951929743,0.37031060214287087,-0.03569757609788565,0.10197313054827231,0.41147585764241,0.08906570517982257,0.34912204354467224,0.22197775937488826,0.7539989978236821,0.6428127549104018,0.13105968261405893,0.2348507296239587,0.3719174660278752,0.11585958327033385,0.025313061496219924,0.7935025348467661,0.07417229847236984,0.058994386008316635,0.42046043795143784,0.9284728688082454,0
0.30321776111758214,0.1628882404975756,0.19024988277643545,0.21862506516650063,0.24220342674735745,0.11314534052621208,0.2491825129886975,0.26683525496227517,0.1945628936509886,0.44744250603061037,0.5373512671430565,0.20709782640686897,0.3150237896207184,0.30309948434286094,0.22718277772484013,0.44216747620010255,0.3784606889188351,0.27846935902406605,0.22721933175642595,0.27966239430005835,0.07561242959225947,-0.03161706697192018,0.2694676542532991,0.6458735967008195,0.878668466891112,0.3655054730247643,0.1092785541337731,0.1853975820163951,0.8291636881641065,0.3503382322478088,0.7338710851924539,0.9075640804490701,0.8471345343462157,0.18127727809953031,0.627239092791102,0
0.112212424628263,0.13536274204145904,0.09850216233077008,0.2545881829809694,0.36113100063617726,0.381377598832887,0.27861731965617137,0.3021589742331284,0.18527901400375496,0.22518923696973087,0.16162134711348441,0.2983502741525511,0.4337033069973838,0.49749729462237813,0.09174121052516115,0.19803506583189134,0.25581081149444496,0.3291875042505417,0.17490042460770264,0.2711885535750317,0.3400620897065439,0.44123511252545633,0.28289645536812996,0.6584066938279876,0.8754377836703742,0.20885296985160226,0.3586308756790459,0.23056887813681706,0.4513477830101581,0.6857708955301735,0.020334995250852472,0.35282294933261327,0.13933333420332694,0.06798267618645326,0.8254954591915599,0
0.3600575398075278,0.266304892526189,0.31221210240016245,0.40840424194711933,0.34585025952201115,0.30824905989318735,0.3471696951648582,0.13532165797336349,0.3095112001807742,0.12944699947340577,0.39667222744988595,0.16072380616988244,0.2712979232742785,0.28227392375210997,0.16621590118996354,0.3566178757348664,0.24377372215677132,0.2012791278356425,0.44437446887143556,0.37545599966520815,0.08931236827341535,0.39010852711838034,0.3544266981118498,0.6355240583010996,0.6527180494574039,0.12394064750384048,0.28699776442097796,0.1812772725565896,0.9383277453863536,0.04085739053867521,0.5075452565660525,0.8962304990795146,0.7031281854471434,0.34173854985607555,0.6006861738126423,0
0.23570432687236448,0.3837323371923351,0.20120073046211134,0.33710273901501436,0.1242643320327175,0.2690357894143576,0.2135625844841842,0.21322974822569124,0.09913849698811128,0.3216938698974241,0.247669061648335,0.29739914317116833,0.295650749153116,0.420977019173593,0.49117005344199927,0.30238301938284545,0.24232010761661196,0.3981102578329716,0.13474927795567979,0.10291275387983714,0.12071326690803844,0.013102092285163708,0.2646753396627037,0.7005104921319294,0.7383967555426175,0.2540085388743977,0.3299318925793423,0.20651684576279866,0.8936128431696336,0.5999692209815717,0.6505303695939244,0.7781351595551379,0.8586512272116569,0.7689144288096315,0.06985931008405377,0
0.14634171041980015,0.06355184977830472,0.12687877483738946,0.35052927259144134,0.36061315812288464,0.413940282395614,0.3711440602558384,0.2790285783117694,0.26731995867238784,0.42438419223028,0.369054913619628,0.1952617655553254,0.3562569971776879,0.3473883544641988,0.27472018984158736,0.17342351150693053,0.3220038462577633,0.25846687012882086,0.363454183903014,0.26096176350073397,0.26954118232691443,0.22819605904850213,0.06341931559073521,0.6284466837048357,0.7577309379112596,0.14896517292561312,0.04980661816158646,0.17711325715442344,0.032108952906148125,0.6940317326778106,0.7493144386282318,0.08478105979034778,0.6500744169042016,0.7021249713557136,0.9268642374383381,0
0.20274138566021024,0.07514905269216521,0.04622313418438079,0.22818693192018985,0.2483230098904365,0.5015706653364749,0.3979554559249199,0.12277452958983098,0.0638523344812052,0.26901979294816236,0.13218078870324854,0.2769763448727327,0.21518372898117383,0.3938090270181087,0.4476996478151396,0.3302932857673748,0.41223259081808483,0.22286074074721307,0.2078182167121976,0.4204163598483275,0.2612499940625747,0.19023672200066807,0.0541262739014228,0.8511293837934247,0.7861973092693048,0.16237702332441756,0.29231598724687036,0.33450396749150096,0.5798056133219747,0.5484303579101195,0.515881927740377,0.29545492845879884,0.772380890726947,0.8120503796319133,0.5528068004886209,0
