s0,s1,d0,d1,d2,d3,d4,d5,d6,d7,cluster
0.3463451002018093,0.7921139263724518,0.9937503707495505,0.3752559630861553,0.4578126741944972,0.6623125839441355,0.38567707946509144,0.9741298487912178,0.6904605652929353,0.32069246692729614,0
0.20093564584126042,0.812993504247127,0.9959356626144312,0.7079391934434852,0.35392116741410673,0.780143364769793,0.7490746091954766,0.3976792579649101,0.7788362405558821,0.6440911667532575,0
0.26145389344507736,0.7314081841497992,0.6609937579122216,0.08483158957327042,0.27333357846869577,0.37412677061632926,0.9359282529090133,0.5985765234699475,0.5496000333245291,0.4852320695199639,0
0.19254393368636835,0.7032201645781292,0.09602146336091633,0.4926542542884641,0.23142069715834568,0.783984235984369,0.6587664403990482,0.478719311919097,0.9965635901546195,0.38472778108397243,0
0.14872855619912068,0.720044617641246,0.3207173592546144,0.42225838773778424,0.8529374300287944,0.0550849644395891,0.9444481544400557,0.5338480528161389,0.21099053539432722,0.025779162337406625,0
0.26793469570164813,0.7936087121490628,0.9478751624357723,0.5999219432615518,0.9271226316127975,0.669231094884476,0.49072634169530727,0.15500626410908458,0.9657031631367871,0.22545852901962116,0
0.29382695583213375,0.751821501537284,0.20991464157878115,0.1338520907619295,0.5842261373463798,0.08353645036987534,0.82554383285508,0.8558220994175166,0.2558817208472116,0.33661210524605567,0
0.315752023276439,0.6940101033415527,0.08796039749197482,0.2923313007665438,0.10917439411507268,0.9416478919952529,0.7608515118463977,0.953028953120856,0.7482184522340322,0.7400785315828999,0
0.2513814166212431,0.7258654448438567,0.31973623471768653,0.743939202268857,0.4295836044362249,0.634138290843137,0.6684915942138466,0.40748292873603176,0.19043680134671748,0.17812948539196682,0
0.1788554277055331,0.7369623968770364,0.5752613339096067,0.6359885869192916,0.5018383490797498,0.9541062723038537,0.665203186834845,0.215556268475266,0.23489961370500334,0.7775179812167694,0
0.19567356456252194,0.7570621153745692,0.8672970955632059,0.904011612483322,0.2146216976273343,0.7670459576569175,0.5888987579641516,0.6842053745754013,0.5674813347775857,0.7510293440056466,0
0.20486717012911493,0.7633786689056722,0.06037552899315268,0.5070192608945688,0.9840311145747811,0.5079062695407319,0.26610491926751123,0.16381459986616476,0.24045501006476788,0.16474601104039766,0
0.28302014950246895,0.7919673186967209,0.3365787913802851,0.5154315038810041,0.9146145529687608,0.5148424505398187,0.09151735961806673,0.5034439243718953,0.3536083594212067,0.7729915905212301,0
0.2745909329573598,0.7533362880939821,0.6645814405759554,0.2077898562643008,0.003454301725692832,0.8798719988746282,0.6335811049625945,0.0692861282285665,0.8961843248271699,0.5350378162160642,0
0.17966826222214854,0.7247261720306386,0.8456923692023862,0.7362475472259493,0.23570131971296027,0.5016769992903012,0.03860975823768886,0.22651805298135264,0.8085330883255726,0.4824080309659369,0
0.2483586191378374,0.7336570675888249,0.8818271571655175,0.43155915432797254,0.6213581888898632,0.5861133048577712,0.3641585324112352,0.7374959112237094,0.5323019950411381,0.9590218533112134,0
0.2323467887206682,0.8601355100252912,0.4871480286196026,0.47835871058939305,0.12378819000454955,0.5986705564892465,0.8681429220749943,0.7078923037320272,0.2466142249533091,0.3325509950252814,0
0.24825311112696807,0.7946247568533582,0.7937867774643707,0.4738649350243692,0.03623029069986783,0.36366218096979186,0.7243693026054124,0.4219277484705094,0.33153152151108223,0.560750372222891,0
0.24946756513766796,0.7275116868404323,0.6556189744119006,0.8626320751748648,0.5260014386570385,0.9274989688672276,0.08479197655594206,0.5559721644379005,0.41173561266627745,0.41470465409274937,0
0.2704217849036782,0.794027947181012,0.09522790708232576,0.05169110619802786,0.323358153232041,0.005291976246069918,0.2608826598823246,0.6064280743749842,0.4711377937669968,0.10441690749428945,0
0.19490541742522988,0.7237499270603792,0.27911451167704526,0.9161861315399812,0.4089966090912326,0.6191377409450051,0.369792223868152,0.4596823209144162,0.7787717338872839,0.49835107373940724,0
0.1868364978211111,0.8057676944652887,0.4196422673676159,0.06320266658004037,0.2181605648371553,0.053015321994250075,0.08248323518370793,0.9838030499907062,0.40324803105602236,0.31468204161160174,0
0.36404573258311845,0.7733210307062158,0.4688696591492789,0.7595476139048705,0.6654507284195,0.4281669307464676,0.06083086781272384,0.16810420967723338,0.33974173009302344,0.49462815151738904,0
0.2659109617815029,0.7521321364345722,0.9972586091590642,0.26711418706505674,0.822358179942968,0.647015559493416,0.6036908691517486,0.11744652043732917,0.8458101134118038,0.6092119735858669,0
0.29281034288015706,0.7482687764475118,0.6514343799531075,0.5529382440347264,0.496516641068225,0.2163416949447755,0.44837842639524006,0.34056782560203835,0.46540585890550146,0.9009139053864561,0
0.27008161859810614,0.6093641021020636,0.618696043607941,0.7908088034646782,0.05048385211978146,0.11360658318241112,0.5809352498702821,0.12268809036493433,0.5633281261224548,0.6205574774629984,0
0.20228845234789591,0.7288500375710226,0.5048197963603808,0.015245329767874627,0.10495534228319359,0.22644889138508328,0.023925542152127943,0.463977193598728,0.3620116508811413,0.7203567417356298,0
0.2691365557247688,0.7102973133069097,0.8157285360604977,0.7424205989050123,0.8858608323157491,0.014410868209607464,0.1712166971471929,0.9820216685002023,0.751430942498949,0.10903219624955751,0
0.33038708935285444,0.735775543186166,0.5004765686249685,0.37481566780368636,0.010939129819501403,0.8110459015534205,0.41683763358225745,0.3565215978142703,0.9674286450754096,0.9165010778683623,0
0.20582205287589955,0.8904417227248078,0.7327158237339911,0.06686580857674818,0.5953662161574302,0.7031223599324021,0.13978232437644966,0.45058933833392967,0.1628114529489314,0.7486912282975534,0
0.26399538678372936,0.7356641130728913,0.8192559965823603,0.19920510071176312,0.7918266985005767,0.6620264711950723,0.9036209526058584,0.04190004787728918,0.6641659417689353,0.08522182179059679,0
0.17549718341145693,0.6887908465426139,0.2576032740240517,0.12127995797882007,0.5777200557165584,0.2545243144637577,0.6169329125807415,0.8103467938343599,0.14109699949266585,0.8837813466974553,0
0.20253886988404898,0.7213145357655991,0.7251759229019253,0.24486283206153125,0.8346210360740234,0.14384479322335042,0.31332878298331246,0.029751919534293125,0.5380134178337694,0.38249659501159095,0
0.22954263464614846,0.790967881322784,0.6825808899690174,0.39315495522435506,0.45705461944174053,0.21890462892042173,0.44127121444648554,0.9264632913484204,0.8243507971092857,0.7503275196700815,0
