s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,d0,d1,cluster
0.1984099657501273,0.31378919674566774,0.28130330090186434,0.08925221690468824,0.2555166153289601,0.3287043826800779,0.15404605151905026,0.27166237774411134,0.21909104761004897,0.5730898461538327,0.22404030693047874,0.7984259980552175,0.13770286568225099,0.11804280450029148,0
0.35847545997885605,0.33804593131273436,0.29056526710178376,0.3280483443170765,0.35063856963250994,0.3047789223366441,0.05900520871871523,0.21635822070176505,0.39523754479085893,0.7960663802395623,0.27363716482177974,0.7665038108855986,0.2638877103337789,0.15295741952182906,0
0.2938924965605094,0.3296051891947513,0.2608525052982465,0.38924540953732073,0.28485211649511877,0.19020674771997353,0.17183061399623956,0.2556731031247748,0.27639226829136404,0.684475946302628,0.28031779998731193,0.7288760471971194,0.40678984802638285,0.6857752750781995,0
0.2580389042487805,0.2904949703675995,0.3730839224267026,0.36401256270548804,0.290091195059605,0.23732580950259333,0.15287008836192317,0.2976356660886473,0.2670636916317871,0.8079033439955033,0.3300969967439118,0.7397484218805481,0.24681032729318853,0.960745553007332,0
0.18526520988020156,0.26607275274128034,0.29053625971302743,0.10409469540060068,0.3082176755873339,0.2153974424172594,0.2952825266662792,0.21409596760821234,0.44579748077401793,0.888258287052044,0.1580523372558688,0.6596065979607838,0.7058328168405894,0.5503030770946821,0
0.15209618168943323,0.2976922342040929,0.2605697548322817,0.27097484359152063,0.224755067329161,0.2549966857196488,0.12250385739823152,0.21901995555478293,0.16582402325644546,0.8985734369478714,0.05997048170453337,0.8489824635568708,0.6434438398142963,0.5486512853202522,0
0.20360178811558743,0.27664736255438777,0.22920614321682134,0.15221627508969093,0.18790665204205473,0.31358071459770276,0.2179100905286842,0.37563878745770635,0.09957786945124761,0.7891843140659193,0.12689856921893516,0.9048970054614288,0.6814314510197252,0.6847070486938279,0
0.2558452796782687,0.29197065173189835,0.4402883450652069,0.2704584778227178,0.3076287042436775,0.21448612667777642,0.13556819922449376,0.2170546446011669,0.25320900253649714,0.7457196192962061,0.3721123764894529,0.7868540735809119,0.718158427328717,0.31011178049038857,0
0.17555480745132268,0.10147460066998376,0.2506955537745234,0.2466483595424851,0.16192441190162263,0.28957865939349753,0.2414823664994368,0.32877183731589465,0.31215174038993176,0.8134005534444266,0.21951801122039166,0.790939403582112,0.46597120804723435,0.6309670607075805,0
0.1843408893194452,0.16507456308826796,0.36028708673771637,0.22249522527467425,0.3242144272777936,0.32608704735378613,0.24912810670690613,0.1541130237885641,0.3112743459139382,0.8701991417834443,0.2696529407397395,0.6465226587032942,0.060023351294352545,0.4853786390969205,0
0.1771415891348614,0.24080450001707393,0.17799524351246188,0.35604615353015007,0.23150795330906568,0.30640254949878554,0.28925529878233,0.34972576819235285,0.0938558898039786,0.80942810541617,0.3473134356775101,0.8167728012809822,0.052904244075896334,0.7780199600624818,0
0.13039183381804595,0.16907172284722916,0.25906462645829914,0.3094044069688879,0.20295629963410133,0.3223051273610156,0.12336516396458547,0.3303159297333458,0.2840744975800813,0.7084895203690049,0.25099055301714196,0.6406921594667583,0.3157998748502202,0.32317849367503193,0
0.2434186277508115,0.12799888543724042,0.3393777224819558,0.2558027812922487,0.2551400945941371,0.18335789031840805,0.2674009673864584,0.17406816509916884,0.3943407191919281,0.7890975080450188,0.3238845146058974,0.7716180395314036,0.3017155154931559,0.1917895651716215,0
0.1778231739193455,0.24673166259399107,0.2720228337847881,0.11968501119774691,0.3789636547261779,0.22573186510800847,0.21787881102968085,0.37035190646780425,0.32125268033553117,0.8405424168346115,0.3511895566042975,0.688708934402754,0.7549869192045023,0.3504449875933091,0
0.2428377882878018,0.18450984384278749,0.1469578027312593,0.15120801692207064,0.18293245199041572,0.2541006653732202,0.3120064026493061,0.4195618949356752,0.20829968611280014,0.7575721194479099,0.2013942046698216,0.6631865099836853,0.7790876493668664,0.4268481349318638,0
0.21626704760676624,0.36034721973147316,0.23231111243022562,0.2556431201215728,0.23318654597758656,0.22557056919996796,0.3560846310197933,0.2644411997592551,0.14494467745031783,0.8027208241571702,0.30801762443950254,0.6641674655973061,0.5745609308635455,0.44849827154279553,0
0.3138745031105421,0.3054538317162298,0.2596172268016104,0.21326141336258736,0.21761015927127736,0.1480456380275969,0.3249593590706863,0.28374626782976664,0.2496295474519124,0.6742178969052022,0.24204513465659594,0.7603218656926182,0.3236503897967966,0.6344551414874194,0
0.10426491508234378,0.251598039495638,0.2176864796246513,0.3171812516064314,0.20329593506221572,0.14879610247136554,0.24740629262475322,0.2849885386211077,0.08369548494714343,0.7797544338298772,0.22559290384420402,0.8271065670411376,0.3354961102118059,0.21988684049740292,0
0.309228103303148,0.32224363141023266,0.28838412419823467,0.23459470867324542,0.24135737918392994,0.20375344984447924,0.1970898317362231,0.28640617977357363,0.2833883946711072,0.8920976268158128,0.10549124372149843,0.8414647450756652,0.7988973417522691,0.6486385332054247,0
0.033181255803430926,0.32842041907920233,0.2891577202823885,0.4468476551395604,0.35300893485206114,0.21188693092630836,0.4302058449886933,0.32296966972897656,0.24181349385414097,0.8033649753233492,0.30686422544572367,0.7620460088584349,0.4388706509669045,0.7954702578167607,0
0.23095067070473194,0.3592442153765057,0.1634604333732656,0.35103580333702644,0.1471449176294705,0.23662229768520537,0.3044398376198094,0.20711203788683616,0.18229261583178016,0.6046618923112003,0.1799842674744767,0.7728001406960012,0.760830303974018,0.2641080828886059,0
0.41218512579001754,0.21703346424014813,0.28011790586023144,0.4099353258968329,0.3365338968156224,0.3877477153683505,0.30875434708331606,0.2641900819959929,0.1501374979373396,0.7141013968233524,0.2566018614627899,0.6874094373185944,0.6145094772595733,0.2992871320380218,0
0.2446409032269099,0.27016963452967635,0.2941374754858985,0.3776841522242531,0.28268922491906784,0.1289138923865321,0.269066633412363,0.3494090039570911,0.3726389651172054,0.8185726747029092,0.26298014803978337,0.7784249234566438,0.12655017800910795,0.44632991025222246,0
0.31343151524989354,0.17107108965285991,0.29697564513165103,0.22258583593668524,0.25948414908414286,0.2244834768135014,0.35089177718828624,0.20937301521839494,0.29454992091701443,0.5667948562906173,0.2958264922971658,0.9099532210805302,0.41277608364527074,0.2540681389865225,0
0.22984212428463555,0.2884095701250241,0.4271141476449828,0.23060189820264876,0.2243241992619073,0.0265091566110342,0.28173007677888123,0.13180332294263247,0.2603091426568679,0.8294018293056237,0.3519096578564981,0.5818454682244417,0.1537534075703305,0.7646364486587895,0
0.28618597827845127,0.20791993899165065,0.21558222430426757,0.3157888487404971,0.24573387176615233,0.14284384321150784,0.1641702976802073,0.2714429307593625,0.15952575377478548,0.7306890610684146,0.31432946034893894,0.7717163369636588,0.4978180779572908,0.7815808656271479,0
0.3087665950761105,0.28918426118838364,0.3004787917973655,0.19493388300574482,0.28211444070345204,0.32243378694136815,0.27854677924949567,0.2998970817097165,0.15911116635861666,0.7452879597911098,0.20880687544768167,0.8247663280937743,0.5922611402883557,0.9446861896873073,0
0.15349849664867915,0.20901266325808326,0.22374161876805537,0.2534567458838262,0.16270699975959954,0.35416718299170336,0.22000124749192074,0.32748116475042,0.31656819708425593,0.6172831292059359,0.24461628469965443,0.9205092570263608,0.8097837381760042,0.2170369645339041,0
0.2186557690917338,0.33540053126266245,0.28163074418989037,0.35512463793737703,0.25210407252425293,0.35671025744260043,0.16765902544634897,0.31104145010545303,0.31780277885672215,0.7732925959080854,0.27344895553753473,0.7286664143775852,0.2304530604953956,0.38985126577924933,0
0.2757866878031582,0.2988747970974217,0.20870829590106937,0.20442487198319262,0.27026785837553646,0.32362053400434426,0.19211408807264055,0.33199255303464364,0.1411925924347056,0.8137071427884327,0.3402788242701961,0.7854150276370535,0.8400950628067381,0.2103351797718186,0
0.2158465565562262,0.22173705674754748,0.15545366312434722,0.3579389049074748,0.16353878321766485,0.20008863175215358,0.2957884199520117,0.14553674962600893,0.34196829728332423,0.7974583197000837,0.31728562229781504,0.7969773900775511,0.6168219309315557,0.7119842980725355,0
0.15783297181274616,0.29891238377959006,0.267871949274544,0.2979861249099996,0.2917606879927484,0.1856530928223251,0.2611518593548788,0.18805766431131835,0.4471752539796193,0.7298360803724683,0.313640192545173,0.7232414887395804,0.46577078330252286,0.780544836025789,0
0.16504294857097318,0.2435137840335928,0.06970195145830962,0.26416264418342916,0.1991949015897997,0.3844195314099367,0.33925008896396897,0.18730256938733786,0.1737672734814139,0.8124096006626363,0.43617366482107756,0.7359372071249608,0.7361743280790155,0.17878031925614357,0
0.29289503350818,0.23034637155071674,0.29616440052349097,0.23286087234641023,0.17025423433596154,0.3240214572264739,0.22815738165055258,0.27000907434943855,0.30211833489012435,0.7755644023436523,0.2865147075514573,0.6806499218420086,0.7956781889030543,0.729221717327899,0
0.19924315794694614,0.26291611675889975,0.3475091598615148,0.35451540210258037,0.20022984006991018,0.21696153488661998,0.3221808874234725,0.24073728051418783,0.2719816518115881,0.6513073723208863,0.29730588963683907,0.7515803782534615,0.541990159796881,0.8588654835493471,0
0.39816994384105675,0.2308541836992696,0.2366808483363512,0.3656263867623342,0.24851800577043232,0.2434923552118414,0.24439587183417125,0.2755744761065137,0.29716103122428006,0.7509515389306157,0.20010543414664014,0.882043174555477,0.2912322036908106,0.19619638293496755,0
0.45490440206196675,0.33184670227438173,0.1224357322346562,0.3383913827107452,0.3204308183664569,0.1956106006033747,0.2744086477153454,0.2683827728665823,0.3080408558826841,0.8156694411852348,0.12318144970278042,0.6837399633957031,0.1156176115989006,0.19172561283809275,0
0.22063980381056514,0.26823618736993055,0.3049011913542856,0.2073727218987317,0.16230933725817762,0.26326056776845114,0.34054522942700194,0.2806626685374848,0.2704683259301093,0.7698112379711157,0.07838888344821812,0.613288734976775,0.0033724358300157853,0.42696712227473177,0
0.2845295765277996,0.2129072481483425,0.3627953717557202,0.3577158913066026,0.13660148187711313,0.22561117611313292,0.2717488692576199,0.057572514890540966,0.24592966387136916,0.7614288182351143,0.0713640654141793,0.6797992227088513,0.7723078496806118,0.35616938296538236,0
0.24808810409332627,0.319616776117433,0.23216462660688503,0.17947406175742897,0.2569209261492268,0.09467248041354864,0.26123038965711187,0.1148693031744028,0.26759727599214445,0.6770416613215074,0.15410205347915346,0.776468680570706,0.7663407323467799,0.16374141611720117,0
0.20682064308484793,0.2613112443216084,0.16340892184854422,0.13153382169601474,0.28815901214321693,0.1249784173144447,0.09319584710355439,0.16558896091338474,0.15131316111124904,0.6707441033667413,0.16397969196144607,0.7243287370552156,0.798319683501939,0.4899920027249136,0
0.15884636355528342,0.344068281855035,0.1805966087297543,0.278696609781113,0.23002319588571507,0.3112448881122921,0.44305626836740164,0.11473114580832183,0.358440864610175,0.6277486624518926,0.4525127025623841,0.8472698305935729,0.529439071162045,0.9225320465703625,0
0.15644427907512826,0.2047049746257368,0.2774030761749986,0.3203327473575746,0.18518013333067262,0.24001626256636338,0.16411761850414225,0.24084668561037123,0.3630908656100115,0.7428808323107313,0.22247941140419344,0.8526166723326161,0.869716893842987,0.48170429884203414,0
0.07429886526625626,0.18600432043389034,0.26798043144955896,0.29011470141253676,0.3863021326043252,0.22502909456423245,0.25875290196834083,0.270555989037321,0.27218637055537526,0.6814475487571077,0.18286122042592473,0.6996258920241146,0.23973025933489178,0.659502570098755,0
0.29120298583855786,0.3641518362532246,0.27410333336145337,0.2882153282679188,0.2832175329087858,0.21172598111211635,0.13328762812712688,0.3394511628438542,0.2583740080188922,0.8225754179317042,0.2019644787729619,0.7392560928883403,0.05243694877485472,0.07506465846338117,0
0.3557413313927233,0.27614701723027935,0.08443412805280268,0.28399080785061864,0.22194035426365502,0.3094232429716645,0.14436744006358082,0.18589200582516474,0.2398557625972906,0.8462523983329311,0.24876309115973289,0.7342124609707922,0.33136947836024444,0.18112076653245013,0
