s0,s1,s2,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,cluster
0.3290566038182824,0.7548483994501315,0.7705721696869887,0.38146847253734095,0.43333609470316026,0.09687573319359921,0.16709223240667503,0.38116119247678315,0.4818287302390646,0.7046434366502218,0.6003422313104225,0.7885705578163433,0.32864372607782466,0.3092850730971206,0.13340854592350082,0
0.2542248048038468,0.9669539736530444,0.7310606459154639,0.6795733902608394,0.44320136290959444,0.8473711650697534,0.8575151678751889,0.7784880716747516,0.4840000064215809,0.9753264572511847,0.8595875686563903,0.40357400192060155,0.7175939611155295,0.12359210301431556,0.6552480203140518,0
0.4158341564521898,0.8815175948808848,0.7224954285530779,0.2785445700877087,0.384950552175257,0.6578224745337766,0.6161291602037879,0.4946038576292192,0.8474722697158242,0.444220698897308,0.98367278751961,0.3361782400470896,0.42142993026749964,0.9982776562324247,0.6025183450520082,0
0.23849872420756668,0.6253852665102999,0.7013787265009577,0.5838841061383053,0.1609471821630042,0.5143609759467457,0.9569846262712441,0.0460046486163217,0.2866939619284532,0.08697424544619226,0.8706635817732612,0.8824045998217862,0.7022804453321644,0.3157507400647869,0.2300336592379265,0
0.3078587114937864,0.7511932668437751,0.6892123679391843,0.3988618664682204,0.42232569404614384,0.38292384048244144,0.14117055986924,0.24237282035573993,0.8639230307255328,0.9858960403328545,0.9385734623750411,0.3649958158101364,0.5353433298953736,0.06449791032462338,0.16518838000698666,0
0.2114893167710521,0.7434268639544557,0.9862402040315318,0.00738473113076954,0.27550202509170096,0.4573890294133478,0.9996109482171339,0.3394988385364779,0.47024421692095897,0.6293603927382018,0.48699296867657704,0.7315013592943832,0.258374368821928,0.14264046216176707,0.9940324622763094,0
0.31429029679853715,0.7427636275147267,0.7733239538988208,0.04483297685295384,0.9716149966350609,0.6806781590849253,0.6392499886822856,0.5755627033152367,0.9336603447744379,0.7919542757358813,0.4556980131475783,0.5020596537739798,0.1147584682922812,0.03580630422983411,0.23875802292119808,0
0.21737796435548712,0.842432200726219,0.8336629520897171,0.9097359601431398,0.45230235432616595,0.629130062417069,0.8420878346776481,0.0040735008322830835,0.12137602558506078,0.08626047020674876,0.17053457928904148,0.6364687442175697,0.09576982879165119,0.9219591471587776,0.5119367318703474,0
0.2942894623921086,0.7903102247941116,0.5713412707885449,0.5004661483579469,0.1294791296009934,0.012252448298999297,0.2992515921815144,0.38824729518133405,0.41195949443232405,0.4103815211467985,0.06625963473612673,0.4818894502142316,0.9613089034808311,0.7544603974779391,0.05030494357779691,0
0.24899226795210916,0.9786517932881268,0.6602762759008142,0.8175019757399157,0.9438243161985924,0.5818120070564738,0.9423046330097438,0.23181290420517975,0.41232822262310154,0.38345631338377095,0.3416176735919254,0.6286383041012541,0.6852027632479051,0.461689283685799,0.8543975700068291,0
0.24554156773288305,0.7688943411418994,0.7049727154618406,0.10650934823446268,0.7394268623681911,0.4578998600291505,0.8283354893408172,0.9221912177319326,0.7540374236934099,0.40037348818524343,0.27330007192999073,0.6497067553959334,0.49707329222614294,0.5162177779685565,0.4177736219003073,0
0.3546803198440285,0.7155872911656799,0.7443702520034836,0.8589041898724634,0.08871904138876086,0.6342357848459598,0.7300473669023464,0.42809378931317454,0.6619035543714921,0.35440234667567216,0.16911980770971824,0.12678381188272214,0.6211317249377185,0.973948496799188,0.917467320069454,0
0.19075901486061314,0.5461191376951035,0.6909200533408741,0.690294450006508,0.992636964782767,0.6711431686476905,0.08927708430594361,0.315403037804023,0.03219462422484087,0.08750881509972042,0.2986676802909506,0.06579813865338457,0.19419615627010822,0.9430450446963795,0.5745029942559216,0
0.2559089004378102,0.7068039358092604,0.8319491884453114,0.16311597887313622,0.22473737233639124,0.08372749922241385,0.3365456107248953,0.9244861660028417,0.4925445331213876,0.31120191752406134,0.0877737438359697,0.6658999261301488,0.5236971686153395,0.019905018448920786,0.16917316018207196,0
0.33761352676827583,0.8052864213285704,0.7930831282225006,0.3917498594515688,0.5111294449620079,0.3137365575147699,0.7546534490623398,0.5250137211530204,0.3897128988583024,0.14079685785924456,0.6648865960773424,0.9676503951588421,0.5079063204001132,0.5091130000177192,0.42656205728115704,0
