s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,d0,d1,d2,d3,d4,d5,d6,cluster
0.11246599222991266,0.1784756989677445,0.3722697841490961,0.2808272095227531,0.28041143145116726,0.24627552451459184,0.27063927893828826,0.2671912909567782,0.2137773028267651,0.295803318076061,0.30117340862718167,0.28039655535968755,0.23637416002022407,0.19580227973693587,0.27218028660834886,0.11456662130502751,0.19385314295912434,0.20554919823476847,0.2747827562727501,0.38903056002772374,0.32480565295683994,0.14018200556212507,0.1696291678814823,0.7922516641396027,0.7505778964161572,0.32218649042979597,0.6809278484193667,0.8224306232135954,0.08530926692114071,0.6088987642549936,0.17199809738475447,0.2845796306656947,0.9896357482570683,0.6725312231072813,0.06564352089240977,0
0.20717132119817122,0.15375659682193346,0.27504163540952625,0.2501611853484401,0.2954968659258935,0.26437433244348374,0.38004394154480126,0.2666017010731361,0.20815026034551265,0.3154308357617581,0.2077674832031058,0.30112618256485285,0.050034289902532086,0.1928801086516681,0.28069555245960953,0.1609346327208263,0.15817528639422643,0.2586717690491155,0.22743144981967964,0.20128464010066796,0.34637510015304357,0.2867827166140329,0.3383004661965383,0.8632738679100666,0.8738816633831837,0.16719432055643935,0.6607032937518935,0.7995184624794569,0.9761268642307456,0.8757118242834264,0.5848244790014745,0.09552000313411924,0.36735143672115134,0.6117307308752471,0.9979063786392697,0
0.3211681794894471,0.23810002523284413,-0.011283976136447105,0.24487250286270454,0.3633376765294981,0.3081989511180345,0.18622260216685388,0.16520214326396138,0.22172745205265615,0.35364375143446114,0.17640175627108665,0.24425065339311078,0.1266136724944989,0.22104781407300364,0.35026425458430577,0.1520398068725944,0.3404716007529935,0.28751914471233553,0.2830378643245915,0.36644902981532484,0.2777082905560994,0.10651318126599982,0.10487565827728335,0.7735160230351538,0.8589983224871703,0.2696453193517411,0.8130602911239504,0.8257258230536404,0.41495400891050227,0.040739408811031996,0.021272282607317283,0.6718892592863872,0.5634053854376103,0.6071439729063052,0.2566558692422254,0
0.21054890122323947,0.22462712527697956,0.2592468009359906,0.3758647551919488,0.28074540104666795,0.20617636132027736,0.317783961987268,0.24610397697450315,0.2383661080129958,0.17060875499843697,0.18138623881547264,0.22064258054138594,0.25550345622686915,0.301211467783399,0.16164138771102135,0.22665754300349933,0.22764591654055152,0.19529833423406714,0.1982057128665093,0.2700964035947169,0.16758405834882495,0.2529640762035945,0.23203098248734128,0.8513879181465512,0.7185826806718766,0.28499382150900127,0.7063685140178784,0.6102624769531897,0.6050921727326922,0.3489300644405351,0.16311574966740638,0.3443461216815116,0.7829514634176379,0.25200337800161354,0.2685451256538305,0
0.331656863559912,0.25685490314363185,0.25685461419965316,0.28223794668087504,0.322939981781724,0.15857016347434416,0.2780734617863351,0.3515041395375746,0.30396120768168083,0.3832846835462964,0.21892216834046507,0.0862566537375549,0.18214377955704403,0.31674170666309875,0.3369417017601322,0.39180584914255123,0.29431450127804776,0.19948603727681125,0.24696082218309867,0.32495115081266857,0.32975665278441607,0.22190256407608722,0.22963599784417824,0.8467180287215257,0.8327177376397918,0.19439087992644657,0.7085058793974374,0.8094637839443506,0.8695968875213518,0.8571130091117823,0.5437502679335864,0.7550466607277384,0.5208811404766566,0.19648753014610443,0.7757296567007212,0
0.31856561782706955,0.18919587533894486,0.29730968596735263,0.37334773566666907,0.16829624983273317,0.2374505599018801,0.24393377972271257,0.21651456769428518,0.38376687512352736,0.28524180710120495,0.12152334169449638,0.14183953645011155,0.1959780846340318,0.12409729288261287,0.2417826723823544,0.2217486440958597,0.24106919315194558,0.20055104878800012,0.2664848524049627,0.23619180135814913,0.34972604812148805,0.2729308345318059,0.12872768304435925,0.7715040715600568,0.6940183926602818,0.21609768980800048,0.6074768402818975,0.6983847926827119,0.7379032169970244,0.15341202282086563,0.9343979919665633,0.24851858283244144,0.10885672110240319,0.5231734300940504,0.6555940039247913,0
0.08233758069792699,0.3005550766913708,0.18790095380838762,0.21730015679292994,0.1293072389341517,0.29505371584575674,0.17882805521161926,0.15306407585639858,0.3247472932366207,0.29197401328126216,0.2154638510377367,0.30070165437577007,0.06661424963055604,0.31418133318354213,0.21350275910260402,0.43151182601614174,0.20517885022873567,0.20643772951700498,0.40276689388459175,0.29495832127793514,0.2645009287558647,0.320850359924447,0.3005319081667409,0.6372025241876303,0.7532090795233863,0.25499355054340944,0.684585959830281,0.7708677882840114,0.6737090158757354,0.09137526015187747,0.5398047842541988,0.8731860846351128,0.5024388549563434,0.4583269922832137,0.021136418744282404,0
0.16216262912386434,0.2878465930458957,0.32431149289302424,0.27773893810416617,0.26749133630231114,0.35522240649003956,0.2823897615254545,0.20997359878546393,0.3471143113886648,0.19752441141414565,0.12766462764931513,0.29611085495448514,0.3061136998409163,0.292417239934795,0.29000874183024855,0.377652848674119,0.2695520107629906,0.26801569926974367,0.2675150195319169,0.179346390389234,0.1177652606168702,0.15095992551813187,0.28908983395758375,0.6663648760360975,0.7039131151899667,0.2239230231381616,0.7997753392744595,0.7586755752965257,0.9499273477734758,0.09550970845926554,0.9716199424930625,0.9016295259763246,0.10341702232568561,0.5108233988049494,0.963762815830733,0
0.22912549537305715,0.25886650144622875,0.3063816882455215,0.43013830217127735,0.18997745585656556,0.3647477730951032,0.20709000945696276,0.3411421409664302,0.3201077703776015,0.33201633956345156,0.3243103994395035,0.3637453020005835,0.31789309928340226,0.1821977936511937,0.24273517548442303,0.2735047214904601,0.15908366464437082,0.26808488377929474,0.24291953258066906,0.17335122997080957,0.2822375888059355,0.15865580555763653,0.19829404408829854,0.6863134693337716,0.670656650950795,0.21431350388364995,0.7670425291935353,0.7769400889414717,0.16160445765454245,0.5236505757141205,0.5450399341071386,0.24196684409207814,0.3163829811812502,0.6448254623231781,0.3708252877466901,0
0.23105882478823447,0.2681403009985825,0.21390995512037608,0.23141353737991635,0.2346986662773307,0.2781206236407033,0.2980208316650086,0.254757425315277,0.27488796239077584,0.17203461438905943,0.2286862084506206,0.1665127697746822,0.15700447265645134,0.17830811361251636,0.20054352751221308,0.2592435930705885,0.3341923760137404,0.3485738501562988,0.3525363380134998,0.25610847242517104,0.2840830541150126,0.1717456936292472,0.2304676028664074,0.7351327731114202,0.6529208283188522,0.17874694049891104,0.8021620259062472,0.6399391511356176,0.4530913166361855,0.5211166488998649,0.2883155003779794,0.5389565758781808,0.31214585366378633,0.9068092970933178,0.05447733115757458,0
0.1109717558829739,0.1219195856804415,0.2626274729550811,0.35628097188028335,0.20065562615924637,0.3168538047993359,0.12823154796666367,0.15294003176168652,0.31263318597398104,0.1088413506508952,0.2273121875572232,0.26533858002727184,0.13791500364605752,0.30873836104918967,0.25350372987642034,0.35133627717392063,0.2910130074512941,0.23419086230692393,0.18121042155710637,0.22603510722061113,0.37561916420138053,0.29260461666199394,0.14499005020831168,0.6580721205206548,0.9163279126024275,0.26561120329720306,0.8641684773078749,0.7295624004207243,0.5353768011344905,0.3792482613844792,0.946278181077631,0.23303393609846812,0.0834308476390927,0.4281280241326776,0.4076371579286614,0
0.19108859761939057,0.46028794346288254,0.278775337201185,0.1843552995581002,0.10644615008978864,0.19330357244501292,0.2039154619475168,0.1972796294895464,0.22987244882204264,0.24840869290805845,0.2233028589526213,0.236807981892411,0.25776901463130597,0.3146197385508336,0.16807018873396756,0.28043775115985525,0.24714796916334203,0.33997411025110924,0.2746622789443725,0.2500548070640572,0.176770904061133,0.15473257153273495,0.23665997449980372,0.8272393603768324,0.6917464443464719,0.17003847120016227,0.7473216941497995,0.7617699290420658,0.269641930934443,0.15030698273065946,0.49885976777120544,0.6934419482572015,0.5513761580639365,0.7818837506380687,0.1904952152755055,0
0.2776940205359701,0.2813482742876128,0.3741725621024712,0.23115912724906926,0.25541382007604635,0.3924842563290875,0.2223932224571081,0.25669999612304994,0.2326105173520497,0.12286890409944412,0.08821426022986409,0.2752378166180882,0.2063175049163647,0.17649764658946246,0.3138541082396883,0.14499617092329137,0.3643983819594371,0.3812374651320602,0.3251347016754848,0.23760136352635527,0.17252528636861825,0.2449572461469334,0.28420391603887063,0.6285719507010565,0.7282561652457435,0.20689563742423145,0.7987940584307299,0.8436258840827938,0.6981004340999711,0.5101919601790039,0.6952229635249911,0.636403492507809,0.17538785347532893,0.7386762722652228,0.6385050415494947,0
0.25806514736236436,0.2926200658458091,0.17829526803831533,0.3100694410507693,0.3172526154070355,0.29443655645197225,0.10821275035981834,0.34770235470376876,0.20998120309441498,0.20698510151647487,0.12883132224558153,0.28957889811514714,0.15808688536187793,0.2063111290518071,0.12492389927301656,0.19954741148092095,0.28739299256346607,0.19769761698325905,0.061586849065002475,0.2901714170365035,0.2718386969693909,0.2943640037631026,0.22243308937903214,0.8836447802040268,0.952834223480141,0.31171723554194763,0.6360748211417856,0.707576230763503,0.2012824850996633,0.6581660588360827,0.6203569760610415,0.5552227882296964,0.21540285202474851,0.19404078194764773,0.24081130816539198,0
0.3013270251753401,0.2384674099946397,0.20150004421257064,0.3576394129805639,0.28136139592439025,0.255534995363685,0.4168290107172624,0.28920727962174986,0.24209926794778097,0.33078029479160587,0.2609574218040857,0.19118304722350288,0.1807309757597429,0.2910714635142513,0.24210118480228499,0.17823105915919268,0.30278299204678905,0.12709384626081016,0.3344507018721834,0.23522724633873207,0.15301891991835267,0.18493702889735897,0.0764343787074856,0.7210024769800668,0.692994125546274,0.129405939571983,0.7974898096783971,0.7310720033344594,0.6386146542202085,0.00018349296872066656,0.6632361732379818,0.6141153657185179,0.3959058522487765,0.8459291592998973,0.7295755021931913,0
