s0,s1,s2,s3,s4,s5,s6,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23,d24,d25,d26,d27,cluster
0.21905171220349604,0.2507718472721139,0.19982375272470432,0.241316880678169,0.2599823265263771,0.17743086431119154,0.8434291274084956,0.9033063032973409,0.19400800456320266,0.6622290576210348,0.12120081764213742,0.9773769893165559,0.8474120427782759,0.02637163747922555,0.6170582934048339,0.978915593437619,0.6320285056627427,0.3780318843981655,0.6676884437022576,0.17158049627066807,0.5838606024216129,0.1703981219605205,0.8918847780198532,0.35728734843086707,0.2343894700712259,0.5190057924578374,0.9077197029866103,0.6353116950518398,0.09784781896905081,0.689444709477648,0.8354380826803953,0.15692175525614005,0.4810394741790378,0.06303244174499989,0.8678041994234605,0
0.21978535436567737,0.2641991109098961,0.2766604382426642,0.2517532405389192,0.265615849107318,0.23113133186532359,0.7885228357890198,0.09406030100143814,0.9356674533217368,0.9220142242353914,0.3415038705173541,0.7334535172496215,0.9769352214276249,0.5639213892997633,0.5745633315534486,0.8110183029948986,0.679541210704414,0.5306920621903726,0.9408597636720013,0.5131485695470773,0.40172097493935666,0.9837431152059788,0.7029038664103027,0.663176514730002,0.10274880602087355,0.42931316158426525,0.2777942108118052,0.9471961886580432,0.13676804961378597,0.19398491164586795,0.3869935887565441,0.3940336450840063,0.19550319397741056,0.5421681814356231,0.08684140525416217,0
0.28096856872875386,0.13180308536253188,0.22516535025540535,0.3516515661595296,0.23615893521485706,0.2786144972561205,0.7584235628880981,0.4388083854852749,0.08686747182881138,0.7116182289572087,0.11511987898614495,0.7895648815750853,0.5801076936260846,0.7197988163022161,0.38332342706723477,0.3470477245760992,0.2731485553907481,0.11747017418767691,0.4533205865367832,0.007233103813381492,0.6628656873197265,0.9712635504154445,0.5123434276374101,0.14030284545481309,0.6925475814541786,0.33394020697373406,0.3878434148099421,0.43265268049090433,0.7290233391609565,0.39079694143734345,0.3606499245127148,0.44825673146666956,0.7818775706768363,0.40714479477474963,0.18724699971867975,0
0.28565122574535556,0.2053900378500011,0.19493391468795887,0.2478272499820104,0.3384721934922238,0.21966650533526452,0.7290454650626846,0.025667147079233343,0.4521409378584075,0.5833083874290844,0.9196702573463719,0.2677447822815412,0.9329803792319662,0.017954770019383948,0.24981858283451464,0.5532834207915082,0.8314763169690089,0.612012911022238,0.6989818046361396,0.7016301619011333,0.3457354987120317,0.3738723369748451,0.847730605209367,0.3297706016622214,0.26844749846545324,0.06334097294528651,0.32120040198762934,0.712897302527879,0.5961681997688415,0.4099590218319267,0.43505508435901274,0.3117724050581163,0.9874585355987242,0.7363314852088941,0.1830449694784574,0
0.20417896081122985,0.310700328586688,0.17495142743485717,0.2984616233986916,0.31650304689564873,0.19179939914275232,0.7717912377304986,0.7051238588233232,0.27889005890995855,0.39000410569451316,0.8804463397206472,0.38883865470045575,0.3086378238863552,0.790566422165605,0.21852679316400891,0.6785427726680799,0.8035478103771694,0.04696115564536818,0.15241593552646604,0.2734672588965317,0.023045781737169646,0.7994220472449112,0.19464464374532386,0.5899260517642452,0.539184329507221,0.26516011602978806,0.07470844066293769,0.7529136306101863,0.13733935063879643,0.8308732959278137,0.523297827298108,0.9403000843064638,0.31858129341718244,0.37807946728427966,0.06812510552487905,0
0.3484570055534157,0.20848393368289903,0.20386572837022182,0.2140706147307294,0.27134536726552483,0.2885136543294031,0.7486998934748696,0.6804144293979075,0.6599983073584648,0.026775874962942314,0.10620639254502684,0.2666073941192145,0.5090443151594085,0.4542317955143109,0.21723227336052087,0.7070710908251044,0.8259325513709357,0.46233544816488004,0.30018389182609695,0.38159317300060147,0.5935253644362692,0.9588409744571846,0.09445206115147009,0.10781608372743301,0.17405791158433126,0.15041779640685693,0.14971427793744185,0.05144351691923854,0.955553496453976,0.6433245674574544,0.012269175718246594,0.4433488650775007,0.21576889006120337,0.4834325698417892,0.34534094275894844,0
0.25851305805112273,0.27403139208551497,0.20639578339175502,0.25554640149626257,0.24250649897858895,0.27016126959936615,0.9132424019444604,0.9478900908612232,0.9660348910239053,0.04220267419964585,0.49897558176563406,0.11500218048814936,0.11709432732405667,0.491579812296432,0.9211909837145896,0.4203394510207715,0.5258040274672559,0.19056202775792408,0.7040100201285757,0.11923208910675409,0.6325183907748558,0.5427750472223737,0.565725344085421,0.5413363383994936,0.4470996921909568,0.053403213381248316,0.4589595021146359,0.6330357611731079,0.6218093933017194,0.8064704440806332,0.9677670857531864,0.9140172758487368,0.4450466151950758,0.02767051134415699,0.49604758901508383,0
0.323318295202956,0.29172760035226986,0.2601270228188741,0.26175924451716315,0.2817304368433265,0.20633489795888146,0.7479622401027852,0.9931340047283896,0.21405833665166318,0.03554531707995012,0.5320534039821739,0.8029857003819094,0.7635202580840557,0.5119931230240257,0.7370619758931587,0.25672722352306365,0.07420562962716482,0.7735572908589903,0.6320714329939937,0.4607604369309356,0.7916157073192597,0.4783028771634835,0.9386427691047126,0.9888942532563929,0.22104944889333,0.6537968383183723,0.22779949909863684,0.002767302791972126,0.0641178735840795,0.5142975777633066,0.7798381456999032,0.4854013255373145,0.9500484981596402,0.8290897850410265,0.8667998506196233,0
0.2586664698114951,0.20397201176291307,0.23231062257235818,0.1716286086634196,0.23985108344608858,0.17800338009142946,0.7728261372482579,0.572948866183181,0.21118525506442343,0.7190429671622205,0.9684315763586276,0.9974417933672999,0.6372194085194506,0.37583762389179154,0.7722348145243755,0.3033504034639172,0.3658510963984062,0.5140814721582492,0.03363015188466845,0.7394629670710855,0.5450770490050737,0.41719182508280317,0.2392945161295229,0.15803804210985462,0.5593998435518632,0.925503656425419,0.6984594560870838,0.9240555291930611,0.11983348037398689,0.4636078160495507,0.5572425987022624,0.20003420349924272,0.6214504999553633,0.06175889822038538,0.598101670673874,0
0.3570155345445644,0.2161865709455162,0.1998213315747111,0.2673213266736893,0.2706624599348435,0.2280431437864864,0.7134623411333957,0.555640703079152,0.34222884851584023,0.38825303229368335,0.4871678828185101,0.23026710607809997,0.11029935215278952,0.477756578555512,0.27471612227326647,0.26610111260506464,0.5098675116248467,0.6695801558449594,0.38863791091087396,0.6659944418368317,0.858810414455149,0.39821044349693313,0.7356434513664697,0.2832582524028997,0.4073700471238626,0.49400454676806793,0.9840889997752013,0.6462825253045924,0.3923011656546872,0.26266642770481385,0.7075366297674829,0.8622485537090905,0.16737393006592627,0.556249587391138,0.4933635971871968,0
0.23462237458527804,0.3256219455395631,0.22617485931078113,0.19739705332704038,0.19667813247511273,0.10297561062747654,0.7386366056957104,0.8215913267605879,0.7694844857606019,0.7993776444782065,0.4817561323594288,0.9666953037791356,0.14802790383963116,0.2775048105888961,0.44087174325220935,0.7522208753672398,0.7540734235734673,0.1397247276553628,0.9041268047919548,0.8216539977026003,0.7478886984075799,0.13539110091659845,0.0535523890774009,0.939269554559634,0.564569783877118,0.3287193795032183,0.7461514128928043,0.723681296902355,0.5655248960056742,0.5040303538802198,0.3609003927577017,0.6181265609647599,0.696834021170268,0.2759596195120254,0.6443865354820029,0
0.1836068108326375,0.4104727471923919,0.29845326781894455,0.26710555051936824,0.3080488534813094,0.3480664395324612,0.7637536024119065,0.6066413422897643,0.7961854822423282,0.6274240349208533,0.9125318774973533,0.6551242888423364,0.0868628976803949,0.6387096457120509,0.3384393789763488,0.6246321590280097,0.505852557623368,0.7686658601348737,0.4892211836666378,0.7454884431998132,0.655799160195254,0.5068637448660138,0.360231837032014,0.8401030396040918,0.06502907307719219,0.556973084564071,0.12432865490887146,0.6306806291266722,0.30995115369717163,0.29478745530421646,0.8862709049415892,0.04679997821249571,0.32929545066209087,0.029779573422946126,0.8397293529713113,0
0.15855617773861153,0.1836897743230867,0.26012644595517426,0.31673526038392963,0.2545854903617634,0.16842691976839877,0.6986378473685012,0.6548121189872064,0.9370177111828054,0.22121062650915024,0.6808866593907622,0.4452844325929366,0.9761425016633839,0.5695942348983057,0.0944757036091064,0.35135533538672115,0.5669517536754551,0.5048226861082546,0.7512432078778479,0.29943610871989534,0.5691027087654263,0.871038001935502,0.5937042663014318,0.3406298341336754,0.9635889618449287,0.6381310444527603,0.20841751936440678,0.5512363607525884,0.18687674619033157,0.07962415930070077,0.49449569411030714,0.22425592745142497,0.18731170497085625,0.9639665198648005,0.47447799104201194,0
0.2864991784457255,0.22936439007609036,0.2556156158962654,0.20558767466684966,0.3087951062240378,0.26317055751735136,0.7803759936722213,0.47485483413299856,0.31813848698238356,0.9308042799758706,0.12203358104397544,0.030950585456826052,0.4917853624205808,0.37536980035665457,0.42670437961171703,0.6240347496060048,0.6928540159949483,0.04228385827240755,0.27330871602723406,0.9238223391242868,0.2535528128942759,0.8526274406865508,0.024565680791445166,0.6878448082443648,0.6285918350161219,0.040377494543400894,0.375802815844406,0.01776007355240794,0.6736132146476798,0.9763925057183989,0.6154388544243967,0.0243112818456116,0.9221261790875404,0.06492141518681771,0.3779786470603226,0
0.29199052210828697,0.20357553367816347,0.2516443193592262,0.282026056648088,0.2934342798555434,0.2731372955128509,0.7245769676785824,0.9982021500889527,0.9947762064412538,0.2701729299230139,0.35403867107112796,0.05399433780863716,0.9664827025200267,0.19630500013191376,0.5814336278400959,0.43097677418452895,0.29687578857995534,0.7787257208581987,0.8494339700809658,0.8781221885766243,0.9721176423364134,0.7310159764090813,0.033651381098809385,0.3185740556969191,0.2625199325496924,0.39678563203422035,0.639921598918137,0.6083978266171957,0.844570803784606,0.06769577833565621,0.10533076863804658,0.6656689166185384,0.22295508843887724,0.8150873497446735,0.40336590915988435,0
0.18602844617462466,0.19342258314421507,0.2265952815805016,0.32404945170743393,0.28927272811895255,0.2251225064195195,0.7543072359668055,0.5292819687265856,0.2704290003801969,0.874903491698886,0.19969905517013253,0.2223691670134812,0.3329646141503454,0.5582589994088635,0.11453528119339496,0.3781324920177511,0.5051640003470061,0.25301024248971726,0.0325272836191447,0.42065440033875134,0.44872758520887546,0.3134869832560758,0.22986292277139064,0.7914894726707422,0.9868293825551719,0.9578914070842497,0.8092339855727636,0.06175455748193026,0.2878952276525104,0.7829002744817067,0.6318031188377659,0.5132173323211078,0.2639813977454716,0.4220462750276931,0.2779224241705215,0
0.2588764618469695,0.19696448745146938,0.22966592479810058,0.263219562006776,0.3278891549151076,0.2371737846167182,0.6947077948761226,0.2647894632153257,0.3204777045317986,0.16216219906986284,0.1831631869743171,0.2587718061547136,0.6645257584481132,0.27733072772395206,0.47434731423991705,0.09854750879574192,0.5126339592885651,0.14267420123474406,0.38306149467534234,0.0014771259094075173,0.8322149219363152,0.5744063552692643,0.44129219600793645,0.14800497982945315,0.41917959423745266,0.2847443230932116,0.48968507162499286,0.6286349115759884,0.24825584691469615,0.5998690985248797,0.6315515025996907,0.9926215348636285,0.12791527513064127,0.15994271499742918,0.8043900647322421,0
0.29097982908485354,0.3443031126468034,0.22072728180110213,0.30282355492359025,0.24845432762008143,0.21191060722790134,0.7155268628175528,0.10631969769684702,0.134066874756531,0.907551703987783,0.9580103136076304,0.010077574431534786,0.28967871585354443,0.6413367913446757,0.7455769147057653,0.3548230551105501,0.2548089385882568,0.6793307129564679,0.6065317926888427,0.4374711294312382,0.7953132520024562,0.4135110869466785,0.5577409069672175,0.6341730727672578,0.762747719538281,0.05438018699257141,0.9567729480642954,0.16891931461478316,0.5423934700544732,0.009891196604985608,0.3972871263829074,0.4090378009451038,0.16107479484155252,0.7969499688960032,0.9845360645588466,0
0.21623048280188734,0.23838696889223873,0.17770185857097132,0.19184334373885054,0.23920294083840785,0.2341499216936262,0.8329272715557657,0.12785465702563592,0.8490563111507616,0.4123910357988094,0.39561508826510117,0.21758068011785991,0.25310737697226426,0.17394039799751626,0.23783381269555148,0.3697020922972353,0.23958494118130358,0.7698706026661611,0.8516927755823624,0.5155903757143988,0.6032987794107023,0.19367341354802992,0.4673001459427992,0.8547860335137111,0.6796890388840281,0.5316211203556783,0.6122168730675516,0.6013722084291158,0.9518815323580097,0.5671114889346547,0.24517725283978564,0.6256489968171136,0.6852604295055791,0.7094662264547961,0.5690453409903238,0
