s0,s1,s2,s3,s4,d0,d1,d2,d3,d4,cluster
0.28588063630810834,0.7906882142979131,0.2018297194649705,0.2489044632881705,0.3628654145504556,0.22648741481854273,0.7669042482805345,0.3714571824108017,0.8927362152789777,0.25543024735363673,0
0.2377046970179313,0.7258414605693218,0.18377043691513523,0.1808267967121367,0.2700012728405719,0.6467504784266699,0.7779485080129765,0.38806899939764716,0.41732403872601176,0.30051859085545074,0
0.17617431687434637,0.7719508443819281,0.3432512769578469,0.2741462084464142,0.3530810565550505,0.37916799438247994,0.5572693449918702,0.3346737067191389,0.4210072015726275,0.4515941678677112,0
0.23220413931722092,0.6765014684937817,0.3487931534319656,0.25326857894964444,0.1986336013773229,0.4159552349185204,0.7394240151328225,0.8347047500249795,0.3755650040811134,0.7507132866413251,0
0.23926261472032428,0.7384967901288109,0.2814219044356546,0.06150066445174421,0.1962258201671992,0.2858860977310548,0.17230941102401764,0.44099305535709465,0.10441940883820311,0.06836242277578064,0
0.15996420010423595,0.7414021661735433,0.17236299676229422,0.3551946133179733,0.24410075851367613,0.7867238922651668,0.1428416034320663,0.2539870187736547,0.8152197655845411,0.19638382421210998,0
0.265778666093131,0.7274574578924979,0.22470801549445865,0.3022893768877997,0.16368140272212744,0.7479418409528298,0.6487943663781379,0.7385593997326066,0.34886396412712084,0.2009785556739817,0
0.21411136959500748,0.808653178335382,0.3269745596857114,0.3068996431305209,0.4099849247108557,0.7514807000527018,0.05165771236016392,0.6132605630938386,0.99870839113801,0.7711591026136063,0
0.23433607589368705,0.7973226645005392,0.32036632745430965,0.18449829956798552,0.19621479741331685,0.07997547097196134,0.5327652308350483,0.29740401258478744,0.7555449553553085,0.13818642874939513,0
0.24580389978746878,0.6873095176611631,0.21762992686762003,0.39773355647472675,0.3487642419120763,0.5372104524579547,0.3026715353306795,0.4357676586148109,0.1999544351784347,0.4488877027407152,0
0.28315185149808364,0.6852761738705029,0.164562922214183,0.2654212235507988,0.18971584472616734,0.09611067723780131,0.5585934451076889,0.6468486733670149,0.27690018163649577,0.8466169918832183,0
