s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,d0,d1,d2,d3,cluster
0.20787452826896322,0.29330638647277835,0.32443542337193804,0.28625996232163126,0.1974360341481081,0.25040862782789713,0.2272985724581655,0.21893783374638312,0.20600131976878158,0.23997462776867193,0.3308129686668636,0.2911749092514801,0.2607415006613325,0.7759003358368529,0.2549150172581775,0.2810990170290171,0.9287177757760522,0.9482413943788405,0.7119453124415056,0.08157444201211894,0
0.22597887791582635,0.22738805309324095,0.2622258407152088,0.37032427840615834,0.20135526701691153,0.2720052627953537,0.3036517752467691,0.18790189130236531,0.1784816061768516,0.2679260235905713,0.2937598476699309,0.309161291083263,0.17330755969742653,0.7204724694605708,0.3062266485263734,0.1858382792555428,0.9309982871554919,0.004156149837210132,0.23713000849347576,0.8803025415374257,0
0.24020115562902844,0.21564130334307344,0.26431644935787196,0.19062485846553276,0.2179453454062794,0.3501710487511425,0.1938646388617803,0.27925497340862243,0.2511178879567273,0.26400080744529775,0.2160090440534924,0.23361934030157042,0.23313272179445152,0.8193067127743678,0.22193206563148626,0.12509908028102512,0.5928018465197267,0.947973242518469,0.9025993611172526,0.43868145940610537,0
0.20613332947750737,0.16826959758082533,0.23991252020466872,0.3384079396257527,0.2157335565173781,0.23677987213591284,0.30962103721396084,0.3400327718478697,0.248540617162493,0.2622876724409337,0.19687366005166182,0.2432657276487761,0.2146619117995624,0.6172359745749998,0.24901035829020537,0.23260479141214618,0.88659104190011,0.9488810133320771,0.3344152930150387,0.07368302435591001,0
0.2593302880210341,0.2910132134965518,0.3221591876167861,0.1573527350672584,0.30686010496509014,0.3190393381339149,0.3368668107600762,0.2542894921355784,0.3351268942375114,0.26050245169231295,0.14644659353546663,0.26325070357318237,0.24716589064991423,0.7673933888292532,0.143957400494798,0.3607151028856163,0.3231850271636002,0.776234542491957,0.18876751967407002,0.8881146135419857,0
0.26009020997201177,0.26003809959161395,0.27680607782246236,0.20041360354675714,0.24311934943547078,0.2127486030807083,0.31737070324531513,0.291014602840412,0.32706550707832455,0.2600560423799642,0.22671220843489787,0.2863465187778444,0.24268644084357574,0.7123593136202039,0.25243536034022523,0.28275747575783705,0.5844910566006929,0.7859447799557534,0.13076624564367367,0.6629320852592908,0
0.22931508575907106,0.25419012732289875,0.150378272498996,0.2475608677914585,0.23779771071942782,0.23162425122086128,0.2310890463388849,0.24049950014887428,0.28750111297712205,0.18698060255850163,0.2074635040643543,0.2781898509882963,0.3575530993066469,0.8132816389109192,0.2698112914366207,0.27285438027240516,0.9526848181637558,0.34689073136119086,0.35510071450295055,0.1405143625608425,0
0.22377496214541087,0.2812305527387506,0.2079719997549827,0.18256192888446807,0.23644709737886685,0.29651070803548196,0.26942127140616323,0.2261055242909532,0.24302180012792132,0.3254033993637002,0.2605374514568056,0.22258509586904834,0.1711638394251212,0.7787492109879216,0.18668311196355175,0.24292466843849192,0.13472235992064052,0.06339100361514893,0.7419525412042307,0.46924432928704074,0
0.2122901136762258,0.28273408352393337,0.24625798038030786,0.264876542993881,0.3362255177760388,0.3473586500220999,0.2317327936870794,0.18286763209457724,0.2105733546541638,0.2226231466655888,0.2818110434401181,0.20865615351489208,0.29286522885192173,0.7114014298026589,0.21073442441992984,0.2501092013577965,0.8052843747220021,0.3742932643127771,0.3063600971863666,0.16516137683335175,0
0.21691190963768697,0.31246325783392126,0.26633449280902144,0.2725355037711847,0.2742651451400278,0.34610139389901146,0.25734769097414756,0.1742057219822608,0.23489314210567744,0.31623691716730623,0.30963277427272523,0.26821370840403114,0.29935193867435167,0.7694136350538605,0.23341940099545294,0.23113771533301905,0.061579596746775045,0.7854250231829567,0.07214371298294964,0.20477853777062183,0
0.28863687306621266,0.308086056967626,0.20538416396720094,0.21181263690582414,0.24769360499958143,0.22353838518151525,0.2180552226476437,0.2847720640718461,0.17880382182286814,0.25889977325892255,0.25186163684378127,0.28105163110153947,0.2226538286785032,0.7945693062387515,0.3287827461614506,0.24805170298258844,0.04794576979584608,0.7104185597814006,0.4941060768938186,0.17271683907958235,0
0.2546867091255238,0.22474248910040925,0.19741836707709096,0.23972082075437268,0.3254828378897593,0.20867275149551606,0.2853785104236766,0.2739814975210381,0.2698697260535256,0.15412373435067847,0.2623559096036364,0.21452305100503394,0.16194058308582443,0.6724872541237518,0.24194973901240355,0.20366822187269668,0.2433689260876637,0.8594180771754439,0.20996699965027288,0.8053374268178297,0
0.33991666901113415,0.2907896996077287,0.16279702178988759,0.20213639810168874,0.23641441979961406,0.26302257831006604,0.20392350116005403,0.3363534666910591,0.32791188788756814,0.2817780598274212,0.23189804096276517,0.24550717542766617,0.21815705143885794,0.7253633165926356,0.3270887760874272,0.2528122932222642,0.5116925956048655,0.31163306908661303,0.5074289442389966,0.43718065349239343,0
0.22474243026052187,0.30876533027475384,0.26919004902409727,0.2936448247334823,0.13618328817762837,0.22138926672934736,0.2849652170433263,0.3265702762587734,0.253900964475136,0.19684299655770568,0.19518310148784035,0.2278921145370887,0.2418309002031297,0.711198289490474,0.19319671188460175,0.27945921025289794,0.0790016378474443,0.07924786196300859,0.039985488458628926,0.2987769294721365,0
0.25342565097486525,0.2752225232625608,0.282497217329824,0.2215153079331612,0.15961485256934518,0.2608506220469291,0.3487644651055153,0.2958124137899174,0.2551821886638121,0.18874880257531623,0.3019559025629055,0.2666462089561413,0.33423202005317176,0.756011263370368,0.19874914418847023,0.2656858542800976,0.4008444318987072,0.40334688002946706,0.4830313809953266,0.8536688626690411,0
0.14195982401388463,0.3483407834378126,0.21756710537301036,0.22473462073361186,0.22861376508266965,0.2755964730710686,0.20600326254314238,0.29050498930962165,0.18168660771319078,0.30299149824307264,0.2685755224550166,0.2487925056608872,0.19985877702781535,0.7270730638912289,0.2533789501835136,0.32823403123980166,0.6621695644403066,0.39981330220425815,0.8313347039049362,0.7676795774007084,0
0.2945456977535145,0.2286171332835145,0.34309346718691636,0.2684084762631,0.2169255788780703,0.20738951983441334,0.223140555968533,0.20107710134721468,0.3038303573942908,0.24220976041268824,0.27177217050637853,0.1928463167478014,0.19405917586124627,0.7216195023117801,0.33511707883168873,0.27645906811410553,0.8446183699357104,0.2993363931127073,0.12490302265840203,0.5489737390830445,0
0.28354038171703744,0.2902055903914239,0.2713081462165191,0.22166507938730048,0.22814946610155704,0.23855393709538747,0.19865762901657422,0.24612729191142926,0.13708251701953011,0.2215692425271145,0.2414333208881327,0.32469034364303745,0.055191962124356175,0.6894196244383014,0.29835722466431935,0.25322698903369484,0.9965042730464843,0.26226122713694466,0.8618865929813049,0.35874894194506335,0
0.1852957610463428,0.29171484200201864,0.2757962310214515,0.30833899114855223,0.29538192154847626,0.30233386137237706,0.2164354588446821,0.18466677430078626,0.2998676153510734,0.2643301730637048,0.17865294858682987,0.26213496616041665,0.2691161362663425,0.8327274307190874,0.2507369798072818,0.30545890157457195,0.22305097733211954,0.3183577225718831,0.4514437759009453,0.13106434048380722,0
0.2872975944483225,0.276278843148685,0.20533070424360206,0.2161972994960532,0.22100876682659482,0.34632782444066285,0.18574309276691212,0.25301056540974737,0.30297213729644334,0.20568254337147984,0.3130182942773078,0.20744502125000042,0.35525048255802333,0.7689446167239307,0.19345389313640401,0.3069985173764339,0.5530446947927988,0.5553568651779361,0.05324814204985362,0.7874736588547788,0
0.3171537282735403,0.2762790140037168,0.29682608590941734,0.30759912332029116,0.2535961486343037,0.2841816135124536,0.31144683565104125,0.1721330287076761,0.2313625458439014,0.1842067864427495,0.3190939851429435,0.23338172442515415,0.17301707575140912,0.7147746533326812,0.23921218256968083,0.13394541838230686,0.904958253318212,0.16027626413788654,0.7500458570379752,0.3713561442766987,0
0.17958259036783314,0.21972015897336727,0.20785390591491554,0.29836093072441505,0.2636347322865584,0.23598280326749316,0.3534842507803565,0.292748581143077,0.29945089326783314,0.24236199714836074,0.20841005280616495,0.2465148707848156,0.3060934438192789,0.7862658945957154,0.25640443258866996,0.21053404101643686,0.07620130871727859,0.23667575494289672,0.6971015076447247,0.6156320060607412,0
0.24778470563631705,0.3948919862824548,0.22148335189641077,0.18313397673682336,0.24190479888668592,0.2401170543887807,0.2579287892949019,0.2138430944752664,0.23348149216695682,0.1792378995709475,0.34032226989844616,0.3165524200237805,0.24970831963355664,0.7747661010403898,0.3088078247812377,0.262816999018282,0.5665412820813541,0.2616826159460999,0.7881206765800207,0.6348462029795414,0
0.2935677759278391,0.20696455626840005,0.2649810320021846,0.31162760421251723,0.3007968337975056,0.3020458187275864,0.29533471825567903,0.3014473120825929,0.3859878539848318,0.19616942717730526,0.2089130491623422,0.2297335881706094,0.22299843613913753,0.7692520697292252,0.2601442662986562,0.3007046847885245,0.1616822486480426,0.6616018837828,0.9916174869161285,0.34311258002057954,0
0.24624732282827455,0.30748965228433844,0.2884733158854226,0.21629613005865783,0.1862596122540889,0.3052362853025678,0.21101311263922196,0.26804591502989494,0.33162697534588975,0.26648579847171733,0.2902500361181037,0.25012271218743304,0.25169801780625556,0.7126170444648824,0.179672673171197,0.22232535879305218,0.3680702370791398,0.617955843254603,0.5025520463786123,0.6860007850687971,0
0.3362899685936438,0.2460086202088469,0.18586905284935712,0.1631532857956699,0.19872605305956786,0.17299144195342406,0.2246512261178644,0.2210269316470786,0.3076822750571131,0.26885618951785983,0.21198426033371348,0.19220400779812102,0.20724379374874063,0.7884669773710696,0.24221218991639148,0.17185011856879595,0.9721734587634199,0.10610464639684503,0.8626966486461559,0.9166865376253865,0
0.24092772351716285,0.3164024636655349,0.35525035234151664,0.3167208231441908,0.210829892728036,0.26042070440140697,0.26155140221116274,0.26762720967898507,0.33471762878434497,0.3224392218546586,0.33388809747156933,0.19502829256864723,0.28436586778230255,0.7581351472892491,0.20981032385817255,0.20039244182713933,0.44948354417263714,0.3205450309872041,0.6277862160554738,0.4592683761939734,0
0.25443479859194124,0.32574730893748594,0.34487529380824244,0.285326414044403,0.18226424561354504,0.28025979130448564,0.24639258099581252,0.32018849411849687,0.20959089590561747,0.3082278581493336,0.27886681220218007,0.23735076461905408,0.26022727207779744,0.7356006435298171,0.19670433980250185,0.22621142984545825,0.2902631130150495,0.8104887718562795,0.0813664979313733,0.05074357739889901,0
0.29414629375346285,0.2669413550187761,0.25484202199676453,0.21465932237192584,0.2948879207019667,0.2635481535532684,0.21787199490389553,0.17101340867578002,0.3415529567775612,0.24755773630804828,0.3017212992745699,0.1452661839472401,0.19782731338825582,0.641506462664886,0.3292938894159063,0.18935258416159412,0.6242670332932527,0.49631925614275985,0.07736711098510762,0.25391940488087417,0
0.20255223798227318,0.24737504955684658,0.2434295008748983,0.18492173813678148,0.2197927492829002,0.3183184461083265,0.19811426140902524,0.24221122184841565,0.3067004686781817,0.2665211010470716,0.21795880649318639,0.28452772371356977,0.23236730244818488,0.7728457074054557,0.3017944962294851,0.3202140163586977,0.9662591673795617,0.4535035936693741,0.6586823671699888,0.3261717605154598,0
0.19140287596362182,0.2508627818689312,0.2573431966834146,0.21243675470990805,0.26772491018777983,0.26571501752913546,0.30273617388801566,0.24077943789228234,0.21619544894034964,0.10940009483870378,0.2463364014576992,0.31916918962829066,0.14838238579417623,0.8014629107233828,0.25776177112944576,0.32103852373391323,0.9356059194713074,0.09072465346481073,0.4281554125456104,0.30762747784831945,0
0.27467782735334983,0.1934231327892067,0.2501535756206587,0.2673956436722411,0.23606194554658166,0.2647176373880425,0.27382891839652684,0.27054265334844996,0.2814677484606925,0.23710200642030668,0.29303460762874556,0.16857473451212962,0.25808170556954585,0.7605864044712162,0.27420043813742123,0.23408705351503345,0.15543921929149707,0.738206258673653,0.051406323232860984,0.6391072452674482,0
0.26489830796702124,0.21485486338439733,0.36671793405528924,0.23581871264315224,0.2753065799105071,0.2093622791909627,0.29850204889907506,0.2860279767470793,0.18892622768815137,0.34313889571585365,0.16143752234012487,0.3080148311456913,0.3280949840834221,0.7765521538619486,0.2628538463659553,0.3305966802407482,0.0088806398654514,0.1922527735866566,0.6505704507091322,0.14477352279016475,0
0.30547494466512903,0.2523455660968325,0.2788172822168623,0.23250889255169563,0.19789263538160662,0.29111902818720964,0.37100915948772223,0.25828835305189257,0.31974074632639565,0.3064701126498474,0.2276464424512513,0.2862750184480795,0.31000677496924123,0.7200115837794675,0.2135920843110951,0.20061730899105243,0.054550067035010086,0.6978176265121365,0.6445391964224017,0.6210201029122587,0
0.2646016534129473,0.12177427133397478,0.2714105317150646,0.2749163066332124,0.22537602761604936,0.29722217327199013,0.155672456973032,0.32290115690729954,0.24536031150632545,0.24113502946182336,0.19268076316157262,0.23953873421773336,0.198581638044349,0.7315327209294518,0.16768077655752556,0.3174096493535489,0.11555291667374379,0.6841147955530429,0.7292269809450265,0.4078711173995282,0
0.18116343301185783,0.23943215074132035,0.18391695381839915,0.1610297255816962,0.1859501768437504,0.1679607732557284,0.34099797525372333,0.16726325832493738,0.316243648365053,0.27021739364593567,0.2095681794301258,0.245877762279217,0.2671143160800429,0.6508063441041809,0.13110359052935638,0.2517408812316195,0.28255680561871266,0.5517470062697712,0.9038834013107949,0.04148023941912571,0
0.22303349068837047,0.23258663483772357,0.29744872419639423,0.20696872307771158,0.33478462400693726,0.2789403673540404,0.1829774496710137,0.305534918709965,0.2695596533753595,0.16030053011735396,0.234295908893411,0.20484818071273247,0.34029018078423545,0.7361305499940424,0.33335715164817065,0.23426308748054295,0.22428467257861817,0.6793645856262579,0.697087215496277,0.9259648335504382,0
0.27823205299311216,0.19643496789101061,0.21035203113437817,0.2410736896433139,0.20784368897677383,0.2141863116842156,0.20196148774413356,0.2034246128339698,0.15987899488375218,0.29650480355006475,0.32854862676937907,0.27781089499959893,0.30619468627332846,0.645443615452293,0.2447307126519004,0.2851561653791143,0.0244275633093175,0.25796348329624297,0.24442340058788437,0.6810168142596661,0
