s0,s1,s2,s3,s4,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,cluster
0.2319846007074472,0.3485928415425173,0.7429069272228906,0.6995315057636778,0.2166643965569935,0.2599978116990116,0.0725981522809287,0.32114980651591274,0.22979886449946219,0.27464030240902093,0.6368271705675173,0.7453340317659419,0.24045856213951566,0.8247279126598409,0.436850729472156,0.09559207426343697,0.9270371720620867,0.6017622041602779,0.3552778091985238,0.07531939514828168,0.797353736397218,0.8000270855807143,0.30313621546200176,0.788385175693227,0.14442732178786744,0
0.21149515563989085,0.2735031316681643,0.6989003733916433,0.6534617649734548,0.34187883372409805,0.18477542741210073,0.7185899307846404,0.5179891944496071,0.3767076144484157,0.9065184055076865,0.3844098120747581,0.14615131089947742,0.955726648308206,0.25781675017368555,0.14409110205784847,0.7121924462714021,0.7191376652318413,0.6956603652281024,0.6528439213185385,0.1639633128140986,0.22849732026918568,0.8026793293216704,0.8118516621953034,0.26213245352032466,0.9896062206857281,0
0.23988027526262787,0.26299656122591925,0.6691539120306066,0.7075538812531117,0.3576213894609484,0.07920970176553466,0.905883316477122,0.6282023375374919,0.3558738109949481,0.6241944641004108,0.5433251482638769,0.695525164851692,0.7222768655881117,0.7527151577086789,0.26059201746058036,0.24379043205659723,0.1527533774741251,0.5444957703675256,0.4292599230380436,0.2878929620274707,0.6057463089383278,0.46866600508570566,0.23187583771543518,0.7106550651928984,0.04834558808604272,0
0.2552686175823577,0.23460179887574042,0.725509888207171,0.6770700488914169,0.2289192736344806,0.47174197958082376,0.887383339480079,0.03447137235747266,0.16283659054763688,0.8577606403709315,0.44202174544928086,0.6943949807734914,0.42166373898807863,0.8003488977138252,0.554353394951655,0.6706400478017799,0.07454483866314843,0.5418853611848168,0.28454335442503365,0.8118469180338425,0.8006334710218289,0.2408820201855063,0.11674793390358218,0.17298488209120233,0.8780761276823825,0
0.31858457031802645,0.3272313037501726,0.7653614217769329,0.6972361688220502,0.2210916409139734,0.29266510816898605,0.07926358372172349,0.40524307998988396,0.9405657706102111,0.665895729117512,0.5361530480514854,0.012306809831549193,0.552901165604502,0.36180244391761984,0.5066626077588959,0.301582338325755,0.999889184395358,0.0862295365767336,0.3597582466383976,0.9193487401915371,0.170271767381991,0.6204643871692377,0.3537043567030722,0.6811954755046605,0.4552073611757601,0
0.22771687704124366,0.29380189590088984,0.6764947224695429,0.7776280703265238,0.28579332118646444,0.9658113711819908,0.03777136822329763,0.8054945457797156,0.8264837246659182,0.7435252871075139,0.015936446122204573,0.16521158614402287,0.822614322951009,0.963892696132486,0.24820617847790993,0.2876802950346431,0.8951367018263151,0.16972484877968175,0.615437739424342,0.32126283884441176,0.12040099632020351,0.30202530198393784,0.17155937373141295,0.56295505257376,0.9474021717197992,0
0.21243876780291823,0.25294033779823605,0.6678193145866225,0.7632647204881237,0.26932608224482146,0.4594127526003847,0.4645206024062304,0.12687879574634953,0.7354535101439197,0.24083634850160318,0.19064650183196197,0.03481137289562164,0.006328438856447849,0.09495800646266295,0.5779499118048522,0.5723768739257235,0.012207663858740503,0.5146876826714948,0.1265292652636445,0.5572154028750764,0.35870349929245504,0.5239921128325288,0.8765602216634173,0.1576991115535331,0.0512006237433249,0
0.38468462605215326,0.2546967521787791,0.754396012137703,0.756039460439305,0.22596436862714936,0.3799616836431373,0.7876124178726218,0.0010988912324955136,0.17530459640188223,0.7312857632072645,0.8038682782026801,0.28979746229056336,0.5573108437383699,0.2259391133015004,0.7890565345065119,0.4336456243177206,0.7145011614362609,0.7671603133985402,0.9272957428342591,0.4130676460625714,0.6522215190102739,0.7038018798620215,0.5164523009535112,0.12726384109259836,0.37385059686562316,0
0.2368763798763398,0.2755404176480694,0.6810929686779487,0.7717637621523441,0.23128137557020298,0.1543335672746825,0.6410228636437134,0.1555422681476908,0.8628363845357864,0.8915762701736961,0.24455709481019539,0.6929555829659965,0.30856371340343025,0.416562182797068,0.3682614928818424,0.6273400195792578,0.768153420897759,0.8617096331479753,0.3872994400730557,0.5732563015788867,0.8648527660536426,0.3351211563256199,0.9238149234143177,0.7085770387408026,0.632469399086049,0
0.3084523535709923,0.3065655111816485,0.8011500348915662,0.7995297908581909,0.32571688314264013,0.24594785234865402,0.02450967451111663,0.4863458675779977,0.47456837512761574,0.8972279844545455,0.2791424096401284,0.6262960874632315,0.9183394664585167,0.34609289875499405,0.02618056222431009,0.6635315903402937,0.80058625861358,0.9815574255273705,0.30364894182474345,0.9626966041401851,0.8807334707579543,0.28948711072182176,0.43299462037114,0.7295117819634482,0.38065154524711653,0
